KR_68B|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
9.0|41734.0|KR_68B|AC_24_Y_AC_24A|330.0|2.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
4.0|41734.0|KR_68B|AC_24_Y_AC_24A|345.0|2.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
12.0|41734.0|KR_68B|AC_24_Y_AC_24A|400.0|2.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41734.0|KR_68B|AC_24_Y_AC_24A|415.0|2.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
1.0|41734.0|KR_68B|AC_24_Y_AC_24A|430.0|2.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41734.0|KR_68B|AC_24_Y_AC_24A|445.0|2.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41734.0|KR_68B|AC_24_Y_AC_24A|500.0|2.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41734.0|KR_68B|AC_24_Y_AC_24A|515.0|2.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
12.0|41734.0|KR_68B|AC_24_Y_AC_24A|530.0|2.0|11.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
14.0|41734.0|KR_68B|AC_24_Y_AC_24A|545.0|2.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
16.0|41734.0|KR_68B|AC_24_Y_AC_24A|600.0|2.0|16.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
23.0|41734.0|KR_68B|AC_24_Y_AC_24A|615.0|2.0|21.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|
15.0|41734.0|KR_68B|AC_24_Y_AC_24A|630.0|2.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|
32.0|41734.0|KR_68B|AC_24_Y_AC_24A|645.0|2.0|32.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
46.0|41734.0|KR_68B|AC_24_Y_AC_24A|700.0|2.0|45.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|
39.0|41734.0|KR_68B|AC_24_Y_AC_24A|715.0|2.0|36.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|
41.0|41734.0|KR_68B|AC_24_Y_AC_24A|730.0|2.0|33.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|6.0|1.0|
33.0|41734.0|KR_68B|AC_24_Y_AC_24A|745.0|2.0|25.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|3.0|2.0|
57.0|41734.0|KR_68B|AC_24_Y_AC_24A|800.0|2.0|49.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|6.0|1.0|
36.0|41734.0|KR_68B|AC_24_Y_AC_24A|815.0|2.0|36.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
57.0|41734.0|KR_68B|AC_24_Y_AC_24A|830.0|2.0|53.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|
56.0|41734.0|KR_68B|AC_24_Y_AC_24A|845.0|2.0|55.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
29.0|41734.0|KR_68B|AC_24_Y_AC_24A|900.0|2.0|27.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|
40.0|41734.0|KR_68B|AC_24_Y_AC_24A|915.0|2.0|36.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|3.0|0.0|
42.0|41734.0|KR_68B|AC_24_Y_AC_24A|930.0|2.0|40.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|
46.0|41734.0|KR_68B|AC_24_Y_AC_24A|945.0|2.0|41.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|4.0|0.0|
34.0|41734.0|KR_68B|AC_24_Y_AC_24A|1000.0|2.0|32.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
44.0|41734.0|KR_68B|AC_24_Y_AC_24A|1015.0|2.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
41.0|41734.0|KR_68B|AC_24_Y_AC_24A|1030.0|2.0|39.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
46.0|41734.0|KR_68B|AC_24_Y_AC_24A|1045.0|2.0|40.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|1.0|
40.0|41734.0|KR_68B|AC_24_Y_AC_24A|1100.0|2.0|35.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|1.0|
42.0|41734.0|KR_68B|AC_24_Y_AC_24A|1115.0|2.0|38.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|2.0|1.0|
35.0|41734.0|KR_68B|AC_24_Y_AC_24A|1130.0|2.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|2.0|
31.0|41734.0|KR_68B|AC_24_Y_AC_24A|1145.0|2.0|27.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|2.0|1.0|
64.0|41734.0|KR_68B|AC_24_Y_AC_24A|1200.0|2.0|59.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
45.0|41734.0|KR_68B|AC_24_Y_AC_24A|1215.0|2.0|38.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|4.0|2.0|
68.0|41734.0|KR_68B|AC_24_Y_AC_24A|1230.0|2.0|62.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|3.0|
39.0|41734.0|KR_68B|AC_24_Y_AC_24A|1245.0|2.0|36.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
39.0|41734.0|KR_68B|AC_24_Y_AC_24A|1300.0|2.0|34.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|4.0|0.0|
56.0|41734.0|KR_68B|AC_24_Y_AC_24A|1315.0|2.0|52.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
55.0|41734.0|KR_68B|AC_24_Y_AC_24A|1330.0|2.0|48.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|4.0|1.0|
63.0|41734.0|KR_68B|AC_24_Y_AC_24A|1345.0|2.0|57.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|2.0|
41.0|41734.0|KR_68B|AC_24_Y_AC_24A|1400.0|2.0|33.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|7.0|0.0|
48.0|41734.0|KR_68B|AC_24_Y_AC_24A|1415.0|2.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|2.0|
31.0|41734.0|KR_68B|AC_24_Y_AC_24A|1430.0|2.0|25.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|4.0|0.0|
45.0|41734.0|KR_68B|AC_24_Y_AC_24A|1445.0|2.0|33.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|11.0|0.0|
36.0|41734.0|KR_68B|AC_24_Y_AC_24A|1500.0|2.0|34.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|
42.0|41734.0|KR_68B|AC_24_Y_AC_24A|1515.0|2.0|38.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|1.0|
35.0|41734.0|KR_68B|AC_24_Y_AC_24A|1530.0|2.0|32.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
48.0|41734.0|KR_68B|AC_24_Y_AC_24A|1545.0|2.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|1.0|
34.0|41734.0|KR_68B|AC_24_Y_AC_24A|1600.0|2.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|2.0|0.0|
35.0|41734.0|KR_68B|AC_24_Y_AC_24A|1615.0|2.0|34.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
36.0|41734.0|KR_68B|AC_24_Y_AC_24A|1630.0|2.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|1.0|
46.0|41734.0|KR_68B|AC_24_Y_AC_24A|1645.0|2.0|44.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
43.0|41734.0|KR_68B|AC_24_Y_AC_24A|1700.0|2.0|39.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|1.0|
32.0|41734.0|KR_68B|AC_24_Y_AC_24A|1715.0|2.0|27.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|4.0|
40.0|41734.0|KR_68B|AC_24_Y_AC_24A|1730.0|2.0|36.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|1.0|
45.0|41734.0|KR_68B|AC_24_Y_AC_24A|1745.0|2.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|
34.0|41734.0|KR_68B|AC_24_Y_AC_24A|1800.0|2.0|32.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
43.0|41734.0|KR_68B|AC_24_Y_AC_24A|1815.0|2.0|37.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|5.0|0.0|
29.0|41734.0|KR_68B|AC_24_Y_AC_24A|1830.0|2.0|27.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
36.0|41734.0|KR_68B|AC_24_Y_AC_24A|1845.0|2.0|33.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
48.0|41734.0|KR_68B|AC_24_Y_AC_24A|1900.0|2.0|45.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
38.0|41734.0|KR_68B|AC_24_Y_AC_24A|1915.0|2.0|34.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|1.0|
43.0|41734.0|KR_68B|AC_24_Y_AC_24A|1930.0|2.0|39.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|1.0|
41.0|41734.0|KR_68B|AC_24_Y_AC_24A|1945.0|2.0|36.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
36.0|41734.0|KR_68B|AC_24_Y_AC_24A|2000.0|2.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|0.0|
37.0|41734.0|KR_68B|AC_24_Y_AC_24A|2015.0|2.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|3.0|
49.0|41734.0|KR_68B|AC_24_Y_AC_24A|2030.0|2.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|4.0|0.0|
39.0|41734.0|KR_68B|AC_24_Y_AC_24A|2045.0|2.0|32.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|0.0|
41.0|41734.0|KR_68B|AC_24_Y_AC_24A|2100.0|2.0|37.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|
40.0|41734.0|KR_68B|AC_24_Y_AC_24A|2115.0|2.0|34.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|1.0|
32.0|41734.0|KR_68B|AC_24_Y_AC_24A|2130.0|2.0|27.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|1.0|
37.0|41734.0|KR_68B|AC_24_Y_AC_24A|2145.0|2.0|32.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
424.0|41734.0|KR_68B|AC_24_Y_AC_24A|2200.0|3.0|379.0|3.0|2.0|5.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|33.0|0.0|
394.0|41734.0|KR_68B|AC_24_Y_AC_24A|2215.0|3.0|351.0|6.0|4.0|3.0|0.0|0.0|0.0|1.0|3.0|0.0|0.0|1.0|0.0|0.0|25.0|0.0|
353.0|41734.0|KR_68B|AC_24_Y_AC_24A|2230.0|3.0|324.0|2.0|3.0|1.0|0.0|0.0|0.0|4.0|0.0|0.0|1.0|0.0|0.0|0.0|18.0|0.0|
338.0|41734.0|KR_68B|AC_24_Y_AC_24A|2245.0|3.0|301.0|4.0|3.0|3.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|23.0|0.0|
294.0|41734.0|KR_68B|AC_24_Y_AC_24A|2300.0|3.0|267.0|2.0|1.0|2.0|0.0|0.0|0.0|2.0|0.0|1.0|1.0|0.0|0.0|1.0|17.0|0.0|
270.0|41734.0|KR_68B|AC_24_Y_AC_24A|2315.0|3.0|248.0|1.0|1.0|4.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|12.0|1.0|
233.0|41734.0|KR_68B|AC_24_Y_AC_24A|2330.0|3.0|218.0|0.0|2.0|2.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|8.0|0.0|
225.0|41734.0|KR_68B|AC_24_Y_AC_24A|2345.0|3.0|206.0|1.0|1.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|13.0|0.0|
190.0|41734.0|KR_68B|AC_24_Y_AC_24A|0.0|3.0|178.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|0.0|0.0|0.0|5.0|1.0|
159.0|41734.0|KR_68B|AC_24_Y_AC_24A|15.0|3.0|155.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|3.0|0.0|
180.0|41734.0|KR_68B|AC_24_Y_AC_24A|30.0|3.0|171.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|0.0|6.0|0.0|
159.0|41734.0|KR_68B|AC_24_Y_AC_24A|45.0|3.0|152.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
156.0|41734.0|KR_68B|AC_24_Y_AC_24A|100.0|3.0|150.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|3.0|0.0|
144.0|41734.0|KR_68B|AC_24_Y_AC_24A|115.0|3.0|138.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|2.0|0.0|0.0|0.0|2.0|0.0|
133.0|41734.0|KR_68B|AC_24_Y_AC_24A|130.0|3.0|130.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
145.0|41734.0|KR_68B|AC_24_Y_AC_24A|145.0|3.0|139.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|
117.0|41734.0|KR_68B|AC_24_Y_AC_24A|200.0|3.0|114.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|
83.0|41734.0|KR_68B|AC_24_Y_AC_24A|215.0|3.0|77.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|3.0|0.0|
110.0|41734.0|KR_68B|AC_24_Y_AC_24A|230.0|3.0|105.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|2.0|0.0|
116.0|41734.0|KR_68B|AC_24_Y_AC_24A|245.0|3.0|109.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|4.0|0.0|
132.0|41734.0|KR_68B|AC_24_Y_AC_24A|300.0|3.0|123.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|1.0|0.0|0.0|0.0|1.0|4.0|0.0|
121.0|41734.0|KR_68B|AC_24_Y_AC_24A|315.0|3.0|117.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
105.0|41734.0|KR_68B|AC_24_Y_AC_24A|330.0|3.0|102.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|
118.0|41734.0|KR_68B|AC_24_Y_AC_24A|345.0|3.0|109.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|2.0|4.0|1.0|
96.0|41734.0|KR_68B|AC_24_Y_AC_24A|400.0|3.0|94.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
93.0|41734.0|KR_68B|AC_24_Y_AC_24A|415.0|3.0|87.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|4.0|0.0|
115.0|41734.0|KR_68B|AC_24_Y_AC_24A|430.0|3.0|98.0|2.0|1.0|2.0|0.0|0.0|0.0|2.0|0.0|0.0|2.0|1.0|0.0|0.0|6.0|1.0|
149.0|41734.0|KR_68B|AC_24_Y_AC_24A|445.0|3.0|131.0|3.0|3.0|3.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|6.0|1.0|
144.0|41734.0|KR_68B|AC_24_Y_AC_24A|500.0|3.0|117.0|4.0|5.0|4.0|0.0|0.0|0.0|2.0|1.0|0.0|1.0|0.0|0.0|0.0|10.0|0.0|
171.0|41734.0|KR_68B|AC_24_Y_AC_24A|515.0|3.0|122.0|10.0|2.0|11.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|20.0|5.0|
249.0|41734.0|KR_68B|AC_24_Y_AC_24A|530.0|3.0|177.0|11.0|5.0|13.0|0.0|0.0|0.0|3.0|1.0|1.0|1.0|1.0|0.0|0.0|24.0|12.0|
300.0|41734.0|KR_68B|AC_24_Y_AC_24A|545.0|3.0|211.0|16.0|10.0|15.0|0.0|0.0|0.0|5.0|1.0|0.0|0.0|0.0|0.0|0.0|34.0|8.0|
314.0|41734.0|KR_68B|AC_24_Y_AC_24A|600.0|3.0|232.0|13.0|9.0|21.0|0.0|0.0|0.0|2.0|1.0|2.0|2.0|0.0|0.0|0.0|30.0|2.0|
456.0|41734.0|KR_68B|AC_24_Y_AC_24A|615.0|3.0|349.0|16.0|13.0|30.0|0.0|0.0|0.0|3.0|2.0|6.0|5.0|0.0|0.0|0.0|30.0|2.0|
498.0|41734.0|KR_68B|AC_24_Y_AC_24A|630.0|3.0|381.0|14.0|8.0|24.0|0.0|0.0|0.0|5.0|2.0|13.0|2.0|0.0|0.0|0.0|45.0|4.0|
533.0|41734.0|KR_68B|AC_24_Y_AC_24A|645.0|3.0|348.0|14.0|15.0|85.0|0.0|0.0|0.0|7.0|2.0|3.0|11.0|0.0|0.0|0.0|42.0|6.0|
558.0|41734.0|KR_68B|AC_24_Y_AC_24A|700.0|3.0|418.0|16.0|14.0|21.0|0.0|0.0|0.0|7.0|5.0|7.0|9.0|0.0|0.0|1.0|49.0|11.0|
609.0|41734.0|KR_68B|AC_24_Y_AC_24A|715.0|3.0|497.0|10.0|8.0|0.0|0.0|0.0|0.0|7.0|2.0|9.0|6.0|0.0|0.0|0.0|61.0|9.0|
697.0|41734.0|KR_68B|AC_24_Y_AC_24A|730.0|3.0|544.0|16.0|11.0|20.0|0.0|0.0|0.0|8.0|1.0|1.0|11.0|1.0|0.0|0.0|77.0|7.0|
740.0|41734.0|KR_68B|AC_24_Y_AC_24A|745.0|3.0|574.0|18.0|9.0|16.0|0.0|0.0|0.0|5.0|1.0|3.0|15.0|1.0|1.0|0.0|89.0|8.0|
736.0|41734.0|KR_68B|AC_24_Y_AC_24A|800.0|3.0|592.0|16.0|12.0|21.0|0.0|0.0|0.0|5.0|3.0|3.0|9.0|0.0|0.0|0.0|67.0|8.0|
633.0|41734.0|KR_68B|AC_24_Y_AC_24A|815.0|3.0|477.0|21.0|12.0|21.0|0.0|0.0|0.0|5.0|2.0|6.0|8.0|1.0|0.0|0.0|76.0|4.0|
688.0|41734.0|KR_68B|AC_24_Y_AC_24A|830.0|3.0|555.0|12.0|14.0|17.0|0.0|0.0|0.0|2.0|0.0|6.0|11.0|4.0|1.0|0.0|65.0|1.0|
580.0|41734.0|KR_68B|AC_24_Y_AC_24A|845.0|3.0|453.0|14.0|12.0|22.0|0.0|0.0|0.0|4.0|2.0|2.0|17.0|2.0|0.0|1.0|45.0|6.0|
588.0|41734.0|KR_68B|AC_24_Y_AC_24A|900.0|3.0|438.0|9.0|13.0|22.0|0.0|0.0|0.0|6.0|2.0|8.0|9.0|0.0|0.0|0.0|77.0|4.0|
486.0|41734.0|KR_68B|AC_24_Y_AC_24A|915.0|3.0|367.0|16.0|8.0|17.0|0.0|0.0|0.0|6.0|4.0|6.0|4.0|1.0|0.0|0.0|51.0|6.0|
606.0|41734.0|KR_68B|AC_24_Y_AC_24A|930.0|3.0|492.0|15.0|8.0|20.0|0.0|0.0|0.0|3.0|4.0|3.0|12.0|0.0|1.0|0.0|46.0|2.0|
593.0|41734.0|KR_68B|AC_24_Y_AC_24A|945.0|3.0|479.0|13.0|8.0|19.0|0.0|0.0|0.0|4.0|2.0|8.0|5.0|2.0|1.0|0.0|47.0|5.0|
605.0|41734.0|KR_68B|AC_24_Y_AC_24A|1000.0|3.0|509.0|7.0|8.0|20.0|0.0|0.0|0.0|1.0|1.0|3.0|3.0|1.0|0.0|1.0|49.0|2.0|
589.0|41734.0|KR_68B|AC_24_Y_AC_24A|1015.0|3.0|494.0|16.0|11.0|15.0|0.0|0.0|0.0|4.0|1.0|3.0|5.0|0.0|0.0|0.0|39.0|1.0|
617.0|41734.0|KR_68B|AC_24_Y_AC_24A|1030.0|3.0|507.0|12.0|8.0|19.0|0.0|0.0|0.0|2.0|2.0|1.0|11.0|1.0|1.0|1.0|48.0|4.0|
594.0|41734.0|KR_68B|AC_24_Y_AC_24A|1045.0|3.0|489.0|10.0|8.0|15.0|0.0|0.0|0.0|3.0|3.0|1.0|7.0|1.0|0.0|0.0|57.0|0.0|
582.0|41734.0|KR_68B|AC_24_Y_AC_24A|1100.0|3.0|470.0|15.0|17.0|15.0|0.0|0.0|0.0|2.0|2.0|3.0|8.0|0.0|2.0|0.0|48.0|0.0|
638.0|41734.0|KR_68B|AC_24_Y_AC_24A|1115.0|3.0|524.0|14.0|14.0|16.0|0.0|0.0|0.0|4.0|1.0|4.0|8.0|1.0|0.0|0.0|52.0|0.0|
537.0|41734.0|KR_68B|AC_24_Y_AC_24A|1130.0|3.0|449.0|10.0|6.0|13.0|0.0|0.0|0.0|3.0|0.0|4.0|14.0|0.0|0.0|0.0|38.0|0.0|
487.0|41734.0|KR_68B|AC_24_Y_AC_24A|1145.0|3.0|378.0|14.0|3.0|20.0|0.0|0.0|0.0|1.0|0.0|2.0|5.0|0.0|0.0|0.0|64.0|0.0|
