KR_68B|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
503.0|41734.0|KR_68B|AC_24_Y_AC_24A|1200.0|3.0|389.0|15.0|10.0|20.0|0.0|0.0|0.0|1.0|3.0|2.0|7.0|0.0|0.0|0.0|55.0|1.0|
612.0|41734.0|KR_68B|AC_24_Y_AC_24A|1215.0|3.0|531.0|11.0|13.0|18.0|0.0|0.0|0.0|0.0|2.0|4.0|6.0|2.0|0.0|0.0|23.0|2.0|
678.0|41734.0|KR_68B|AC_24_Y_AC_24A|1230.0|3.0|562.0|9.0|13.0|15.0|0.0|0.0|0.0|2.0|3.0|5.0|3.0|0.0|1.0|0.0|62.0|3.0|
620.0|41734.0|KR_68B|AC_24_Y_AC_24A|1245.0|3.0|509.0|13.0|8.0|14.0|0.0|0.0|0.0|1.0|3.0|1.0|9.0|0.0|0.0|1.0|58.0|3.0|
603.0|41734.0|KR_68B|AC_24_Y_AC_24A|1300.0|3.0|489.0|12.0|6.0|18.0|0.0|0.0|0.0|3.0|3.0|3.0|7.0|0.0|0.0|0.0|62.0|0.0|
603.0|41734.0|KR_68B|AC_24_Y_AC_24A|1315.0|3.0|498.0|3.0|7.0|19.0|0.0|0.0|0.0|3.0|1.0|1.0|4.0|0.0|0.0|0.0|62.0|5.0|
593.0|41734.0|KR_68B|AC_24_Y_AC_24A|1330.0|3.0|485.0|11.0|11.0|13.0|0.0|0.0|0.0|2.0|1.0|2.0|4.0|0.0|0.0|1.0|59.0|4.0|
615.0|41734.0|KR_68B|AC_24_Y_AC_24A|1345.0|3.0|494.0|12.0|6.0|12.0|0.0|0.0|0.0|1.0|1.0|6.0|8.0|1.0|1.0|1.0|71.0|1.0|
603.0|41734.0|KR_68B|AC_24_Y_AC_24A|1400.0|3.0|474.0|16.0|10.0|19.0|0.0|0.0|0.0|0.0|1.0|4.0|4.0|2.0|0.0|0.0|69.0|4.0|
675.0|41734.0|KR_68B|AC_24_Y_AC_24A|1415.0|3.0|577.0|15.0|3.0|12.0|0.0|0.0|0.0|3.0|1.0|1.0|4.0|1.0|0.0|1.0|56.0|1.0|
663.0|41734.0|KR_68B|AC_24_Y_AC_24A|1430.0|3.0|526.0|16.0|5.0|22.0|0.0|0.0|0.0|0.0|2.0|3.0|7.0|0.0|0.0|0.0|81.0|1.0|
630.0|41734.0|KR_68B|AC_24_Y_AC_24A|1445.0|3.0|508.0|9.0|12.0|16.0|0.0|0.0|0.0|2.0|5.0|5.0|5.0|0.0|0.0|0.0|60.0|8.0|
662.0|41734.0|KR_68B|AC_24_Y_AC_24A|1500.0|3.0|561.0|14.0|8.0|20.0|0.0|0.0|0.0|1.0|0.0|3.0|5.0|1.0|0.0|0.0|47.0|2.0|
622.0|41734.0|KR_68B|AC_24_Y_AC_24A|1515.0|3.0|518.0|10.0|9.0|12.0|0.0|0.0|0.0|5.0|2.0|0.0|7.0|1.0|0.0|0.0|55.0|3.0|
580.0|41734.0|KR_68B|AC_24_Y_AC_24A|1530.0|3.0|470.0|12.0|10.0|16.0|0.0|0.0|0.0|5.0|1.0|3.0|5.0|0.0|0.0|0.0|56.0|2.0|
590.0|41734.0|KR_68B|AC_24_Y_AC_24A|1545.0|3.0|483.0|12.0|6.0|20.0|0.0|0.0|0.0|4.0|2.0|2.0|4.0|1.0|0.0|0.0|54.0|2.0|
563.0|41734.0|KR_68B|AC_24_Y_AC_24A|1600.0|3.0|474.0|7.0|13.0|11.0|0.0|0.0|0.0|4.0|2.0|1.0|3.0|0.0|0.0|0.0|47.0|1.0|
582.0|41734.0|KR_68B|AC_24_Y_AC_24A|1615.0|3.0|496.0|12.0|10.0|15.0|0.0|0.0|0.0|0.0|1.0|2.0|4.0|0.0|0.0|0.0|42.0|0.0|
572.0|41734.0|KR_68B|AC_24_Y_AC_24A|1630.0|3.0|474.0|16.0|10.0|15.0|0.0|0.0|0.0|3.0|1.0|2.0|4.0|0.0|0.0|1.0|44.0|2.0|
613.0|41734.0|KR_68B|AC_24_Y_AC_24A|1645.0|3.0|516.0|13.0|7.0|17.0|0.0|0.0|0.0|4.0|1.0|3.0|3.0|0.0|0.0|0.0|46.0|3.0|
529.0|41734.0|KR_68B|AC_24_Y_AC_24A|1700.0|3.0|442.0|12.0|12.0|11.0|0.0|0.0|0.0|1.0|1.0|1.0|4.0|0.0|0.0|0.0|44.0|1.0|
587.0|41734.0|KR_68B|AC_24_Y_AC_24A|1715.0|3.0|491.0|14.0|11.0|9.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|0.0|0.0|0.0|56.0|2.0|
560.0|41734.0|KR_68B|AC_24_Y_AC_24A|1730.0|3.0|471.0|10.0|9.0|20.0|0.0|0.0|0.0|0.0|2.0|2.0|3.0|0.0|0.0|0.0|39.0|4.0|
648.0|41734.0|KR_68B|AC_24_Y_AC_24A|1745.0|3.0|563.0|12.0|10.0|11.0|0.0|0.0|0.0|1.0|0.0|0.0|3.0|0.0|0.0|1.0|46.0|1.0|
577.0|41734.0|KR_68B|AC_24_Y_AC_24A|1800.0|3.0|498.0|13.0|6.0|11.0|0.0|0.0|0.0|2.0|0.0|1.0|4.0|1.0|0.0|0.0|40.0|1.0|
580.0|41734.0|KR_68B|AC_24_Y_AC_24A|1815.0|3.0|492.0|10.0|10.0|11.0|0.0|0.0|0.0|2.0|0.0|2.0|4.0|0.0|0.0|0.0|43.0|6.0|
545.0|41734.0|KR_68B|AC_24_Y_AC_24A|1830.0|3.0|484.0|8.0|12.0|5.0|0.0|0.0|0.0|4.0|2.0|0.0|1.0|0.0|0.0|1.0|23.0|5.0|
567.0|41734.0|KR_68B|AC_24_Y_AC_24A|1845.0|3.0|499.0|9.0|6.0|11.0|0.0|0.0|0.0|0.0|1.0|4.0|1.0|0.0|0.0|0.0|35.0|1.0|
531.0|41734.0|KR_68B|AC_24_Y_AC_24A|1900.0|3.0|464.0|11.0|8.0|7.0|0.0|0.0|0.0|5.0|1.0|1.0|1.0|0.0|0.0|0.0|32.0|1.0|
445.0|41734.0|KR_68B|AC_24_Y_AC_24A|1915.0|3.0|365.0|11.0|7.0|11.0|0.0|0.0|0.0|1.0|1.0|1.0|3.0|0.0|0.0|0.0|43.0|2.0|
529.0|41734.0|KR_68B|AC_24_Y_AC_24A|1930.0|3.0|473.0|7.0|6.0|4.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|35.0|0.0|
553.0|41734.0|KR_68B|AC_24_Y_AC_24A|1945.0|3.0|502.0|3.0|1.0|5.0|0.0|0.0|0.0|1.0|1.0|3.0|2.0|0.0|0.0|0.0|33.0|2.0|
450.0|41734.0|KR_68B|AC_24_Y_AC_24A|2000.0|3.0|395.0|10.0|4.0|8.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|32.0|0.0|
516.0|41734.0|KR_68B|AC_24_Y_AC_24A|2015.0|3.0|454.0|9.0|10.0|6.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|33.0|2.0|
499.0|41734.0|KR_68B|AC_24_Y_AC_24A|2030.0|3.0|421.0|9.0|7.0|2.0|0.0|0.0|0.0|4.0|1.0|2.0|2.0|0.0|0.0|0.0|49.0|2.0|
546.0|41734.0|KR_68B|AC_24_Y_AC_24A|2045.0|3.0|477.0|10.0|7.0|1.0|0.0|0.0|0.0|2.0|3.0|0.0|2.0|1.0|0.0|0.0|43.0|0.0|
461.0|41734.0|KR_68B|AC_24_Y_AC_24A|2100.0|3.0|409.0|7.0|7.0|4.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|30.0|1.0|
436.0|41734.0|KR_68B|AC_24_Y_AC_24A|2115.0|3.0|382.0|10.0|2.0|4.0|0.0|0.0|0.0|1.0|3.0|0.0|3.0|0.0|0.0|0.0|26.0|5.0|
387.0|41734.0|KR_68B|AC_24_Y_AC_24A|2130.0|3.0|336.0|4.0|5.0|2.0|0.0|0.0|0.0|2.0|1.0|0.0|0.0|0.0|0.0|0.0|35.0|2.0|
454.0|41734.0|KR_68B|AC_24_Y_AC_24A|2145.0|3.0|403.0|7.0|6.0|4.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|30.0|1.0|
413.0|41734.0|KR_68B|AC_24_Y_AC_24A|2200.0|4.0|331.0|18.0|6.0|9.0|0.0|0.0|0.0|3.0|0.0|0.0|2.0|0.0|0.0|0.0|44.0|0.0|
408.0|41734.0|KR_68B|AC_24_Y_AC_24A|2215.0|4.0|327.0|15.0|7.0|6.0|0.0|0.0|0.0|2.0|0.0|1.0|2.0|0.0|0.0|0.0|48.0|0.0|
395.0|41734.0|KR_68B|AC_24_Y_AC_24A|2230.0|4.0|341.0|13.0|7.0|7.0|0.0|0.0|0.0|2.0|0.0|1.0|1.0|0.0|0.0|0.0|23.0|0.0|
327.0|41734.0|KR_68B|AC_24_Y_AC_24A|2245.0|4.0|292.0|5.0|1.0|6.0|0.0|0.0|0.0|2.0|0.0|1.0|1.0|1.0|0.0|0.0|18.0|0.0|
269.0|41734.0|KR_68B|AC_24_Y_AC_24A|2300.0|4.0|230.0|8.0|6.0|2.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|16.0|5.0|
221.0|41734.0|KR_68B|AC_24_Y_AC_24A|2315.0|4.0|177.0|8.0|5.0|4.0|0.0|0.0|0.0|4.0|0.0|1.0|1.0|0.0|0.0|0.0|19.0|2.0|
217.0|41734.0|KR_68B|AC_24_Y_AC_24A|2330.0|4.0|192.0|5.0|4.0|1.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|12.0|1.0|
200.0|41734.0|KR_68B|AC_24_Y_AC_24A|2345.0|4.0|169.0|3.0|2.0|3.0|0.0|0.0|0.0|4.0|0.0|0.0|2.0|0.0|0.0|0.0|17.0|0.0|
190.0|41734.0|KR_68B|AC_24_Y_AC_24A|0.0|4.0|167.0|2.0|3.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|14.0|3.0|
208.0|41734.0|KR_68B|AC_24_Y_AC_24A|15.0|4.0|185.0|3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|17.0|0.0|
152.0|41734.0|KR_68B|AC_24_Y_AC_24A|30.0|4.0|135.0|1.0|2.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|12.0|0.0|
132.0|41734.0|KR_68B|AC_24_Y_AC_24A|45.0|4.0|120.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|9.0|1.0|
129.0|41734.0|KR_68B|AC_24_Y_AC_24A|100.0|4.0|119.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|9.0|1.0|
155.0|41734.0|KR_68B|AC_24_Y_AC_24A|115.0|4.0|147.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|6.0|0.0|
125.0|41734.0|KR_68B|AC_24_Y_AC_24A|130.0|4.0|109.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|13.0|0.0|
96.0|41734.0|KR_68B|AC_24_Y_AC_24A|145.0|4.0|91.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
130.0|41734.0|KR_68B|AC_24_Y_AC_24A|200.0|4.0|127.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
101.0|41734.0|KR_68B|AC_24_Y_AC_24A|215.0|4.0|97.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|
142.0|41734.0|KR_68B|AC_24_Y_AC_24A|230.0|4.0|138.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
112.0|41734.0|KR_68B|AC_24_Y_AC_24A|245.0|4.0|104.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|0.0|
104.0|41734.0|KR_68B|AC_24_Y_AC_24A|300.0|4.0|98.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|2.0|0.0|0.0|0.0|2.0|0.0|
127.0|41734.0|KR_68B|AC_24_Y_AC_24A|315.0|4.0|121.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|1.0|
94.0|41734.0|KR_68B|AC_24_Y_AC_24A|330.0|4.0|86.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|0.0|
72.0|41734.0|KR_68B|AC_24_Y_AC_24A|345.0|4.0|67.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
56.0|41734.0|KR_68B|AC_24_Y_AC_24A|400.0|4.0|54.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
84.0|41734.0|KR_68B|AC_24_Y_AC_24A|415.0|4.0|74.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|2.0|
59.0|41734.0|KR_68B|AC_24_Y_AC_24A|430.0|4.0|53.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
103.0|41734.0|KR_68B|AC_24_Y_AC_24A|445.0|4.0|91.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|2.0|1.0|0.0|0.0|0.0|5.0|1.0|
66.0|41734.0|KR_68B|AC_24_Y_AC_24A|500.0|4.0|59.0|1.0|1.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|2.0|0.0|
98.0|41734.0|KR_68B|AC_24_Y_AC_24A|515.0|4.0|70.0|2.0|1.0|5.0|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.0|0.0|16.0|1.0|
150.0|41734.0|KR_68B|AC_24_Y_AC_24A|530.0|4.0|105.0|2.0|2.0|6.0|0.0|0.0|0.0|4.0|0.0|1.0|5.0|0.0|0.0|0.0|24.0|1.0|
185.0|41734.0|KR_68B|AC_24_Y_AC_24A|545.0|4.0|133.0|6.0|7.0|10.0|0.0|0.0|0.0|3.0|0.0|2.0|2.0|0.0|0.0|0.0|22.0|0.0|
192.0|41734.0|KR_68B|AC_24_Y_AC_24A|600.0|4.0|127.0|13.0|5.0|14.0|0.0|0.0|0.0|9.0|0.0|1.0|2.0|0.0|0.0|0.0|21.0|0.0|
190.0|41734.0|KR_68B|AC_24_Y_AC_24A|615.0|4.0|123.0|10.0|13.0|10.0|0.0|0.0|0.0|8.0|0.0|4.0|3.0|1.0|0.0|0.0|18.0|0.0|
225.0|41734.0|KR_68B|AC_24_Y_AC_24A|630.0|4.0|144.0|14.0|8.0|16.0|0.0|0.0|0.0|8.0|0.0|1.0|3.0|0.0|0.0|0.0|26.0|5.0|
321.0|41734.0|KR_68B|AC_24_Y_AC_24A|645.0|4.0|241.0|10.0|11.0|15.0|0.0|0.0|0.0|4.0|0.0|1.0|3.0|0.0|0.0|0.0|36.0|0.0|
368.0|41734.0|KR_68B|AC_24_Y_AC_24A|700.0|4.0|294.0|10.0|9.0|13.0|0.0|0.0|0.0|7.0|0.0|3.0|1.0|1.0|0.0|0.0|28.0|2.0|
409.0|41734.0|KR_68B|AC_24_Y_AC_24A|715.0|4.0|315.0|11.0|14.0|23.0|0.0|0.0|0.0|10.0|0.0|4.0|2.0|0.0|0.0|0.0|29.0|1.0|
451.0|41734.0|KR_68B|AC_24_Y_AC_24A|730.0|4.0|370.0|7.0|7.0|21.0|0.0|0.0|0.0|1.0|0.0|3.0|7.0|0.0|0.0|0.0|33.0|2.0|
444.0|41734.0|KR_68B|AC_24_Y_AC_24A|745.0|4.0|353.0|10.0|13.0|19.0|0.0|0.0|0.0|0.0|0.0|4.0|6.0|0.0|0.0|0.0|38.0|1.0|
417.0|41734.0|KR_68B|AC_24_Y_AC_24A|800.0|4.0|320.0|12.0|13.0|16.0|0.0|0.0|0.0|1.0|0.0|3.0|7.0|0.0|0.0|0.0|44.0|1.0|
394.0|41734.0|KR_68B|AC_24_Y_AC_24A|815.0|4.0|309.0|11.0|9.0|18.0|0.0|0.0|0.0|1.0|0.0|3.0|6.0|1.0|0.0|0.0|35.0|1.0|
435.0|41734.0|KR_68B|AC_24_Y_AC_24A|830.0|4.0|350.0|11.0|13.0|13.0|0.0|0.0|0.0|0.0|0.0|5.0|6.0|0.0|0.0|0.0|37.0|0.0|
446.0|41734.0|KR_68B|AC_24_Y_AC_24A|845.0|4.0|347.0|16.0|7.0|20.0|0.0|0.0|0.0|4.0|0.0|4.0|3.0|0.0|0.0|0.0|39.0|6.0|
428.0|41734.0|KR_68B|AC_24_Y_AC_24A|900.0|4.0|333.0|12.0|14.0|15.0|0.0|0.0|0.0|1.0|0.0|4.0|4.0|0.0|0.0|0.0|41.0|4.0|
425.0|41734.0|KR_68B|AC_24_Y_AC_24A|915.0|4.0|321.0|16.0|11.0|13.0|0.0|0.0|0.0|1.0|0.0|6.0|9.0|2.0|0.0|0.0|45.0|1.0|
488.0|41734.0|KR_68B|AC_24_Y_AC_24A|930.0|4.0|391.0|14.0|14.0|18.0|0.0|0.0|0.0|0.0|0.0|8.0|2.0|1.0|1.0|0.0|39.0|0.0|
550.0|41734.0|KR_68B|AC_24_Y_AC_24A|945.0|4.0|443.0|13.0|9.0|21.0|0.0|0.0|0.0|0.0|0.0|3.0|7.0|1.0|0.0|0.0|53.0|0.0|
470.0|41734.0|KR_68B|AC_24_Y_AC_24A|1000.0|4.0|377.0|12.0|13.0|23.0|0.0|0.0|0.0|1.0|0.0|5.0|5.0|0.0|0.0|0.0|34.0|0.0|
477.0|41734.0|KR_68B|AC_24_Y_AC_24A|1015.0|4.0|383.0|13.0|8.0|16.0|0.0|0.0|0.0|0.0|0.0|3.0|7.0|1.0|1.0|0.0|45.0|0.0|
411.0|41734.0|KR_68B|AC_24_Y_AC_24A|1030.0|4.0|325.0|15.0|10.0|12.0|0.0|0.0|0.0|1.0|0.0|5.0|4.0|1.0|0.0|0.0|38.0|0.0|
507.0|41734.0|KR_68B|AC_24_Y_AC_24A|1045.0|4.0|402.0|12.0|9.0|18.0|0.0|0.0|0.0|1.0|0.0|6.0|9.0|0.0|0.0|1.0|47.0|2.0|
464.0|41734.0|KR_68B|AC_24_Y_AC_24A|1100.0|4.0|355.0|15.0|4.0|16.0|0.0|0.0|0.0|2.0|0.0|7.0|10.0|0.0|0.0|0.0|51.0|4.0|
414.0|41734.0|KR_68B|AC_24_Y_AC_24A|1115.0|4.0|314.0|10.0|10.0|23.0|0.0|0.0|0.0|2.0|0.0|5.0|4.0|2.0|0.0|0.0|43.0|1.0|
495.0|41734.0|KR_68B|AC_24_Y_AC_24A|1130.0|4.0|403.0|10.0|5.0|13.0|0.0|0.0|0.0|4.0|0.0|4.0|8.0|0.0|0.0|0.0|48.0|0.0|
503.0|41734.0|KR_68B|AC_24_Y_AC_24A|1145.0|4.0|406.0|12.0|10.0|20.0|0.0|0.0|0.0|0.0|0.0|5.0|4.0|1.0|0.0|0.0|45.0|0.0|
418.0|41734.0|KR_68B|AC_24_Y_AC_24A|1200.0|4.0|341.0|16.0|9.0|16.0|0.0|0.0|0.0|1.0|1.0|1.0|2.0|0.0|1.0|0.0|30.0|0.0|
490.0|41734.0|KR_68B|AC_24_Y_AC_24A|1215.0|4.0|406.0|11.0|5.0|15.0|0.0|0.0|0.0|1.0|0.0|3.0|3.0|1.0|1.0|0.0|42.0|2.0|
549.0|41734.0|KR_68B|AC_24_Y_AC_24A|1230.0|4.0|432.0|15.0|15.0|15.0|0.0|0.0|0.0|4.0|0.0|0.0|8.0|0.0|0.0|0.0|60.0|0.0|
502.0|41734.0|KR_68B|AC_24_Y_AC_24A|1245.0|4.0|411.0|12.0|9.0|14.0|0.0|0.0|0.0|4.0|0.0|4.0|6.0|0.0|0.0|0.0|42.0|0.0|
472.0|41734.0|KR_68B|AC_24_Y_AC_24A|1300.0|4.0|370.0|9.0|12.0|25.0|0.0|0.0|0.0|2.0|1.0|4.0|3.0|0.0|0.0|0.0|44.0|2.0|
516.0|41734.0|KR_68B|AC_24_Y_AC_24A|1315.0|4.0|431.0|15.0|8.0|12.0|0.0|0.0|0.0|3.0|0.0|1.0|2.0|1.0|0.0|1.0|42.0|0.0|
554.0|41734.0|KR_68B|AC_24_Y_AC_24A|1330.0|4.0|440.0|9.0|9.0|12.0|0.0|0.0|0.0|2.0|0.0|3.0|8.0|0.0|0.0|0.0|71.0|0.0|
558.0|41734.0|KR_68B|AC_24_Y_AC_24A|1345.0|4.0|449.0|9.0|5.0|19.0|0.0|0.0|0.0|0.0|0.0|2.0|5.0|0.0|0.0|0.0|69.0|0.0|
585.0|41734.0|KR_68B|AC_24_Y_AC_24A|1400.0|4.0|457.0|13.0|9.0|13.0|0.0|0.0|0.0|2.0|0.0|1.0|5.0|0.0|1.0|0.0|81.0|3.0|
642.0|41734.0|KR_68B|AC_24_Y_AC_24A|1415.0|4.0|519.0|13.0|5.0|13.0|0.0|0.0|0.0|2.0|0.0|3.0|2.0|0.0|0.0|0.0|79.0|6.0|
592.0|41734.0|KR_68B|AC_24_Y_AC_24A|1430.0|4.0|471.0|9.0|6.0|19.0|0.0|0.0|0.0|2.0|0.0|1.0|2.0|1.0|0.0|0.0|78.0|3.0|
608.0|41734.0|KR_68B|AC_24_Y_AC_24A|1445.0|4.0|476.0|15.0|11.0|19.0|0.0|0.0|0.0|1.0|0.0|2.0|8.0|2.0|0.0|0.0|72.0|2.0|
639.0|41734.0|KR_68B|AC_24_Y_AC_24A|1500.0|4.0|512.0|13.0|14.0|15.0|0.0|0.0|0.0|4.0|1.0|2.0|2.0|1.0|1.0|0.0|74.0|0.0|
593.0|41734.0|KR_68B|AC_24_Y_AC_24A|1515.0|4.0|466.0|16.0|20.0|16.0|0.0|0.0|0.0|3.0|0.0|2.0|7.0|0.0|0.0|0.0|63.0|0.0|
565.0|41734.0|KR_68B|AC_24_Y_AC_24A|1530.0|4.0|464.0|9.0|10.0|13.0|0.0|0.0|0.0|2.0|0.0|3.0|5.0|0.0|0.0|0.0|57.0|2.0|
604.0|41734.0|KR_68B|AC_24_Y_AC_24A|1545.0|4.0|504.0|11.0|10.0|20.0|0.0|0.0|0.0|0.0|0.0|4.0|6.0|0.0|0.0|0.0|49.0|0.0|
567.0|41734.0|KR_68B|AC_24_Y_AC_24A|1600.0|4.0|459.0|12.0|10.0|15.0|0.0|0.0|0.0|3.0|0.0|1.0|5.0|0.0|0.0|0.0|61.0|1.0|
555.0|41734.0|KR_68B|AC_24_Y_AC_24A|1615.0|4.0|465.0|15.0|6.0|15.0|0.0|0.0|0.0|7.0|0.0|3.0|2.0|0.0|0.0|0.0|38.0|4.0|
537.0|41734.0|KR_68B|AC_24_Y_AC_24A|1630.0|4.0|454.0|9.0|10.0|12.0|0.0|0.0|0.0|4.0|0.0|2.0|4.0|0.0|0.0|0.0|40.0|2.0|
497.0|41734.0|KR_68B|AC_24_Y_AC_24A|1645.0|4.0|410.0|10.0|8.0|15.0|0.0|0.0|0.0|2.0|1.0|1.0|3.0|0.0|0.0|0.0|45.0|2.0|
523.0|41734.0|KR_68B|AC_24_Y_AC_24A|1700.0|4.0|437.0|16.0|7.0|12.0|0.0|0.0|0.0|2.0|0.0|0.0|4.0|1.0|0.0|0.0|39.0|5.0|
597.0|41734.0|KR_68B|AC_24_Y_AC_24A|1715.0|4.0|495.0|12.0|10.0|15.0|0.0|0.0|0.0|2.0|0.0|1.0|3.0|0.0|0.0|0.0|53.0|6.0|
549.0|41734.0|KR_68B|AC_24_Y_AC_24A|1730.0|4.0|461.0|10.0|9.0|13.0|0.0|0.0|0.0|1.0|0.0|1.0|2.0|0.0|0.0|0.0|50.0|2.0|
614.0|41734.0|KR_68B|AC_24_Y_AC_24A|1745.0|4.0|515.0|15.0|6.0|13.0|0.0|0.0|0.0|2.0|0.0|1.0|3.0|0.0|0.0|1.0|54.0|4.0|
600.0|41734.0|KR_68B|AC_24_Y_AC_24A|1800.0|4.0|515.0|15.0|10.0|12.0|0.0|0.0|0.0|0.0|0.0|3.0|1.0|0.0|0.0|0.0|43.0|1.0|
567.0|41734.0|KR_68B|AC_24_Y_AC_24A|1815.0|4.0|479.0|11.0|11.0|11.0|0.0|0.0|0.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|48.0|4.0|
531.0|41734.0|KR_68B|AC_24_Y_AC_24A|1830.0|4.0|451.0|13.0|10.0|11.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|1.0|0.0|0.0|40.0|3.0|
515.0|41734.0|KR_68B|AC_24_Y_AC_24A|1845.0|4.0|421.0|15.0|11.0|14.0|0.0|0.0|0.0|2.0|0.0|0.0|3.0|0.0|0.0|0.0|42.0|7.0|
508.0|41734.0|KR_68B|AC_24_Y_AC_24A|1900.0|4.0|424.0|9.0|8.0|12.0|0.0|0.0|0.0|3.0|0.0|1.0|2.0|0.0|0.0|0.0|46.0|3.0|
542.0|41734.0|KR_68B|AC_24_Y_AC_24A|1915.0|4.0|474.0|10.0|7.0|11.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|38.0|1.0|
508.0|41734.0|KR_68B|AC_24_Y_AC_24A|1930.0|4.0|434.0|12.0|4.0|8.0|0.0|0.0|0.0|1.0|0.0|2.0|1.0|0.0|0.0|0.0|45.0|1.0|
471.0|41734.0|KR_68B|AC_24_Y_AC_24A|1945.0|4.0|391.0|12.0|9.0|9.0|0.0|0.0|0.0|3.0|0.0|1.0|1.0|0.0|0.0|0.0|44.0|1.0|
490.0|41734.0|KR_68B|AC_24_Y_AC_24A|2000.0|4.0|423.0|14.0|6.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|38.0|2.0|
480.0|41734.0|KR_68B|AC_24_Y_AC_24A|2015.0|4.0|413.0|13.0|5.0|9.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|36.0|2.0|
