308.0|41696.0|AK_7|AC_85|2230.0|2.0|274.0|0.0|2.0|2.0|0.0|0.0|0.0|1.0|2.0|0.0|0.0|0.0|0.0|0.0|27.0|0.0|
233.0|41696.0|AK_7|AC_85|2245.0|2.0|209.0|0.0|2.0|3.0|0.0|0.0|0.0|1.0|3.0|0.0|1.0|0.0|0.0|0.0|14.0|0.0|
200.0|41696.0|AK_7|AC_85|2300.0|2.0|170.0|0.0|1.0|5.0|0.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|20.0|1.0|
170.0|41696.0|AK_7|AC_85|2315.0|2.0|151.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|15.0|1.0|
118.0|41696.0|AK_7|AC_85|2330.0|2.0|107.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|9.0|0.0|
127.0|41696.0|AK_7|AC_85|2345.0|2.0|110.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|14.0|0.0|
93.0|41696.0|AK_7|AC_85|0.0|2.0|82.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|8.0|0.0|
77.0|41696.0|AK_7|AC_85|15.0|2.0|71.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
64.0|41696.0|AK_7|AC_85|30.0|2.0|56.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|0.0|
57.0|41696.0|AK_7|AC_85|45.0|2.0|47.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|9.0|0.0|
44.0|41696.0|AK_7|AC_85|100.0|2.0|42.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
23.0|41696.0|AK_7|AC_85|115.0|2.0|21.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
26.0|41696.0|AK_7|AC_85|130.0|2.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|0.0|
27.0|41696.0|AK_7|AC_85|145.0|2.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|
30.0|41696.0|AK_7|AC_85|200.0|2.0|22.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|1.0|1.0|0.0|0.0|4.0|0.0|
26.0|41696.0|AK_7|AC_85|215.0|2.0|16.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|8.0|0.0|
8.0|41696.0|AK_7|AC_85|230.0|2.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
25.0|41696.0|AK_7|AC_85|245.0|2.0|22.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
16.0|41696.0|AK_7|AC_85|300.0|2.0|15.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
21.0|41696.0|AK_7|AC_85|315.0|2.0|17.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|
17.0|41696.0|AK_7|AC_85|330.0|2.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|2.0|0.0|
31.0|41696.0|AK_7|AC_85|345.0|2.0|22.0|0.0|2.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|1.0|0.0|0.0|0.0|3.0|0.0|
35.0|41696.0|AK_7|AC_85|400.0|2.0|24.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|6.0|1.0|
46.0|41696.0|AK_7|AC_85|415.0|2.0|31.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|1.0|0.0|0.0|8.0|2.0|
48.0|41696.0|AK_7|AC_85|430.0|2.0|30.0|0.0|1.0|7.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|7.0|0.0|
95.0|41696.0|AK_7|AC_85|445.0|2.0|54.0|0.0|2.0|9.0|0.0|0.0|0.0|1.0|0.0|0.0|4.0|1.0|0.0|0.0|18.0|6.0|
139.0|41696.0|AK_7|AC_85|500.0|2.0|62.0|2.0|3.0|17.0|0.0|0.0|0.0|5.0|1.0|1.0|2.0|0.0|0.0|0.0|21.0|25.0|
205.0|41696.0|AK_7|AC_85|515.0|2.0|94.0|4.0|2.0|21.0|0.0|0.0|0.0|11.0|1.0|0.0|5.0|1.0|0.0|0.0|44.0|22.0|
303.0|41696.0|AK_7|AC_85|530.0|2.0|165.0|4.0|5.0|23.0|0.0|0.0|0.0|17.0|4.0|0.0|5.0|0.0|0.0|0.0|57.0|23.0|
351.0|41696.0|AK_7|AC_85|545.0|2.0|194.0|5.0|5.0|25.0|0.0|0.0|0.0|19.0|3.0|0.0|5.0|2.0|0.0|0.0|80.0|13.0|
24.0|41696.0|AK_7|AC_85|2200.0|4.0|17.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
31.0|41696.0|AK_7|AC_85|2215.0|4.0|23.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|0.0|
30.0|41696.0|AK_7|AC_85|2230.0|4.0|22.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|5.0|0.0|
27.0|41696.0|AK_7|AC_85|2245.0|4.0|19.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|6.0|0.0|
28.0|41696.0|AK_7|AC_85|2300.0|4.0|17.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|6.0|0.0|
25.0|41696.0|AK_7|AC_85|2315.0|4.0|20.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
11.0|41696.0|AK_7|AC_85|2330.0|4.0|5.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
22.0|41696.0|AK_7|AC_85|2345.0|4.0|20.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|
10.0|41696.0|AK_7|AC_85|0.0|4.0|6.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
15.0|41696.0|AK_7|AC_85|15.0|4.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|4.0|0.0|
17.0|41696.0|AK_7|AC_85|30.0|4.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|5.0|0.0|0.0|0.0|3.0|0.0|
9.0|41696.0|AK_7|AC_85|45.0|4.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
4.0|41696.0|AK_7|AC_85|100.0|4.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
3.0|41696.0|AK_7|AC_85|115.0|4.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
4.0|41696.0|AK_7|AC_85|130.0|4.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|
6.0|41696.0|AK_7|AC_85|145.0|4.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|
2.0|41696.0|AK_7|AC_85|200.0|4.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
3.0|41696.0|AK_7|AC_85|215.0|4.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|
7.0|41696.0|AK_7|AC_85|230.0|4.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|4.0|0.0|
5.0|41696.0|AK_7|AC_85|245.0|4.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|3.0|0.0|
4.0|41696.0|AK_7|AC_85|300.0|4.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|
5.0|41696.0|AK_7|AC_85|315.0|4.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|0.0|1.0|0.0|
3.0|41696.0|AK_7|AC_85|330.0|4.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|
6.0|41696.0|AK_7|AC_85|345.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|1.0|2.0|0.0|0.0|0.0|1.0|
8.0|41696.0|AK_7|AC_85|400.0|4.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|
12.0|41696.0|AK_7|AC_85|415.0|4.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|6.0|0.0|
20.0|41696.0|AK_7|AC_85|430.0|4.0|15.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|2.0|0.0|
25.0|41696.0|AK_7|AC_85|445.0|4.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|4.0|1.0|0.0|1.0|0.0|0.0|2.0|2.0|
22.0|41696.0|AK_7|AC_85|500.0|4.0|8.0|0.0|1.0|0.0|0.0|0.0|0.0|2.0|1.0|0.0|2.0|0.0|0.0|0.0|6.0|2.0|
53.0|41696.0|AK_7|AC_85|515.0|4.0|30.0|0.0|2.0|0.0|0.0|0.0|0.0|1.0|6.0|0.0|2.0|0.0|0.0|0.0|11.0|1.0|
59.0|41696.0|AK_7|AC_85|530.0|4.0|36.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|3.0|0.0|0.0|0.0|13.0|4.0|
88.0|41696.0|AK_7|AC_85|545.0|4.0|46.0|0.0|1.0|1.0|0.0|0.0|0.0|4.0|8.0|0.0|4.0|0.0|0.0|0.0|14.0|10.0|
370.0|41696.0|AK_7|AC_85|600.0|1.0|299.0|5.0|2.0|21.0|0.0|0.0|0.0|8.0|0.0|2.0|4.0|0.0|0.0|0.0|25.0|4.0|
513.0|41696.0|AK_7|AC_85|615.0|1.0|415.0|4.0|3.0|23.0|0.0|0.0|0.0|17.0|0.0|0.0|3.0|0.0|0.0|0.0|41.0|7.0|REVISADO SIN DIERENCIA CON FORMATO 
516.0|41696.0|AK_7|AC_85|630.0|1.0|412.0|5.0|4.0|15.0|0.0|0.0|0.0|13.0|0.0|1.0|2.0|2.0|0.0|0.0|56.0|6.0|
635.0|41696.0|AK_7|AC_85|645.0|1.0|546.0|5.0|2.0|21.0|0.0|0.0|0.0|6.0|0.0|0.0|3.0|0.0|0.0|0.0|48.0|4.0|REVISADO SIN DIERENCIA CON FORMATO 
625.0|41696.0|AK_7|AC_85|700.0|1.0|545.0|4.0|4.0|20.0|0.0|0.0|0.0|6.0|0.0|2.0|2.0|1.0|0.0|0.0|33.0|8.0|
580.0|41696.0|AK_7|AC_85|715.0|1.0|490.0|2.0|5.0|18.0|0.0|0.0|0.0|8.0|0.0|1.0|3.0|1.0|0.0|0.0|46.0|6.0|
645.0|41696.0|AK_7|AC_85|730.0|1.0|550.0|3.0|4.0|15.0|0.0|0.0|0.0|5.0|0.0|0.0|1.0|0.0|0.0|0.0|65.0|2.0|
603.0|41696.0|AK_7|AC_85|745.0|1.0|500.0|5.0|4.0|12.0|0.0|0.0|0.0|3.0|0.0|1.0|1.0|0.0|0.0|0.0|74.0|3.0|
495.0|41696.0|AK_7|AC_85|800.0|1.0|407.0|2.0|1.0|8.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|1.0|0.0|0.0|67.0|4.0|
479.0|41696.0|AK_7|AC_85|815.0|1.0|390.0|1.0|2.0|16.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|65.0|2.0|
445.0|41696.0|AK_7|AC_85|830.0|1.0|370.0|8.0|4.0|18.0|0.0|0.0|0.0|2.0|0.0|0.0|2.0|0.0|0.0|0.0|39.0|2.0|
496.0|41696.0|AK_7|AC_85|845.0|1.0|403.0|4.0|2.0|21.0|0.0|0.0|0.0|3.0|0.0|1.0|0.0|0.0|0.0|0.0|59.0|3.0|
459.0|41696.0|AK_7|AC_85|900.0|1.0|400.0|4.0|3.0|13.0|0.0|0.0|0.0|1.0|0.0|0.0|3.0|0.0|0.0|0.0|34.0|1.0|
495.0|41696.0|AK_7|AC_85|915.0|1.0|394.0|7.0|1.0|16.0|0.0|0.0|0.0|5.0|0.0|2.0|0.0|0.0|0.0|0.0|66.0|4.0|
504.0|41696.0|AK_7|AC_85|930.0|1.0|389.0|4.0|4.0|18.0|0.0|0.0|0.0|2.0|0.0|0.0|3.0|3.0|0.0|0.0|77.0|4.0|
523.0|41696.0|AK_7|AC_85|945.0|1.0|410.0|3.0|3.0|23.0|0.0|0.0|0.0|3.0|0.0|6.0|6.0|0.0|0.0|0.0|68.0|1.0|
535.0|41696.0|AK_7|AC_85|1000.0|1.0|412.0|5.0|3.0|29.0|0.0|0.0|0.0|7.0|0.0|1.0|4.0|0.0|0.0|0.0|71.0|3.0|
580.0|41696.0|AK_7|AC_85|1015.0|1.0|461.0|2.0|2.0|24.0|0.0|0.0|0.0|3.0|0.0|5.0|4.0|0.0|0.0|1.0|77.0|1.0|REVISADO SIN DIERENCIA CON FORMATO 
512.0|41696.0|AK_7|AC_85|1030.0|1.0|405.0|2.0|3.0|14.0|0.0|0.0|0.0|2.0|0.0|1.0|3.0|0.0|0.0|0.0|81.0|1.0|
511.0|41696.0|AK_7|AC_85|1045.0|1.0|379.0|3.0|2.0|30.0|0.0|0.0|0.0|1.0|0.0|5.0|4.0|0.0|0.0|0.0|86.0|1.0|
483.0|41696.0|AK_7|AC_85|1100.0|1.0|369.0|2.0|4.0|7.0|0.0|0.0|0.0|2.0|0.0|0.0|3.0|0.0|0.0|0.0|95.0|1.0|REVISADO SIN DIERENCIA CON FORMATO 
558.0|41696.0|AK_7|AC_85|1115.0|1.0|440.0|4.0|3.0|19.0|0.0|0.0|0.0|2.0|0.0|6.0|6.0|0.0|0.0|0.0|76.0|2.0|
506.0|41696.0|AK_7|AC_85|1130.0|1.0|392.0|4.0|2.0|12.0|0.0|0.0|0.0|2.0|0.0|3.0|1.0|0.0|0.0|0.0|90.0|0.0|
655.0|41696.0|AK_7|AC_85|1145.0|1.0|496.0|3.0|3.0|19.0|0.0|0.0|0.0|3.0|0.0|6.0|6.0|1.0|0.0|0.0|115.0|3.0|REVISADO SIN DIERENCIA CON FORMATO 
565.0|41696.0|AK_7|AC_85|1200.0|1.0|440.0|2.0|3.0|17.0|0.0|0.0|0.0|2.0|0.0|4.0|4.0|0.0|0.0|0.0|91.0|2.0|REVISADO SIN DIERENCIA CON FORMATO 
607.0|41696.0|AK_7|AC_85|1215.0|1.0|474.0|5.0|3.0|14.0|0.0|0.0|0.0|3.0|0.0|4.0|6.0|0.0|0.0|0.0|94.0|4.0|
587.0|41696.0|AK_7|AC_85|1230.0|1.0|463.0|5.0|5.0|15.0|0.0|0.0|0.0|2.0|0.0|1.0|2.0|0.0|0.0|0.0|93.0|1.0|
517.0|41696.0|AK_7|AC_85|1245.0|1.0|390.0|4.0|1.0|19.0|0.0|0.0|0.0|3.0|0.0|4.0|0.0|0.0|0.0|0.0|94.0|2.0|
495.0|41696.0|AK_7|AC_85|1300.0|1.0|380.0|3.0|1.0|15.0|0.0|0.0|0.0|2.0|0.0|6.0|7.0|0.0|0.0|0.0|81.0|0.0|
489.0|41696.0|AK_7|AC_85|1315.0|1.0|385.0|2.0|5.0|17.0|0.0|0.0|0.0|3.0|0.0|7.0|5.0|2.0|0.0|0.0|62.0|1.0|
535.0|41696.0|AK_7|AC_85|1330.0|1.0|418.0|6.0|0.0|19.0|0.0|0.0|0.0|4.0|0.0|3.0|6.0|0.0|0.0|0.0|77.0|2.0|
540.0|41696.0|AK_7|AC_85|1345.0|1.0|431.0|6.0|2.0|15.0|0.0|0.0|0.0|5.0|0.0|1.0|7.0|0.0|0.0|1.0|70.0|2.0|
341.0|41696.0|AK_7|AC_85|600.0|2.0|179.0|4.0|4.0|33.0|0.0|0.0|0.0|43.0|12.0|1.0|3.0|0.0|0.0|0.0|49.0|13.0|
397.0|41696.0|AK_7|AC_85|615.0|2.0|242.0|2.0|3.0|23.0|0.0|0.0|0.0|28.0|9.0|1.0|2.0|0.0|0.0|0.0|75.0|12.0|
443.0|41696.0|AK_7|AC_85|630.0|2.0|265.0|5.0|5.0|25.0|0.0|0.0|0.0|32.0|9.0|2.0|1.0|0.0|0.0|0.0|92.0|7.0|
540.0|41696.0|AK_7|AC_85|645.0|2.0|341.0|7.0|3.0|33.0|0.0|0.0|0.0|23.0|9.0|2.0|0.0|0.0|0.0|0.0|106.0|16.0|
496.0|41696.0|AK_7|AC_85|700.0|2.0|355.0|8.0|4.0|25.0|0.0|0.0|0.0|16.0|8.0|2.0|0.0|0.0|0.0|0.0|67.0|11.0|
496.0|41696.0|AK_7|AC_85|715.0|2.0|361.0|2.0|2.0|22.0|0.0|0.0|0.0|11.0|10.0|6.0|3.0|1.0|0.0|0.0|69.0|9.0|
557.0|41696.0|AK_7|AC_85|730.0|2.0|398.0|5.0|4.0|25.0|0.0|0.0|0.0|11.0|15.0|4.0|1.0|0.0|0.0|0.0|88.0|6.0|
565.0|41696.0|AK_7|AC_85|745.0|2.0|408.0|4.0|1.0|28.0|0.0|0.0|0.0|10.0|12.0|6.0|1.0|0.0|0.0|0.0|88.0|7.0|
443.0|41696.0|AK_7|AC_85|800.0|2.0|308.0|4.0|1.0|19.0|0.0|0.0|0.0|4.0|8.0|5.0|4.0|0.0|0.0|0.0|83.0|7.0|
528.0|41696.0|AK_7|AC_85|815.0|2.0|354.0|6.0|7.0|33.0|0.0|0.0|0.0|10.0|17.0|6.0|4.0|2.0|0.0|0.0|85.0|4.0|
514.0|41696.0|AK_7|AC_85|830.0|2.0|389.0|3.0|4.0|29.0|0.0|0.0|0.0|1.0|12.0|6.0|4.0|2.0|0.0|0.0|57.0|7.0|
511.0|41696.0|AK_7|AC_85|845.0|2.0|366.0|6.0|2.0|30.0|0.0|0.0|0.0|6.0|9.0|4.0|0.0|2.0|0.0|0.0|83.0|3.0|
542.0|41696.0|AK_7|AC_85|900.0|2.0|431.0|2.0|4.0|24.0|0.0|0.0|0.0|3.0|7.0|4.0|6.0|1.0|0.0|0.0|54.0|6.0|
569.0|41696.0|AK_7|AC_85|915.0|2.0|449.0|4.0|3.0|20.0|0.0|0.0|0.0|2.0|8.0|1.0|8.0|1.0|0.0|0.0|67.0|6.0|
