|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
261.0|41737.0|AK_70|AC_63|2200.0|2.0|183.0|2.0|5.0|4.0|0.0|0.0|0.0|5.0|0.0|0.0|1.0|0.0|0.0|0.0|51.0|10.0|
202.0|41737.0|AK_70|AC_63|2215.0|2.0|153.0|2.0|9.0|0.0|0.0|0.0|0.0|3.0|2.0|0.0|1.0|0.0|0.0|0.0|27.0|5.0|
139.0|41737.0|AK_70|AC_63|2230.0|2.0|109.0|2.0|4.0|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|1.0|0.0|1.0|8.0|9.0|
116.0|41737.0|AK_70|AC_63|2245.0|2.0|92.0|1.0|3.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|3.0|0.0|0.0|0.0|13.0|3.0|
102.0|41737.0|AK_70|AC_63|2300.0|2.0|82.0|3.0|6.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|9.0|1.0|
84.0|41737.0|AK_70|AC_63|2315.0|2.0|66.0|1.0|2.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|13.0|0.0|
73.0|41737.0|AK_70|AC_63|2330.0|2.0|57.0|1.0|7.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|6.0|0.0|
48.0|41737.0|AK_70|AC_63|2345.0|2.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|3.0|1.0|
50.0|41737.0|AK_70|AC_63|0.0|2.0|45.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
53.0|41737.0|AK_70|AC_63|15.0|2.0|46.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|1.0|
36.0|41737.0|AK_70|AC_63|30.0|2.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|1.0|
34.0|41737.0|AK_70|AC_63|45.0|2.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|5.0|0.0|
45.0|41737.0|AK_70|AC_63|100.0|2.0|40.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
27.0|41737.0|AK_70|AC_63|115.0|2.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|
27.0|41737.0|AK_70|AC_63|130.0|2.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
22.0|41737.0|AK_70|AC_63|145.0|2.0|20.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
23.0|41737.0|AK_70|AC_63|200.0|2.0|18.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|3.0|0.0|
20.0|41737.0|AK_70|AC_63|215.0|2.0|16.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|2.0|0.0|
16.0|41737.0|AK_70|AC_63|230.0|2.0|16.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
20.0|41737.0|AK_70|AC_63|245.0|2.0|16.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|2.0|0.0|
18.0|41737.0|AK_70|AC_63|300.0|2.0|15.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|2.0|0.0|
19.0|41737.0|AK_70|AC_63|315.0|2.0|15.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|
23.0|41737.0|AK_70|AC_63|330.0|2.0|19.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|1.0|0.0|0.0|0.0|0.0|0.0|
28.0|41737.0|AK_70|AC_63|345.0|2.0|25.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|
25.0|41737.0|AK_70|AC_63|400.0|2.0|22.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
43.0|41737.0|AK_70|AC_63|415.0|2.0|34.0|0.0|3.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|3.0|0.0|0.0|0.0|1.0|1.0|
74.0|41737.0|AK_70|AC_63|430.0|2.0|60.0|1.0|6.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|2.0|1.0|
93.0|41737.0|AK_70|AC_63|445.0|2.0|62.0|5.0|5.0|1.0|0.0|0.0|0.0|6.0|0.0|0.0|2.0|1.0|0.0|1.0|8.0|2.0|
127.0|41737.0|AK_70|AC_63|500.0|2.0|80.0|3.0|8.0|4.0|0.0|0.0|0.0|11.0|0.0|2.0|5.0|0.0|0.0|0.0|11.0|3.0|
177.0|41737.0|AK_70|AC_63|515.0|2.0|118.0|4.0|8.0|3.0|0.0|0.0|0.0|16.0|1.0|1.0|3.0|0.0|0.0|0.0|14.0|9.0|
271.0|41737.0|AK_70|AC_63|530.0|2.0|196.0|3.0|9.0|8.0|0.0|0.0|0.0|10.0|0.0|1.0|4.0|3.0|1.0|0.0|24.0|12.0|
400.0|41737.0|AK_70|AC_63|545.0|2.0|284.0|6.0|7.0|12.0|0.0|0.0|0.0|24.0|0.0|4.0|6.0|3.0|0.0|0.0|43.0|11.0|DATO REVISADO IGUAL AL FORMATO.
372.0|41737.0|AK_70|AC_63|600.0|2.0|245.0|4.0|10.0|10.0|0.0|0.0|0.0|49.0|0.0|2.0|13.0|2.0|0.0|0.0|29.0|8.0|
387.0|41737.0|AK_70|AC_63|615.0|2.0|251.0|3.0|13.0|11.0|0.0|0.0|0.0|43.0|0.0|2.0|14.0|4.0|0.0|0.0|33.0|13.0|
