|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
386.0|41829.0|AK_45|AC_127|2200.0|1.0|330.0|1.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|3.0|1.0|0.0|0.0|47.0|0.0|
325.0|41829.0|AK_45|AC_127|2215.0|1.0|273.0|0.0|1.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|4.0|0.0|0.0|0.0|43.0|0.0|
287.0|41829.0|AK_45|AC_127|2230.0|1.0|251.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|2.0|1.0|2.0|2.0|0.0|2.0|26.0|0.0|
277.0|41829.0|AK_45|AC_127|2245.0|1.0|248.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|1.0|1.0|3.0|2.0|0.0|1.0|14.0|1.0|
199.0|41829.0|AK_45|AC_127|2300.0|1.0|169.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|1.0|1.0|7.0|3.0|0.0|0.0|12.0|1.0|
144.0|41829.0|AK_45|AC_127|2315.0|1.0|114.0|0.0|1.0|1.0|0.0|0.0|0.0|3.0|1.0|0.0|2.0|1.0|0.0|2.0|18.0|1.0|
132.0|41829.0|AK_45|AC_127|2330.0|1.0|112.0|0.0|2.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|3.0|0.0|0.0|1.0|12.0|1.0|
128.0|41829.0|AK_45|AC_127|2345.0|1.0|110.0|0.0|2.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|3.0|0.0|0.0|1.0|8.0|0.0|
74.0|41829.0|AK_45|AC_127|0.0|1.0|68.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|3.0|0.0|
72.0|41829.0|AK_45|AC_127|15.0|1.0|60.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|2.0|0.0|1.0|5.0|0.0|
64.0|41829.0|AK_45|AC_127|30.0|1.0|58.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|4.0|0.0|
55.0|41829.0|AK_45|AC_127|45.0|1.0|49.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|3.0|0.0|
37.0|41829.0|AK_45|AC_127|100.0|1.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|3.0|0.0|
49.0|41829.0|AK_45|AC_127|115.0|1.0|41.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|5.0|0.0|
33.0|41829.0|AK_45|AC_127|130.0|1.0|27.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|2.0|0.0|0.0|3.0|0.0|
43.0|41829.0|AK_45|AC_127|145.0|1.0|34.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|1.0|0.0|3.0|2.0|0.0|
36.0|41829.0|AK_45|AC_127|200.0|1.0|28.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|4.0|0.0|
37.0|41829.0|AK_45|AC_127|215.0|1.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|2.0|0.0|0.0|1.0|2.0|0.0|
35.0|41829.0|AK_45|AC_127|230.0|1.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|2.0|0.0|
34.0|41829.0|AK_45|AC_127|245.0|1.0|25.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|6.0|0.0|
38.0|41829.0|AK_45|AC_127|300.0|1.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|1.0|10.0|0.0|
38.0|41829.0|AK_45|AC_127|315.0|1.0|18.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|6.0|11.0|0.0|
48.0|41829.0|AK_45|AC_127|330.0|1.0|22.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|11.0|0.0|1.0|0.0|13.0|0.0|
45.0|41829.0|AK_45|AC_127|345.0|1.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|2.0|1.0|0.0|1.0|9.0|0.0|
56.0|41829.0|AK_45|AC_127|400.0|1.0|38.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|3.0|1.0|2.0|1.0|9.0|0.0|
69.0|41829.0|AK_45|AC_127|415.0|1.0|51.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|5.0|2.0|0.0|0.0|8.0|0.0|
96.0|41829.0|AK_45|AC_127|430.0|1.0|59.0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|2.0|2.0|6.0|3.0|1.0|5.0|11.0|0.0|
116.0|41829.0|AK_45|AC_127|445.0|1.0|65.0|1.0|0.0|0.0|0.0|0.0|0.0|13.0|1.0|2.0|9.0|1.0|0.0|5.0|15.0|4.0|
179.0|41829.0|AK_45|AC_127|500.0|1.0|130.0|0.0|0.0|0.0|0.0|0.0|0.0|14.0|2.0|3.0|9.0|3.0|0.0|4.0|13.0|1.0|
252.0|41829.0|AK_45|AC_127|515.0|1.0|172.0|0.0|0.0|1.0|0.0|0.0|0.0|21.0|0.0|3.0|14.0|2.0|0.0|2.0|34.0|3.0|
578.0|41829.0|AK_45|AC_127|530.0|1.0|467.0|0.0|0.0|0.0|0.0|0.0|0.0|31.0|1.0|11.0|17.0|2.0|0.0|0.0|43.0|6.0|530 AUMENTA VOLUMEN VEHICULAR POR HORA PICO.
587.0|41829.0|AK_45|AC_127|545.0|1.0|472.0|0.0|2.0|1.0|0.0|0.0|0.0|28.0|0.0|2.0|21.0|3.0|0.0|2.0|52.0|4.0|
683.0|41829.0|AK_45|AC_127|600.0|1.0|558.0|0.0|0.0|0.0|0.0|0.0|0.0|15.0|0.0|5.0|15.0|6.0|1.0|0.0|71.0|12.0|HASTA LAS 650 SE CONTARON LAS BICICLETAS DE CICLORUTA.
