328.0|41839.0|AK_86|AC_43_S|615.0|1.0|144.0|16.0|12.0|11.0|3.0|0.0|0.0|4.0|2.0|6.0|16.0|6.0|0.0|0.0|108.0|0.0|
425.0|41839.0|AK_86|AC_43_S|630.0|1.0|183.0|14.0|10.0|13.0|3.0|0.0|0.0|7.0|4.0|7.0|13.0|4.0|0.0|3.0|162.0|2.0|
433.0|41839.0|AK_86|AC_43_S|645.0|1.0|186.0|24.0|10.0|12.0|2.0|0.0|0.0|4.0|3.0|5.0|25.0|4.0|1.0|2.0|153.0|2.0|
407.0|41839.0|AK_86|AC_43_S|700.0|1.0|180.0|13.0|9.0|18.0|4.0|0.0|0.0|4.0|1.0|6.0|17.0|3.0|4.0|3.0|145.0|0.0|
416.0|41839.0|AK_86|AC_43_S|715.0|1.0|180.0|21.0|11.0|13.0|2.0|0.0|0.0|4.0|2.0|14.0|22.0|2.0|1.0|1.0|140.0|3.0|
394.0|41839.0|AK_86|AC_43_S|730.0|1.0|164.0|15.0|14.0|16.0|2.0|0.0|0.0|4.0|4.0|8.0|14.0|4.0|2.0|1.0|145.0|1.0|
359.0|41839.0|AK_86|AC_43_S|745.0|1.0|146.0|22.0|13.0|14.0|2.0|0.0|0.0|2.0|3.0|5.0|21.0|3.0|1.0|0.0|127.0|0.0|
322.0|41839.0|AK_86|AC_43_S|800.0|1.0|139.0|16.0|6.0|14.0|3.0|0.0|0.0|0.0|3.0|7.0|15.0|2.0|1.0|1.0|113.0|2.0|
354.0|41839.0|AK_86|AC_43_S|815.0|1.0|174.0|16.0|18.0|15.0|3.0|0.0|0.0|3.0|2.0|11.0|19.0|0.0|1.0|1.0|90.0|1.0|
317.0|41839.0|AK_86|AC_43_S|830.0|1.0|144.0|15.0|15.0|18.0|2.0|0.0|0.0|0.0|3.0|9.0|24.0|4.0|3.0|0.0|77.0|3.0|
317.0|41839.0|AK_86|AC_43_S|845.0|1.0|146.0|20.0|10.0|13.0|2.0|0.0|0.0|2.0|3.0|5.0|25.0|3.0|1.0|0.0|85.0|2.0|
313.0|41839.0|AK_86|AC_43_S|900.0|1.0|153.0|14.0|17.0|14.0|2.0|0.0|0.0|0.0|0.0|5.0|21.0|5.0|1.0|0.0|81.0|0.0|
334.0|41839.0|AK_86|AC_43_S|915.0|1.0|169.0|17.0|15.0|16.0|2.0|0.0|0.0|0.0|2.0|4.0|23.0|1.0|1.0|1.0|83.0|0.0|
360.0|41839.0|AK_86|AC_43_S|930.0|1.0|182.0|17.0|21.0|14.0|1.0|0.0|0.0|0.0|5.0|13.0|23.0|2.0|2.0|1.0|79.0|0.0|
390.0|41839.0|AK_86|AC_43_S|945.0|1.0|200.0|20.0|11.0|15.0|2.0|0.0|0.0|1.0|4.0|5.0|30.0|8.0|1.0|0.0|93.0|0.0|
387.0|41839.0|AK_86|AC_43_S|1000.0|1.0|180.0|21.0|17.0|17.0|3.0|0.0|0.0|5.0|3.0|4.0|36.0|5.0|1.0|3.0|92.0|0.0|
370.0|41839.0|AK_86|AC_43_S|1015.0|1.0|172.0|21.0|20.0|9.0|1.0|0.0|0.0|3.0|5.0|5.0|21.0|11.0|2.0|1.0|98.0|1.0|
365.0|41839.0|AK_86|AC_43_S|1030.0|1.0|201.0|16.0|10.0|17.0|2.0|0.0|0.0|0.0|3.0|7.0|21.0|0.0|2.0|0.0|85.0|1.0|
329.0|41839.0|AK_86|AC_43_S|1045.0|1.0|161.0|16.0|14.0|16.0|2.0|0.0|0.0|1.0|0.0|8.0|23.0|6.0|1.0|1.0|80.0|0.0|
364.0|41839.0|AK_86|AC_43_S|1100.0|1.0|176.0|17.0|16.0|15.0|1.0|0.0|0.0|1.0|0.0|11.0|22.0|3.0|1.0|3.0|98.0|0.0|
360.0|41839.0|AK_86|AC_43_S|1115.0|1.0|186.0|15.0|13.0|10.0|3.0|0.0|0.0|1.0|1.0|9.0|22.0|1.0|2.0|0.0|94.0|3.0|
353.0|41839.0|AK_86|AC_43_S|1130.0|1.0|176.0|17.0|11.0|10.0|1.0|0.0|0.0|0.0|0.0|11.0|26.0|9.0|0.0|1.0|89.0|2.0|
372.0|41839.0|AK_86|AC_43_S|1145.0|1.0|168.0|14.0|12.0|10.0|2.0|0.0|0.0|1.0|4.0|8.0|33.0|2.0|1.0|3.0|114.0|0.0|
346.0|41839.0|AK_86|AC_43_S|1200.0|1.0|159.0|15.0|9.0|10.0|2.0|0.0|0.0|1.0|0.0|8.0|29.0|6.0|1.0|1.0|105.0|0.0|
398.0|41839.0|AK_86|AC_43_S|1215.0|1.0|186.0|20.0|8.0|13.0|2.0|0.0|0.0|2.0|1.0|4.0|33.0|4.0|1.0|1.0|120.0|3.0|
374.0|41839.0|AK_86|AC_43_S|1230.0|1.0|166.0|15.0|11.0|15.0|1.0|0.0|0.0|1.0|0.0|6.0|32.0|0.0|1.0|2.0|124.0|0.0|
411.0|41839.0|AK_86|AC_43_S|1245.0|1.0|189.0|18.0|13.0|11.0|2.0|0.0|0.0|1.0|0.0|5.0|25.0|1.0|1.0|2.0|143.0|0.0|
401.0|41839.0|AK_86|AC_43_S|1300.0|1.0|159.0|15.0|14.0|18.0|1.0|0.0|0.0|0.0|2.0|5.0|21.0|2.0|2.0|2.0|160.0|0.0|
468.0|41839.0|AK_86|AC_43_S|1315.0|1.0|185.0|14.0|13.0|11.0|1.0|0.0|0.0|0.0|3.0|4.0|37.0|3.0|1.0|1.0|195.0|0.0|
447.0|41839.0|AK_86|AC_43_S|1330.0|1.0|198.0|14.0|12.0|7.0|2.0|0.0|0.0|2.0|5.0|12.0|23.0|3.0|4.0|1.0|164.0|0.0|
455.0|41839.0|AK_86|AC_43_S|1345.0|1.0|191.0|12.0|9.0|15.0|1.0|0.0|0.0|6.0|1.0|4.0|31.0|2.0|0.0|4.0|179.0|0.0|
395.0|41839.0|AK_86|AC_43_S|1400.0|1.0|169.0|14.0|15.0|16.0|3.0|0.0|0.0|1.0|3.0|3.0|24.0|1.0|1.0|0.0|145.0|0.0|
472.0|41839.0|AK_86|AC_43_S|1415.0|1.0|205.0|11.0|11.0|10.0|3.0|0.0|0.0|3.0|1.0|7.0|30.0|2.0|2.0|0.0|186.0|1.0|
455.0|41839.0|AK_86|AC_43_S|1430.0|1.0|198.0|14.0|10.0|13.0|3.0|0.0|0.0|1.0|5.0|10.0|25.0|5.0|3.0|4.0|163.0|1.0|
477.0|41839.0|AK_86|AC_43_S|1445.0|1.0|207.0|14.0|11.0|7.0|1.0|0.0|0.0|5.0|4.0|4.0|17.0|4.0|2.0|2.0|199.0|0.0|
418.0|41839.0|AK_86|AC_43_S|1500.0|1.0|186.0|13.0|11.0|12.0|1.0|0.0|0.0|5.0|2.0|4.0|19.0|3.0|0.0|2.0|159.0|1.0|
472.0|41839.0|AK_86|AC_43_S|1515.0|1.0|202.0|24.0|11.0|19.0|2.0|0.0|0.0|3.0|6.0|5.0|18.0|2.0|0.0|2.0|178.0|0.0|
449.0|41839.0|AK_86|AC_43_S|1530.0|1.0|209.0|21.0|16.0|11.0|2.0|0.0|0.0|4.0|5.0|7.0|23.0|1.0|2.0|2.0|146.0|0.0|
497.0|41839.0|AK_86|AC_43_S|1545.0|1.0|236.0|17.0|18.0|12.0|2.0|0.0|0.0|2.0|2.0|5.0|23.0|4.0|1.0|2.0|173.0|0.0|
452.0|41839.0|AK_86|AC_43_S|1600.0|1.0|197.0|19.0|16.0|12.0|1.0|0.0|0.0|3.0|2.0|6.0|23.0|5.0|3.0|1.0|163.0|1.0|
473.0|41839.0|AK_86|AC_43_S|1615.0|1.0|233.0|13.0|16.0|19.0|1.0|0.0|0.0|3.0|2.0|5.0|22.0|1.0|0.0|2.0|154.0|2.0|
498.0|41839.0|AK_86|AC_43_S|1630.0|1.0|218.0|18.0|11.0|15.0|2.0|0.0|0.0|3.0|2.0|6.0|26.0|7.0|2.0|3.0|183.0|2.0|
497.0|41839.0|AK_86|AC_43_S|1645.0|1.0|260.0|18.0|13.0|12.0|2.0|0.0|0.0|2.0|4.0|6.0|22.0|2.0|0.0|3.0|152.0|1.0|
520.0|41839.0|AK_86|AC_43_S|1700.0|1.0|244.0|19.0|10.0|11.0|3.0|0.0|0.0|1.0|5.0|5.0|22.0|2.0|2.0|0.0|194.0|2.0|
465.0|41839.0|AK_86|AC_43_S|1715.0|1.0|244.0|13.0|13.0|7.0|1.0|0.0|0.0|2.0|3.0|2.0|13.0|2.0|3.0|2.0|160.0|0.0|
551.0|41839.0|AK_86|AC_43_S|1730.0|1.0|286.0|14.0|14.0|13.0|2.0|0.0|0.0|0.0|2.0|6.0|18.0|1.0|1.0|3.0|191.0|0.0|
550.0|41839.0|AK_86|AC_43_S|1745.0|1.0|264.0|16.0|9.0|10.0|2.0|0.0|0.0|2.0|3.0|4.0|16.0|2.0|2.0|5.0|214.0|1.0|DATO DE MOTO REVISADO , NO DIFIERE CON FORMATO DE CAMPO.
429.0|41839.0|AK_86|AC_43_S|1800.0|1.0|213.0|11.0|8.0|10.0|4.0|0.0|0.0|0.0|1.0|5.0|11.0|0.0|3.0|1.0|159.0|3.0|
437.0|41839.0|AK_86|AC_43_S|1815.0|1.0|205.0|11.0|18.0|10.0|1.0|0.0|0.0|1.0|2.0|3.0|14.0|4.0|2.0|1.0|164.0|1.0|
454.0|41839.0|AK_86|AC_43_S|1830.0|1.0|222.0|11.0|13.0|16.0|2.0|0.0|0.0|1.0|3.0|1.0|9.0|5.0|4.0|0.0|167.0|0.0|
437.0|41839.0|AK_86|AC_43_S|1845.0|1.0|213.0|16.0|12.0|16.0|1.0|0.0|0.0|2.0|7.0|4.0|14.0|2.0|0.0|1.0|149.0|0.0|
448.0|41839.0|AK_86|AC_43_S|1900.0|1.0|244.0|14.0|12.0|11.0|2.0|0.0|0.0|2.0|3.0|5.0|11.0|2.0|3.0|0.0|139.0|0.0|
478.0|41839.0|AK_86|AC_43_S|1915.0|1.0|225.0|13.0|15.0|9.0|1.0|0.0|0.0|5.0|5.0|6.0|10.0|1.0|2.0|2.0|184.0|0.0|
491.0|41839.0|AK_86|AC_43_S|1930.0|1.0|262.0|24.0|12.0|13.0|2.0|0.0|0.0|1.0|1.0|7.0|15.0|0.0|0.0|3.0|151.0|0.0|
424.0|41839.0|AK_86|AC_43_S|1945.0|1.0|224.0|20.0|12.0|13.0|1.0|0.0|0.0|1.0|6.0|2.0|9.0|3.0|0.0|0.0|133.0|0.0|
427.0|41839.0|AK_86|AC_43_S|2000.0|1.0|228.0|21.0|16.0|14.0|2.0|0.0|0.0|0.0|7.0|4.0|9.0|2.0|0.0|0.0|124.0|0.0|
414.0|41839.0|AK_86|AC_43_S|2015.0|1.0|217.0|13.0|12.0|9.0|3.0|0.0|0.0|1.0|8.0|4.0|5.0|0.0|2.0|0.0|139.0|1.0|
421.0|41839.0|AK_86|AC_43_S|2030.0|1.0|231.0|17.0|10.0|12.0|3.0|0.0|0.0|1.0|7.0|0.0|4.0|1.0|1.0|0.0|134.0|0.0|
424.0|41839.0|AK_86|AC_43_S|2045.0|1.0|232.0|15.0|13.0|16.0|1.0|0.0|0.0|1.0|2.0|2.0|9.0|0.0|1.0|1.0|131.0|0.0|
485.0|41839.0|AK_86|AC_43_S|2100.0|1.0|297.0|14.0|15.0|18.0|2.0|0.0|0.0|2.0|4.0|2.0|14.0|1.0|0.0|0.0|115.0|1.0|
475.0|41839.0|AK_86|AC_43_S|2115.0|1.0|286.0|14.0|19.0|13.0|2.0|0.0|0.0|3.0|3.0|1.0|12.0|0.0|1.0|1.0|120.0|0.0|
502.0|41839.0|AK_86|AC_43_S|2130.0|1.0|290.0|16.0|16.0|9.0|1.0|0.0|0.0|3.0|4.0|3.0|8.0|1.0|1.0|0.0|149.0|1.0|
407.0|41839.0|AK_86|AC_43_S|2145.0|1.0|243.0|13.0|15.0|8.0|2.0|0.0|0.0|4.0|2.0|1.0|8.0|0.0|0.0|0.0|111.0|0.0|
18.0|41839.0|AK_86|AC_43_S|2200.0|1B|0.0|0.0|0.0|0.0|0.0|18.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
19.0|41839.0|AK_86|AC_43_S|2215.0|1B|0.0|0.0|0.0|0.0|0.0|19.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
23.0|41839.0|AK_86|AC_43_S|2230.0|1B|0.0|0.0|0.0|0.0|0.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
22.0|41839.0|AK_86|AC_43_S|2245.0|1B|0.0|0.0|0.0|0.0|0.0|22.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
20.0|41839.0|AK_86|AC_43_S|2300.0|1B|0.0|0.0|0.0|0.0|0.0|20.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
14.0|41839.0|AK_86|AC_43_S|2315.0|1B|0.0|0.0|0.0|0.0|0.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41839.0|AK_86|AC_43_S|2330.0|1B|0.0|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
4.0|41839.0|AK_86|AC_43_S|2345.0|1B|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41839.0|AK_86|AC_43_S|0.0|1B|0.0|0.0|0.0|0.0|0.0|4.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
4.0|41839.0|AK_86|AC_43_S|15.0|1B|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
1.0|41839.0|AK_86|AC_43_S|30.0|1B|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
1.0|41839.0|AK_86|AC_43_S|400.0|1B|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
3.0|41839.0|AK_86|AC_43_S|415.0|1B|0.0|0.0|0.0|0.0|0.0|1.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4:15 A 5:00 LLUEVE.
1.0|41839.0|AK_86|AC_43_S|430.0|1B|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4:15 A 5:00 LLUEVE.
2.0|41839.0|AK_86|AC_43_S|445.0|1B|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4:15 A 5:00 LLUEVE.
2.0|41839.0|AK_86|AC_43_S|500.0|1B|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4:15 A 5:00 LLUEVE.
3.0|41839.0|AK_86|AC_43_S|515.0|1B|0.0|0.0|0.0|0.0|0.0|2.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
11.0|41839.0|AK_86|AC_43_S|530.0|1B|0.0|0.0|0.0|0.0|0.0|10.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41839.0|AK_86|AC_43_S|545.0|1B|0.0|0.0|0.0|0.0|0.0|5.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
12.0|41839.0|AK_86|AC_43_S|600.0|1B|0.0|0.0|0.0|0.0|0.0|9.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
12.0|41839.0|AK_86|AC_43_S|615.0|1B|0.0|0.0|0.0|0.0|0.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
14.0|41839.0|AK_86|AC_43_S|630.0|1B|0.0|0.0|0.0|0.0|0.0|11.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
15.0|41839.0|AK_86|AC_43_S|645.0|1B|0.0|0.0|0.0|0.0|0.0|11.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
19.0|41839.0|AK_86|AC_43_S|700.0|1B|0.0|0.0|0.0|0.0|0.0|14.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
15.0|41839.0|AK_86|AC_43_S|715.0|1B|0.0|0.0|0.0|0.0|0.0|13.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
25.0|41839.0|AK_86|AC_43_S|730.0|1B|0.0|0.0|0.0|0.0|0.0|19.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
22.0|41839.0|AK_86|AC_43_S|745.0|1B|0.0|0.0|0.0|0.0|0.0|19.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
27.0|41839.0|AK_86|AC_43_S|800.0|1B|0.0|0.0|0.0|0.0|0.0|23.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
22.0|41839.0|AK_86|AC_43_S|815.0|1B|0.0|0.0|0.0|0.0|0.0|17.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
28.0|41839.0|AK_86|AC_43_S|830.0|1B|0.0|0.0|0.0|0.0|0.0|25.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
31.0|41839.0|AK_86|AC_43_S|845.0|1B|0.0|0.0|0.0|0.0|0.0|21.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
25.0|41839.0|AK_86|AC_43_S|900.0|1B|0.0|0.0|0.0|0.0|0.0|19.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
19.0|41839.0|AK_86|AC_43_S|915.0|1B|0.0|0.0|0.0|0.0|0.0|14.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
15.0|41839.0|AK_86|AC_43_S|930.0|1B|0.0|0.0|0.0|0.0|0.0|11.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
14.0|41839.0|AK_86|AC_43_S|945.0|1B|0.0|0.0|0.0|0.0|0.0|10.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
17.0|41839.0|AK_86|AC_43_S|1000.0|1B|0.0|0.0|0.0|0.0|0.0|13.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
16.0|41839.0|AK_86|AC_43_S|1015.0|1B|0.0|0.0|0.0|0.0|0.0|12.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
20.0|41839.0|AK_86|AC_43_S|1030.0|1B|0.0|0.0|0.0|0.0|0.0|17.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
14.0|41839.0|AK_86|AC_43_S|1045.0|1B|0.0|0.0|0.0|0.0|0.0|10.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
17.0|41839.0|AK_86|AC_43_S|1100.0|1B|0.0|0.0|0.0|0.0|0.0|14.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
11.0|41839.0|AK_86|AC_43_S|1115.0|1B|0.0|0.0|0.0|0.0|0.0|6.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
12.0|41839.0|AK_86|AC_43_S|1130.0|1B|0.0|0.0|0.0|0.0|0.0|9.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
17.0|41839.0|AK_86|AC_43_S|1145.0|1B|0.0|0.0|0.0|0.0|0.0|13.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
15.0|41839.0|AK_86|AC_43_S|1200.0|1B|0.0|0.0|0.0|0.0|0.0|13.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
