|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
192.0|41829.0|KR_13|AC_63|2200.0|1.0|90.0|11.0|19.0|20.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|50.0|0.0|
153.0|41829.0|KR_13|AC_63|2215.0|1.0|76.0|11.0|15.0|13.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|37.0|0.0|
167.0|41829.0|KR_13|AC_63|2230.0|1.0|106.0|13.0|17.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|23.0|0.0|
159.0|41829.0|KR_13|AC_63|2245.0|1.0|106.0|8.0|13.0|10.0|0.0|0.0|0.0|2.0|2.0|0.0|0.0|0.0|0.0|0.0|18.0|0.0|
157.0|41829.0|KR_13|AC_63|2300.0|1.0|108.0|6.0|15.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|16.0|0.0|
124.0|41829.0|KR_13|AC_63|2315.0|1.0|86.0|5.0|12.0|4.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|13.0|2.0|
135.0|41829.0|KR_13|AC_63|2330.0|1.0|105.0|4.0|8.0|3.0|0.0|0.0|0.0|1.0|2.0|0.0|0.0|0.0|0.0|0.0|12.0|0.0|
122.0|41829.0|KR_13|AC_63|2345.0|1.0|91.0|1.0|8.0|4.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|14.0|1.0|
106.0|41829.0|KR_13|AC_63|0.0|1.0|86.0|1.0|5.0|2.0|0.0|0.0|0.0|2.0|1.0|0.0|0.0|0.0|0.0|0.0|8.0|1.0|
114.0|41829.0|KR_13|AC_63|15.0|1.0|95.0|2.0|6.0|1.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.0|6.0|1.0|
77.0|41829.0|KR_13|AC_63|30.0|1.0|64.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|0.0|1.0|0.0|0.0|6.0|0.0|
83.0|41829.0|KR_13|AC_63|45.0|1.0|75.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|5.0|0.0|
56.0|41829.0|KR_13|AC_63|100.0|1.0|51.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|
