1220.0|41783.0|AC_60A_S|KR_19C|715.0|2.0|449.0|19.0|9.0|18.0|0.0|0.0|0.0|12.0|5.0|10.0|50.0|19.0|5.0|6.0|562.0|56.0|
1188.0|41783.0|AC_60A_S|KR_19C|730.0|2.0|396.0|10.0|15.0|20.0|0.0|0.0|0.0|16.0|8.0|12.0|47.0|13.0|9.0|5.0|542.0|95.0|
934.0|41783.0|AC_60A_S|KR_19C|745.0|2.0|365.0|15.0|11.0|19.0|0.0|0.0|0.0|10.0|6.0|6.0|35.0|12.0|12.0|9.0|359.0|75.0|BAJA VOLUMEN DE MOTOS POR FIN DE HORA PICO
882.0|41783.0|AC_60A_S|KR_19C|800.0|2.0|350.0|13.0|8.0|24.0|0.0|0.0|0.0|9.0|9.0|10.0|44.0|14.0|14.0|6.0|327.0|54.0|
788.0|41783.0|AC_60A_S|KR_19C|815.0|2.0|344.0|15.0|14.0|21.0|0.0|0.0|0.0|6.0|3.0|6.0|32.0|30.0|7.0|6.0|265.0|39.0|
735.0|41783.0|AC_60A_S|KR_19C|830.0|2.0|331.0|11.0|7.0|21.0|0.0|0.0|0.0|8.0|5.0|9.0|26.0|16.0|4.0|4.0|257.0|36.0|
763.0|41783.0|AC_60A_S|KR_19C|845.0|2.0|380.0|12.0|12.0|20.0|0.0|0.0|0.0|7.0|9.0|7.0|40.0|25.0|7.0|18.0|202.0|24.0|
739.0|41783.0|AC_60A_S|KR_19C|900.0|2.0|368.0|19.0|10.0|21.0|0.0|0.0|0.0|4.0|5.0|17.0|22.0|18.0|11.0|8.0|208.0|28.0|
636.0|41783.0|AC_60A_S|KR_19C|915.0|2.0|313.0|12.0|4.0|23.0|0.0|0.0|0.0|6.0|5.0|21.0|36.0|23.0|5.0|5.0|161.0|22.0|
641.0|41783.0|AC_60A_S|KR_19C|930.0|2.0|309.0|13.0|9.0|17.0|0.0|0.0|0.0|9.0|4.0|12.0|35.0|29.0|7.0|7.0|168.0|22.0|
637.0|41783.0|AC_60A_S|KR_19C|945.0|2.0|359.0|12.0|6.0|17.0|0.0|0.0|0.0|6.0|8.0|12.0|26.0|18.0|4.0|8.0|145.0|16.0|
630.0|41783.0|AC_60A_S|KR_19C|1000.0|2.0|332.0|15.0|12.0|20.0|0.0|0.0|0.0|4.0|3.0|9.0|27.0|29.0|10.0|3.0|149.0|17.0|
567.0|41783.0|AC_60A_S|KR_19C|1015.0|2.0|295.0|13.0|9.0|13.0|0.0|0.0|0.0|5.0|6.0|7.0|27.0|29.0|6.0|6.0|133.0|18.0|
599.0|41783.0|AC_60A_S|KR_19C|1030.0|2.0|301.0|13.0|9.0|18.0|0.0|0.0|0.0|6.0|7.0|7.0|27.0|23.0|7.0|8.0|161.0|12.0|
615.0|41783.0|AC_60A_S|KR_19C|1045.0|2.0|320.0|13.0|7.0|16.0|0.0|0.0|0.0|5.0|3.0|7.0|43.0|27.0|4.0|6.0|154.0|10.0|
705.0|41783.0|AC_60A_S|KR_19C|1100.0|2.0|370.0|11.0|14.0|17.0|0.0|0.0|0.0|4.0|6.0|10.0|31.0|31.0|12.0|6.0|183.0|10.0|
601.0|41783.0|AC_60A_S|KR_19C|1115.0|2.0|293.0|8.0|11.0|14.0|0.0|0.0|0.0|7.0|8.0|12.0|32.0|38.0|2.0|4.0|162.0|10.0|BAJA VOLUMEN DE LIVIANOS
636.0|41783.0|AC_60A_S|KR_19C|1130.0|2.0|316.0|11.0|14.0|17.0|0.0|0.0|0.0|8.0|6.0|11.0|37.0|32.0|7.0|10.0|153.0|14.0|BAJA VOLUMEN DE LIVIANOS
660.0|41783.0|AC_60A_S|KR_19C|1145.0|2.0|319.0|13.0|13.0|10.0|0.0|0.0|0.0|6.0|2.0|14.0|35.0|42.0|10.0|11.0|171.0|14.0|
621.0|41783.0|AC_60A_S|KR_19C|1200.0|2.0|310.0|14.0|7.0|14.0|0.0|0.0|0.0|8.0|9.0|16.0|42.0|32.0|12.0|3.0|131.0|23.0|
625.0|41783.0|AC_60A_S|KR_19C|1215.0|2.0|312.0|11.0|12.0|17.0|0.0|0.0|0.0|6.0|9.0|13.0|30.0|31.0|8.0|7.0|156.0|13.0|
664.0|41783.0|AC_60A_S|KR_19C|1230.0|2.0|340.0|11.0|10.0|19.0|0.0|0.0|0.0|6.0|5.0|11.0|41.0|30.0|3.0|7.0|161.0|20.0|
575.0|41783.0|AC_60A_S|KR_19C|1245.0|2.0|306.0|10.0|11.0|17.0|0.0|0.0|0.0|8.0|4.0|12.0|26.0|23.0|6.0|4.0|137.0|11.0|
533.0|41783.0|AC_60A_S|KR_19C|1300.0|2.0|257.0|14.0|13.0|19.0|0.0|0.0|0.0|1.0|6.0|18.0|19.0|24.0|4.0|8.0|145.0|5.0|
539.0|41783.0|AC_60A_S|KR_19C|1315.0|2.0|293.0|11.0|11.0|14.0|0.0|0.0|0.0|0.0|2.0|9.0|9.0|29.0|3.0|6.0|150.0|2.0|
585.0|41783.0|AC_60A_S|KR_19C|1330.0|2.0|300.0|13.0|10.0|19.0|0.0|0.0|0.0|2.0|6.0|9.0|15.0|35.0|3.0|13.0|152.0|8.0|
539.0|41783.0|AC_60A_S|KR_19C|1345.0|2.0|283.0|15.0|4.0|17.0|0.0|0.0|0.0|1.0|9.0|7.0|13.0|31.0|3.0|9.0|147.0|0.0|
520.0|41783.0|AC_60A_S|KR_19C|1400.0|2.0|313.0|9.0|12.0|18.0|0.0|0.0|0.0|0.0|4.0|4.0|8.0|22.0|1.0|9.0|119.0|1.0|
494.0|41783.0|AC_60A_S|KR_19C|1415.0|2.0|283.0|10.0|5.0|16.0|0.0|0.0|0.0|0.0|7.0|4.0|8.0|21.0|2.0|5.0|131.0|2.0|
557.0|41783.0|AC_60A_S|KR_19C|1430.0|2.0|305.0|9.0|16.0|19.0|0.0|0.0|0.0|3.0|9.0|3.0|5.0|23.0|3.0|7.0|154.0|1.0|
532.0|41783.0|AC_60A_S|KR_19C|1445.0|2.0|310.0|15.0|8.0|17.0|0.0|0.0|0.0|0.0|3.0|5.0|8.0|23.0|5.0|10.0|122.0|6.0|
518.0|41783.0|AC_60A_S|KR_19C|1500.0|2.0|287.0|9.0|7.0|14.0|0.0|0.0|0.0|1.0|6.0|2.0|3.0|22.0|2.0|8.0|155.0|2.0|
457.0|41783.0|AC_60A_S|KR_19C|1515.0|2.0|271.0|12.0|8.0|15.0|0.0|0.0|0.0|1.0|3.0|3.0|10.0|18.0|2.0|2.0|110.0|2.0|
478.0|41783.0|AC_60A_S|KR_19C|1530.0|2.0|301.0|8.0|10.0|16.0|0.0|0.0|0.0|2.0|5.0|2.0|10.0|20.0|2.0|6.0|93.0|3.0|
462.0|41783.0|AC_60A_S|KR_19C|1545.0|2.0|273.0|17.0|8.0|12.0|0.0|0.0|0.0|1.0|3.0|2.0|8.0|18.0|4.0|6.0|104.0|6.0|
435.0|41783.0|AC_60A_S|KR_19C|1600.0|2.0|256.0|9.0|11.0|13.0|0.0|0.0|0.0|2.0|7.0|3.0|7.0|15.0|7.0|5.0|97.0|3.0|
474.0|41783.0|AC_60A_S|KR_19C|1615.0|2.0|275.0|15.0|13.0|13.0|0.0|0.0|0.0|1.0|8.0|2.0|7.0|18.0|3.0|3.0|111.0|5.0|
505.0|41783.0|AC_60A_S|KR_19C|1630.0|2.0|302.0|11.0|10.0|15.0|0.0|0.0|0.0|0.0|2.0|2.0|7.0|15.0|6.0|4.0|127.0|4.0|
503.0|41783.0|AC_60A_S|KR_19C|1645.0|2.0|303.0|8.0|10.0|15.0|0.0|0.0|0.0|0.0|3.0|4.0|5.0|14.0|4.0|3.0|123.0|11.0|
582.0|41783.0|AC_60A_S|KR_19C|1700.0|2.0|301.0|14.0|13.0|18.0|0.0|0.0|0.0|5.0|7.0|7.0|15.0|11.0|2.0|9.0|170.0|10.0|
609.0|41783.0|AC_60A_S|KR_19C|1715.0|2.0|314.0|7.0|5.0|14.0|0.0|0.0|0.0|7.0|12.0|6.0|33.0|7.0|11.0|6.0|165.0|22.0|
555.0|41783.0|AC_60A_S|KR_19C|1730.0|2.0|309.0|10.0|11.0|16.0|0.0|0.0|0.0|3.0|9.0|1.0|10.0|20.0|5.0|0.0|152.0|9.0|
575.0|41783.0|AC_60A_S|KR_19C|1745.0|2.0|328.0|13.0|12.0|14.0|0.0|0.0|0.0|2.0|6.0|6.0|6.0|17.0|9.0|8.0|150.0|4.0|
575.0|41783.0|AC_60A_S|KR_19C|1800.0|2.0|363.0|9.0|14.0|17.0|0.0|0.0|0.0|2.0|4.0|2.0|7.0|18.0|5.0|1.0|132.0|1.0|
637.0|41783.0|AC_60A_S|KR_19C|1815.0|2.0|377.0|7.0|11.0|15.0|0.0|0.0|0.0|2.0|9.0|6.0|7.0|25.0|6.0|8.0|161.0|3.0|
535.0|41783.0|AC_60A_S|KR_19C|1830.0|2.0|338.0|14.0|10.0|21.0|0.0|0.0|0.0|0.0|8.0|6.0|13.0|18.0|7.0|6.0|92.0|2.0|
537.0|41783.0|AC_60A_S|KR_19C|1845.0|2.0|312.0|9.0|6.0|16.0|0.0|0.0|0.0|1.0|3.0|8.0|13.0|20.0|7.0|6.0|130.0|6.0|
502.0|41783.0|AC_60A_S|KR_19C|1900.0|2.0|282.0|8.0|10.0|22.0|0.0|0.0|0.0|3.0|6.0|3.0|8.0|13.0|9.0|8.0|130.0|0.0|
480.0|41783.0|AC_60A_S|KR_19C|1915.0|2.0|311.0|10.0|7.0|14.0|0.0|0.0|0.0|4.0|10.0|2.0|6.0|13.0|7.0|5.0|90.0|1.0|
458.0|41783.0|AC_60A_S|KR_19C|1930.0|2.0|262.0|14.0|11.0|15.0|0.0|0.0|0.0|3.0|6.0|2.0|8.0|18.0|7.0|17.0|92.0|3.0|
515.0|41783.0|AC_60A_S|KR_19C|1945.0|2.0|292.0|17.0|8.0|15.0|0.0|0.0|0.0|2.0|3.0|2.0|9.0|19.0|5.0|8.0|133.0|2.0|
334.0|41783.0|AC_60A_S|KR_19C|2000.0|2.0|207.0|7.0|4.0|10.0|0.0|0.0|0.0|3.0|8.0|2.0|2.0|6.0|5.0|7.0|73.0|0.0|
361.0|41783.0|AC_60A_S|KR_19C|2015.0|2.0|239.0|11.0|7.0|14.0|0.0|0.0|0.0|0.0|3.0|1.0|2.0|13.0|5.0|6.0|57.0|3.0|
367.0|41783.0|AC_60A_S|KR_19C|2030.0|2.0|208.0|12.0|12.0|15.0|0.0|0.0|0.0|3.0|10.0|3.0|1.0|13.0|3.0|4.0|80.0|3.0|
346.0|41783.0|AC_60A_S|KR_19C|2045.0|2.0|196.0|7.0|9.0|12.0|0.0|0.0|0.0|4.0|7.0|2.0|1.0|12.0|3.0|2.0|90.0|1.0|
6.0|41783.0|AC_60A_S|KR_19C|500.0|2B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|515.0|2B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|530.0|2B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
13.0|41783.0|AC_60A_S|KR_19C|545.0|2B|0.0|0.0|0.0|0.0|13.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
12.0|41783.0|AC_60A_S|KR_19C|600.0|2B|0.0|0.0|0.0|0.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
11.0|41783.0|AC_60A_S|KR_19C|615.0|2B|0.0|0.0|0.0|0.0|11.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
13.0|41783.0|AC_60A_S|KR_19C|630.0|2B|0.0|0.0|0.0|0.0|13.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
13.0|41783.0|AC_60A_S|KR_19C|645.0|2B|0.0|0.0|0.0|0.0|13.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
11.0|41783.0|AC_60A_S|KR_19C|700.0|2B|0.0|0.0|0.0|0.0|11.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
12.0|41783.0|AC_60A_S|KR_19C|715.0|2B|0.0|0.0|0.0|0.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|730.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
14.0|41783.0|AC_60A_S|KR_19C|745.0|2B|0.0|0.0|0.0|0.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|800.0|2B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
13.0|41783.0|AC_60A_S|KR_19C|815.0|2B|0.0|0.0|0.0|0.0|13.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
14.0|41783.0|AC_60A_S|KR_19C|830.0|2B|0.0|0.0|0.0|0.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|845.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|900.0|2B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|915.0|2B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
4.0|41783.0|AC_60A_S|KR_19C|930.0|2B|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
12.0|41783.0|AC_60A_S|KR_19C|945.0|2B|0.0|0.0|0.0|0.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1000.0|2B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1015.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1030.0|2B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
10.0|41783.0|AC_60A_S|KR_19C|1045.0|2B|0.0|0.0|0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1100.0|2B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
4.0|41783.0|AC_60A_S|KR_19C|1115.0|2B|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1130.0|2B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1145.0|2B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1200.0|2B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1215.0|2B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1230.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
3.0|41783.0|AC_60A_S|KR_19C|1245.0|2B|0.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|1300.0|2B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1315.0|2B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1330.0|2B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1345.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1400.0|2B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1415.0|2B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1430.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1445.0|2B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1500.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1515.0|2B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1530.0|2B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1545.0|2B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
3.0|41783.0|AC_60A_S|KR_19C|1600.0|2B|0.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|1615.0|2B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
4.0|41783.0|AC_60A_S|KR_19C|1630.0|2B|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1645.0|2B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1700.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1715.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1730.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
4.0|41783.0|AC_60A_S|KR_19C|1745.0|2B|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1800.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1815.0|2B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1830.0|2B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1845.0|2B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|1900.0|2B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1915.0|2B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1930.0|2B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|1945.0|2B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
4.0|41783.0|AC_60A_S|KR_19C|2000.0|2B|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|2015.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|2030.0|2B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|2045.0|2B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
168.0|41783.0|AC_60A_S|KR_19C|500.0|3.0|77.0|8.0|3.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|46.0|6.0|
211.0|41783.0|AC_60A_S|KR_19C|515.0|3.0|88.0|11.0|4.0|8.0|0.0|0.0|0.0|1.0|0.0|1.0|4.0|0.0|0.0|0.0|83.0|11.0|
289.0|41783.0|AC_60A_S|KR_19C|530.0|3.0|139.0|8.0|5.0|15.0|0.0|0.0|0.0|1.0|0.0|1.0|4.0|0.0|0.0|1.0|95.0|20.0|A PARTIR DE LAS 5:30 SUBE VOLUMEN DE LIVIANOS Y MOTOS
246.0|41783.0|AC_60A_S|KR_19C|545.0|3.0|123.0|10.0|2.0|10.0|0.0|0.0|0.0|2.0|1.0|1.0|1.0|0.0|0.0|0.0|87.0|9.0|
360.0|41783.0|AC_60A_S|KR_19C|600.0|3.0|208.0|10.0|5.0|11.0|0.0|0.0|0.0|1.0|0.0|2.0|3.0|1.0|1.0|0.0|108.0|10.0|
333.0|41783.0|AC_60A_S|KR_19C|615.0|3.0|162.0|9.0|9.0|15.0|0.0|0.0|0.0|4.0|0.0|4.0|5.0|0.0|0.0|0.0|114.0|11.0|BAJA VOLUMEN DE LIVIANOS
466.0|41783.0|AC_60A_S|KR_19C|630.0|3.0|220.0|9.0|3.0|16.0|0.0|0.0|0.0|6.0|0.0|7.0|9.0|1.0|0.0|0.0|182.0|13.0|BAJA VOLUMEN DE LIVIANOS
452.0|41783.0|AC_60A_S|KR_19C|645.0|3.0|243.0|12.0|3.0|8.0|0.0|0.0|0.0|1.0|0.0|3.0|10.0|0.0|0.0|0.0|155.0|17.0|
451.0|41783.0|AC_60A_S|KR_19C|700.0|3.0|241.0|11.0|3.0|6.0|0.0|0.0|0.0|1.0|0.0|3.0|11.0|2.0|0.0|1.0|162.0|10.0|
460.0|41783.0|AC_60A_S|KR_19C|715.0|3.0|260.0|9.0|3.0|7.0|0.0|0.0|0.0|0.0|0.0|4.0|7.0|0.0|0.0|0.0|159.0|11.0|
432.0|41783.0|AC_60A_S|KR_19C|730.0|3.0|217.0|8.0|2.0|7.0|0.0|0.0|0.0|3.0|0.0|1.0|5.0|0.0|0.0|0.0|182.0|7.0|
411.0|41783.0|AC_60A_S|KR_19C|745.0|3.0|219.0|11.0|1.0|9.0|0.0|0.0|0.0|4.0|0.0|4.0|2.0|0.0|0.0|0.0|152.0|9.0|
427.0|41783.0|AC_60A_S|KR_19C|800.0|3.0|206.0|61.0|4.0|4.0|0.0|0.0|0.0|8.0|0.0|2.0|8.0|0.0|0.0|0.0|128.0|6.0|
337.0|41783.0|AC_60A_S|KR_19C|815.0|3.0|207.0|2.0|1.0|8.0|0.0|0.0|0.0|1.0|0.0|4.0|3.0|1.0|0.0|0.0|103.0|7.0|
311.0|41783.0|AC_60A_S|KR_19C|830.0|3.0|164.0|10.0|3.0|4.0|0.0|0.0|0.0|5.0|1.0|5.0|13.0|0.0|0.0|0.0|103.0|3.0|BAJA VOLUMEN DE LIVIANOS
285.0|41783.0|AC_60A_S|KR_19C|845.0|3.0|167.0|6.0|4.0|12.0|0.0|0.0|0.0|2.0|0.0|0.0|11.0|0.0|0.0|0.0|77.0|6.0|BAJA VOLUMEN DE MOTOS
264.0|41783.0|AC_60A_S|KR_19C|900.0|3.0|162.0|7.0|1.0|11.0|0.0|0.0|0.0|2.0|0.0|4.0|8.0|2.0|0.0|0.0|65.0|2.0|
237.0|41783.0|AC_60A_S|KR_19C|915.0|3.0|146.0|8.0|4.0|6.0|0.0|0.0|0.0|1.0|0.0|4.0|11.0|0.0|0.0|0.0|46.0|11.0|
244.0|41783.0|AC_60A_S|KR_19C|930.0|3.0|141.0|6.0|3.0|8.0|0.0|0.0|0.0|1.0|0.0|2.0|11.0|2.0|0.0|0.0|63.0|7.0|
275.0|41783.0|AC_60A_S|KR_19C|945.0|3.0|163.0|8.0|4.0|9.0|0.0|0.0|0.0|3.0|0.0|6.0|11.0|2.0|0.0|0.0|62.0|7.0|
241.0|41783.0|AC_60A_S|KR_19C|1000.0|3.0|160.0|9.0|2.0|6.0|0.0|0.0|0.0|0.0|0.0|6.0|8.0|0.0|0.0|0.0|50.0|0.0|
259.0|41783.0|AC_60A_S|KR_19C|1015.0|3.0|164.0|8.0|3.0|11.0|0.0|0.0|0.0|5.0|0.0|4.0|10.0|0.0|0.0|0.0|50.0|4.0|
271.0|41783.0|AC_60A_S|KR_19C|1030.0|3.0|160.0|6.0|3.0|11.0|0.0|0.0|0.0|2.0|0.0|4.0|7.0|0.0|0.0|0.0|76.0|2.0|
261.0|41783.0|AC_60A_S|KR_19C|1045.0|3.0|171.0|6.0|4.0|6.0|0.0|0.0|0.0|2.0|0.0|2.0|6.0|0.0|0.0|1.0|61.0|2.0|
