814.0|41783.0|AC_60A_S|KR_19C|1300.0|1.0|415.0|9.0|13.0|17.0|0.0|0.0|0.0|5.0|4.0|10.0|28.0|17.0|0.0|13.0|272.0|11.0|
813.0|41783.0|AC_60A_S|KR_19C|1315.0|1.0|420.0|16.0|14.0|16.0|0.0|0.0|0.0|4.0|9.0|20.0|15.0|13.0|0.0|12.0|260.0|14.0|
802.0|41783.0|AC_60A_S|KR_19C|1330.0|1.0|379.0|9.0|13.0|17.0|0.0|0.0|0.0|2.0|9.0|15.0|10.0|16.0|0.0|9.0|311.0|12.0|
894.0|41783.0|AC_60A_S|KR_19C|1345.0|1.0|468.0|11.0|10.0|20.0|0.0|0.0|0.0|1.0|12.0|12.0|17.0|12.0|2.0|17.0|301.0|11.0|
848.0|41783.0|AC_60A_S|KR_19C|1400.0|1.0|437.0|11.0|8.0|14.0|0.0|0.0|0.0|6.0|7.0|19.0|12.0|12.0|7.0|7.0|278.0|30.0|
885.0|41783.0|AC_60A_S|KR_19C|1415.0|1.0|460.0|10.0|12.0|19.0|0.0|0.0|0.0|9.0|3.0|13.0|11.0|6.0|1.0|10.0|311.0|20.0|
923.0|41783.0|AC_60A_S|KR_19C|1430.0|1.0|464.0|16.0|9.0|22.0|0.0|0.0|0.0|4.0|5.0|12.0|17.0|11.0|9.0|6.0|330.0|18.0|
800.0|41783.0|AC_60A_S|KR_19C|1445.0|1.0|395.0|10.0|15.0|16.0|0.0|0.0|0.0|6.0|11.0|24.0|12.0|8.0|4.0|11.0|280.0|8.0|
853.0|41783.0|AC_60A_S|KR_19C|1500.0|1.0|454.0|10.0|11.0|18.0|0.0|0.0|0.0|10.0|5.0|23.0|15.0|11.0|7.0|7.0|275.0|7.0|BAJA VOLUMEN DE MOTOS
815.0|41783.0|AC_60A_S|KR_19C|1515.0|1.0|485.0|7.0|12.0|11.0|0.0|0.0|0.0|6.0|7.0|20.0|10.0|10.0|5.0|8.0|227.0|7.0|BAJA VOLUMEN DE MOTOS
824.0|41783.0|AC_60A_S|KR_19C|1530.0|1.0|469.0|14.0|11.0|22.0|0.0|0.0|0.0|6.0|10.0|12.0|12.0|4.0|6.0|10.0|241.0|7.0|BAJA VOLUMEN DE MOTOS
861.0|41783.0|AC_60A_S|KR_19C|1545.0|1.0|537.0|10.0|16.0|22.0|0.0|0.0|0.0|5.0|7.0|8.0|21.0|3.0|10.0|5.0|207.0|10.0|BAJA VOLUMEN DE MOTOS
830.0|41783.0|AC_60A_S|KR_19C|1600.0|1.0|477.0|12.0|9.0|19.0|0.0|0.0|0.0|10.0|9.0|15.0|8.0|4.0|4.0|4.0|254.0|5.0|
806.0|41783.0|AC_60A_S|KR_19C|1615.0|1.0|498.0|14.0|16.0|25.0|0.0|0.0|0.0|6.0|9.0|14.0|5.0|6.0|7.0|10.0|190.0|6.0|
846.0|41783.0|AC_60A_S|KR_19C|1630.0|1.0|491.0|11.0|18.0|22.0|0.0|0.0|0.0|4.0|10.0|17.0|11.0|3.0|3.0|9.0|236.0|11.0|
905.0|41783.0|AC_60A_S|KR_19C|1645.0|1.0|532.0|13.0|10.0|29.0|0.0|0.0|0.0|4.0|8.0|15.0|8.0|11.0|6.0|14.0|245.0|10.0|
862.0|41783.0|AC_60A_S|KR_19C|1700.0|1.0|513.0|11.0|6.0|16.0|0.0|0.0|0.0|5.0|6.0|8.0|7.0|3.0|5.0|3.0|268.0|11.0|
872.0|41783.0|AC_60A_S|KR_19C|1715.0|1.0|488.0|14.0|11.0|24.0|0.0|0.0|0.0|8.0|9.0|11.0|8.0|4.0|7.0|11.0|265.0|12.0|
939.0|41783.0|AC_60A_S|KR_19C|1730.0|1.0|538.0|8.0|13.0|17.0|0.0|0.0|0.0|5.0|10.0|7.0|9.0|3.0|8.0|5.0|306.0|10.0|
1010.0|41783.0|AC_60A_S|KR_19C|1745.0|1.0|586.0|12.0|11.0|16.0|0.0|0.0|0.0|9.0|10.0|16.0|7.0|5.0|10.0|14.0|307.0|7.0|
985.0|41783.0|AC_60A_S|KR_19C|1800.0|1.0|617.0|10.0|12.0|22.0|0.0|0.0|0.0|7.0|8.0|13.0|11.0|4.0|8.0|3.0|264.0|6.0|
863.0|41783.0|AC_60A_S|KR_19C|1815.0|1.0|543.0|13.0|13.0|16.0|0.0|0.0|0.0|3.0|10.0|9.0|2.0|2.0|2.0|7.0|234.0|9.0|
887.0|41783.0|AC_60A_S|KR_19C|1830.0|1.0|547.0|12.0|9.0|17.0|0.0|0.0|0.0|5.0|11.0|6.0|5.0|4.0|3.0|7.0|237.0|24.0|
855.0|41783.0|AC_60A_S|KR_19C|1845.0|1.0|519.0|6.0|7.0|17.0|0.0|0.0|0.0|5.0|6.0|10.0|3.0|2.0|6.0|10.0|257.0|7.0|
853.0|41783.0|AC_60A_S|KR_19C|1900.0|1.0|510.0|15.0|11.0|24.0|0.0|0.0|0.0|7.0|7.0|4.0|0.0|3.0|5.0|9.0|246.0|12.0|
874.0|41783.0|AC_60A_S|KR_19C|1915.0|1.0|562.0|12.0|13.0|23.0|0.0|0.0|0.0|2.0|3.0|12.0|5.0|2.0|7.0|7.0|221.0|5.0|
835.0|41783.0|AC_60A_S|KR_19C|1930.0|1.0|542.0|12.0|11.0|19.0|0.0|0.0|0.0|1.0|4.0|10.0|6.0|3.0|5.0|6.0|208.0|8.0|
849.0|41783.0|AC_60A_S|KR_19C|1945.0|1.0|557.0|17.0|13.0|13.0|0.0|0.0|0.0|0.0|6.0|11.0|5.0|4.0|1.0|7.0|209.0|6.0|
740.0|41783.0|AC_60A_S|KR_19C|2000.0|1.0|481.0|10.0|10.0|21.0|0.0|0.0|0.0|4.0|3.0|14.0|2.0|2.0|4.0|11.0|166.0|12.0|
695.0|41783.0|AC_60A_S|KR_19C|2015.0|1.0|452.0|7.0|11.0|18.0|0.0|0.0|0.0|4.0|6.0|9.0|7.0|1.0|2.0|9.0|162.0|7.0|
742.0|41783.0|AC_60A_S|KR_19C|2030.0|1.0|459.0|9.0|16.0|16.0|0.0|0.0|0.0|3.0|10.0|14.0|5.0|3.0|0.0|3.0|192.0|12.0|
703.0|41783.0|AC_60A_S|KR_19C|2045.0|1.0|490.0|10.0|10.0|12.0|0.0|0.0|0.0|1.0|3.0|12.0|3.0|3.0|1.0|7.0|144.0|7.0|
6.0|41783.0|AC_60A_S|KR_19C|500.0|1B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|515.0|1B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
12.0|41783.0|AC_60A_S|KR_19C|530.0|1B|0.0|0.0|0.0|0.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
10.0|41783.0|AC_60A_S|KR_19C|545.0|1B|0.0|0.0|0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
14.0|41783.0|AC_60A_S|KR_19C|600.0|1B|0.0|0.0|0.0|0.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
13.0|41783.0|AC_60A_S|KR_19C|615.0|1B|0.0|0.0|0.0|0.0|13.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
10.0|41783.0|AC_60A_S|KR_19C|630.0|1B|0.0|0.0|0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
12.0|41783.0|AC_60A_S|KR_19C|645.0|1B|0.0|0.0|0.0|0.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
12.0|41783.0|AC_60A_S|KR_19C|700.0|1B|0.0|0.0|0.0|0.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
15.0|41783.0|AC_60A_S|KR_19C|715.0|1B|0.0|0.0|0.0|0.0|15.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|730.0|1B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
14.0|41783.0|AC_60A_S|KR_19C|745.0|1B|0.0|0.0|0.0|0.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
11.0|41783.0|AC_60A_S|KR_19C|800.0|1B|0.0|0.0|0.0|0.0|11.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|815.0|1B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|830.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|845.0|1B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|900.0|1B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|915.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|930.0|1B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
11.0|41783.0|AC_60A_S|KR_19C|945.0|1B|0.0|0.0|0.0|0.0|11.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1000.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
3.0|41783.0|AC_60A_S|KR_19C|1015.0|1B|0.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|1030.0|1B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1045.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|1100.0|1B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1115.0|1B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
10.0|41783.0|AC_60A_S|KR_19C|1130.0|1B|0.0|0.0|0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
4.0|41783.0|AC_60A_S|KR_19C|1145.0|1B|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
10.0|41783.0|AC_60A_S|KR_19C|1200.0|1B|0.0|0.0|0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
2.0|41783.0|AC_60A_S|KR_19C|1215.0|1B|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1230.0|1B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1245.0|1B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1300.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|1315.0|1B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|1330.0|1B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
4.0|41783.0|AC_60A_S|KR_19C|1345.0|1B|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
10.0|41783.0|AC_60A_S|KR_19C|1400.0|1B|0.0|0.0|0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1415.0|1B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1430.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1445.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1500.0|1B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1515.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1530.0|1B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1545.0|1B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1600.0|1B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1615.0|1B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1630.0|1B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1645.0|1B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1700.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1715.0|1B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
10.0|41783.0|AC_60A_S|KR_19C|1730.0|1B|0.0|0.0|0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1745.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1800.0|1B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1815.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1830.0|1B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|1845.0|1B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|1900.0|1B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
9.0|41783.0|AC_60A_S|KR_19C|1915.0|1B|0.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
7.0|41783.0|AC_60A_S|KR_19C|1930.0|1B|0.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|1945.0|1B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|2000.0|1B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
5.0|41783.0|AC_60A_S|KR_19C|2015.0|1B|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
8.0|41783.0|AC_60A_S|KR_19C|2030.0|1B|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
6.0|41783.0|AC_60A_S|KR_19C|2045.0|1B|0.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
688.0|41783.0|AC_60A_S|KR_19C|500.0|2.0|259.0|16.0|6.0|29.0|0.0|0.0|0.0|10.0|8.0|6.0|34.0|11.0|7.0|4.0|269.0|29.0|
924.0|41783.0|AC_60A_S|KR_19C|515.0|2.0|302.0|24.0|10.0|26.0|0.0|0.0|0.0|13.0|8.0|6.0|29.0|17.0|3.0|5.0|421.0|60.0|
861.0|41783.0|AC_60A_S|KR_19C|530.0|2.0|262.0|20.0|9.0|35.0|0.0|0.0|0.0|5.0|8.0|5.0|36.0|14.0|7.0|6.0|400.0|54.0|
917.0|41783.0|AC_60A_S|KR_19C|545.0|2.0|301.0|20.0|12.0|28.0|0.0|0.0|0.0|11.0|5.0|11.0|32.0|9.0|10.0|11.0|404.0|63.0|
1052.0|41783.0|AC_60A_S|KR_19C|600.0|2.0|347.0|16.0|9.0|24.0|0.0|0.0|0.0|10.0|6.0|13.0|37.0|21.0|9.0|9.0|497.0|54.0|
1221.0|41783.0|AC_60A_S|KR_19C|615.0|2.0|407.0|18.0|6.0|21.0|0.0|0.0|0.0|6.0|4.0|14.0|40.0|12.0|4.0|4.0|617.0|68.0|AUMENTA VOLUMEN DE MOTOS POR HORA PICO
1165.0|41783.0|AC_60A_S|KR_19C|630.0|2.0|409.0|18.0|15.0|31.0|0.0|0.0|0.0|5.0|8.0|8.0|29.0|17.0|6.0|4.0|520.0|95.0|
1080.0|41783.0|AC_60A_S|KR_19C|645.0|2.0|408.0|18.0|11.0|24.0|0.0|0.0|0.0|6.0|6.0|15.0|25.0|16.0|2.0|3.0|462.0|84.0|
1112.0|41783.0|AC_60A_S|KR_19C|700.0|2.0|421.0|13.0|8.0|27.0|0.0|0.0|0.0|9.0|5.0|7.0|38.0|19.0|10.0|5.0|483.0|67.0|
