583.0|41772.0|AK_7|AC_127|630.0|1.0|450.0|2.0|9.0|31.0|0.0|0.0|0.0|15.0|0.0|0.0|8.0|1.0|0.0|0.0|56.0|11.0|
520.0|41772.0|AK_7|AC_127|645.0|1.0|380.0|1.0|14.0|29.0|0.0|0.0|0.0|17.0|0.0|0.0|7.0|1.0|0.0|0.0|63.0|8.0|
381.0|41772.0|AK_7|AC_127|700.0|1.0|282.0|4.0|6.0|21.0|0.0|0.0|0.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|52.0|4.0| 700-1320 CONGESTIÓN VEHICULAR.
311.0|41772.0|AK_7|AC_127|715.0|1.0|203.0|3.0|10.0|23.0|0.0|0.0|0.0|5.0|0.0|2.0|1.0|0.0|0.0|0.0|54.0|10.0| 700-1320 CONGESTIÓN VEHICULAR.
299.0|41772.0|AK_7|AC_127|730.0|1.0|193.0|3.0|12.0|26.0|0.0|0.0|0.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|50.0|12.0| 700-1320 CONGESTIÓN VEHICULAR.
277.0|41772.0|AK_7|AC_127|745.0|1.0|181.0|2.0|11.0|28.0|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.0|0.0|49.0|3.0| 700-1320 CONGESTIÓN VEHICULAR.
279.0|41772.0|AK_7|AC_127|800.0|1.0|175.0|6.0|11.0|27.0|0.0|0.0|0.0|3.0|0.0|0.0|3.0|0.0|0.0|0.0|47.0|7.0| 700-1320 CONGESTIÓN VEHICULAR.
247.0|41772.0|AK_7|AC_127|815.0|1.0|159.0|1.0|13.0|22.0|0.0|0.0|0.0|5.0|0.0|1.0|2.0|0.0|0.0|0.0|41.0|3.0| 700-1320 CONGESTIÓN VEHICULAR.
298.0|41772.0|AK_7|AC_127|830.0|1.0|192.0|2.0|10.0|30.0|0.0|0.0|0.0|8.0|0.0|1.0|4.0|0.0|0.0|0.0|49.0|2.0| 700-1320 CONGESTIÓN VEHICULAR.
270.0|41772.0|AK_7|AC_127|845.0|1.0|173.0|1.0|9.0|26.0|0.0|0.0|0.0|5.0|0.0|4.0|4.0|1.0|0.0|0.0|46.0|1.0| 700-1320 CONGESTIÓN VEHICULAR.
329.0|41772.0|AK_7|AC_127|900.0|1.0|233.0|1.0|18.0|27.0|0.0|0.0|0.0|3.0|0.0|2.0|1.0|0.0|0.0|0.0|42.0|2.0| 700-1320 CONGESTIÓN VEHICULAR.
291.0|41772.0|AK_7|AC_127|915.0|1.0|208.0|3.0|13.0|22.0|0.0|0.0|0.0|6.0|0.0|0.0|2.0|0.0|0.0|0.0|37.0|0.0| 700-1320 CONGESTIÓN VEHICULAR.
345.0|41772.0|AK_7|AC_127|930.0|1.0|254.0|3.0|9.0|22.0|0.0|0.0|0.0|3.0|0.0|4.0|1.0|0.0|0.0|0.0|47.0|2.0| 700-1320 CONGESTIÓN VEHICULAR.
338.0|41772.0|AK_7|AC_127|945.0|1.0|243.0|3.0|11.0|22.0|0.0|0.0|0.0|1.0|0.0|3.0|1.0|0.0|0.0|0.0|53.0|1.0| 700-1320 CONGESTIÓN VEHICULAR.
342.0|41772.0|AK_7|AC_127|1000.0|1.0|239.0|1.0|10.0|32.0|0.0|0.0|0.0|2.0|0.0|2.0|3.0|1.0|0.0|0.0|52.0|0.0| 700-1320 CONGESTIÓN VEHICULAR.
416.0|41772.0|AK_7|AC_127|1015.0|1.0|319.0|3.0|11.0|27.0|0.0|0.0|0.0|2.0|0.0|1.0|3.0|3.0|0.0|0.0|46.0|1.0| 700-1320 CONGESTIÓN VEHICULAR.
385.0|41772.0|AK_7|AC_127|1030.0|1.0|288.0|2.0|15.0|30.0|0.0|0.0|0.0|1.0|0.0|3.0|7.0|1.0|0.0|0.0|37.0|1.0| 700-1320 CONGESTIÓN VEHICULAR.
388.0|41772.0|AK_7|AC_127|1045.0|1.0|295.0|3.0|17.0|21.0|0.0|0.0|0.0|4.0|0.0|0.0|3.0|1.0|0.0|0.0|42.0|2.0| 700-1320 CONGESTIÓN VEHICULAR.
412.0|41772.0|AK_7|AC_127|1100.0|1.0|327.0|3.0|15.0|22.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|0.0|0.0|40.0|1.0| 700-1320 CONGESTIÓN VEHICULAR.
471.0|41772.0|AK_7|AC_127|1115.0|1.0|370.0|3.0|12.0|24.0|0.0|0.0|0.0|3.0|0.0|0.0|4.0|1.0|0.0|0.0|52.0|2.0| 700-1320 CONGESTIÓN VEHICULAR.
454.0|41772.0|AK_7|AC_127|1130.0|1.0|346.0|3.0|14.0|21.0|0.0|0.0|0.0|3.0|0.0|4.0|6.0|1.0|0.0|0.0|55.0|1.0| 700-1320 CONGESTIÓN VEHICULAR.
439.0|41772.0|AK_7|AC_127|1145.0|1.0|324.0|1.0|18.0|26.0|0.0|0.0|0.0|3.0|0.0|2.0|5.0|0.0|0.0|0.0|57.0|3.0| 700-1320 CONGESTIÓN VEHICULAR.
419.0|41772.0|AK_7|AC_127|1200.0|1.0|328.0|1.0|7.0|19.0|0.0|0.0|0.0|4.0|0.0|2.0|7.0|0.0|0.0|0.0|49.0|2.0| 700-1320 CONGESTIÓN VEHICULAR.
410.0|41772.0|AK_7|AC_127|1215.0|1.0|310.0|2.0|11.0|28.0|0.0|0.0|0.0|6.0|0.0|2.0|5.0|0.0|0.0|0.0|46.0|0.0| 700-1320 CONGESTIÓN VEHICULAR.
518.0|41772.0|AK_7|AC_127|1230.0|1.0|418.0|3.0|12.0|27.0|0.0|0.0|0.0|5.0|0.0|1.0|5.0|1.0|0.0|0.0|44.0|2.0| 700-1320 CONGESTIÓN VEHICULAR.
426.0|41772.0|AK_7|AC_127|1245.0|1.0|332.0|4.0|11.0|28.0|0.0|0.0|0.0|5.0|0.0|0.0|3.0|0.0|0.0|0.0|42.0|1.0| 700-1320 CONGESTIÓN VEHICULAR.
445.0|41772.0|AK_7|AC_127|1300.0|1.0|366.0|3.0|10.0|20.0|0.0|0.0|0.0|6.0|1.0|0.0|1.0|3.0|0.0|0.0|33.0|2.0| 700-1320 CONGESTIÓN VEHICULAR.
441.0|41772.0|AK_7|AC_127|1315.0|1.0|360.0|1.0|8.0|22.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|3.0|0.0|0.0|37.0|1.0| 700-1320 CONGESTIÓN VEHICULAR.
499.0|41772.0|AK_7|AC_127|1330.0|1.0|412.0|4.0|10.0|19.0|0.0|0.0|0.0|8.0|0.0|1.0|11.0|1.0|0.0|0.0|32.0|1.0|
438.0|41772.0|AK_7|AC_127|1345.0|1.0|363.0|2.0|7.0|19.0|0.0|0.0|0.0|5.0|0.0|1.0|5.0|0.0|0.0|0.0|35.0|1.0|
550.0|41772.0|AK_7|AC_127|1400.0|1.0|425.0|2.0|11.0|21.0|0.0|0.0|0.0|5.0|0.0|7.0|5.0|0.0|0.0|0.0|64.0|10.0|
522.0|41772.0|AK_7|AC_127|1415.0|1.0|390.0|2.0|9.0|22.0|0.0|0.0|0.0|11.0|0.0|12.0|1.0|0.0|0.0|0.0|71.0|4.0|
505.0|41772.0|AK_7|AC_127|1430.0|1.0|405.0|2.0|7.0|17.0|0.0|0.0|0.0|8.0|0.0|1.0|1.0|0.0|0.0|0.0|61.0|3.0|
520.0|41772.0|AK_7|AC_127|1445.0|1.0|393.0|0.0|5.0|25.0|0.0|0.0|0.0|10.0|0.0|4.0|0.0|0.0|0.0|0.0|81.0|2.0|
496.0|41772.0|AK_7|AC_127|1500.0|1.0|378.0|3.0|8.0|21.0|0.0|0.0|0.0|14.0|0.0|1.0|0.0|0.0|0.0|0.0|69.0|2.0|
490.0|41772.0|AK_7|AC_127|1515.0|1.0|360.0|2.0|6.0|19.0|0.0|0.0|0.0|30.0|0.0|3.0|2.0|0.0|0.0|0.0|67.0|1.0|
534.0|41772.0|AK_7|AC_127|1530.0|1.0|389.0|1.0|12.0|25.0|0.0|0.0|0.0|30.0|0.0|6.0|0.0|1.0|0.0|0.0|70.0|0.0|
499.0|41772.0|AK_7|AC_127|1545.0|1.0|370.0|2.0|14.0|24.0|0.0|0.0|0.0|20.0|0.0|3.0|1.0|1.0|0.0|0.0|64.0|0.0|
529.0|41772.0|AK_7|AC_127|1600.0|1.0|365.0|4.0|15.0|26.0|0.0|0.0|0.0|33.0|0.0|7.0|3.0|1.0|0.0|0.0|74.0|1.0|
443.0|41772.0|AK_7|AC_127|1615.0|1.0|311.0|4.0|13.0|26.0|0.0|0.0|0.0|19.0|0.0|4.0|2.0|0.0|0.0|0.0|63.0|1.0|
508.0|41772.0|AK_7|AC_127|1630.0|1.0|362.0|4.0|14.0|17.0|0.0|0.0|0.0|27.0|0.0|3.0|0.0|0.0|0.0|0.0|78.0|3.0|
486.0|41772.0|AK_7|AC_127|1645.0|1.0|353.0|2.0|11.0|19.0|0.0|0.0|0.0|19.0|0.0|0.0|0.0|0.0|0.0|0.0|79.0|3.0|
456.0|41772.0|AK_7|AC_127|1700.0|1.0|333.0|1.0|15.0|22.0|0.0|0.0|0.0|14.0|0.0|1.0|1.0|0.0|0.0|0.0|68.0|1.0|
500.0|41772.0|AK_7|AC_127|1715.0|1.0|340.0|1.0|12.0|21.0|0.0|0.0|0.0|15.0|0.0|0.0|2.0|0.0|0.0|0.0|102.0|7.0|
483.0|41772.0|AK_7|AC_127|1730.0|1.0|342.0|2.0|15.0|20.0|0.0|0.0|0.0|16.0|0.0|0.0|5.0|0.0|0.0|0.0|82.0|1.0|
450.0|41772.0|AK_7|AC_127|1745.0|1.0|346.0|1.0|9.0|13.0|0.0|0.0|0.0|14.0|0.0|2.0|0.0|0.0|0.0|0.0|62.0|3.0|
553.0|41772.0|AK_7|AC_127|1800.0|1.0|415.0|1.0|13.0|18.0|0.0|0.0|0.0|18.0|0.0|1.0|0.0|0.0|0.0|0.0|83.0|4.0|
522.0|41772.0|AK_7|AC_127|1815.0|1.0|422.0|2.0|9.0|11.0|0.0|0.0|0.0|11.0|0.0|1.0|0.0|0.0|0.0|0.0|61.0|5.0|
527.0|41772.0|AK_7|AC_127|1830.0|1.0|425.0|2.0|15.0|16.0|0.0|0.0|0.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|57.0|3.0|
526.0|41772.0|AK_7|AC_127|1845.0|1.0|426.0|0.0|10.0|18.0|0.0|0.0|0.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|58.0|2.0|
496.0|41772.0|AK_7|AC_127|1900.0|1.0|409.0|1.0|14.0|11.0|0.0|0.0|0.0|14.0|0.0|1.0|0.0|0.0|0.0|0.0|45.0|1.0|
472.0|41772.0|AK_7|AC_127|1915.0|1.0|370.0|1.0|15.0|19.0|0.0|0.0|0.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|52.0|3.0|
465.0|41772.0|AK_7|AC_127|1930.0|1.0|385.0|2.0|8.0|8.0|0.0|0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|50.0|2.0|
482.0|41772.0|AK_7|AC_127|1945.0|1.0|378.0|1.0|18.0|15.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|62.0|0.0|
495.0|41772.0|AK_7|AC_127|2000.0|1.0|407.0|2.0|9.0|18.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|50.0|2.0|
435.0|41772.0|AK_7|AC_127|2015.0|1.0|370.0|1.0|16.0|20.0|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|22.0|0.0|
422.0|41772.0|AK_7|AC_127|2030.0|1.0|360.0|1.0|8.0|17.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|28.0|1.0|
435.0|41772.0|AK_7|AC_127|2045.0|1.0|383.0|0.0|7.0|10.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|30.0|0.0|
467.0|41772.0|AK_7|AC_127|2100.0|1.0|412.0|1.0|11.0|13.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|25.0|0.0|
437.0|41772.0|AK_7|AC_127|2115.0|1.0|385.0|1.0|10.0|9.0|0.0|0.0|0.0|4.0|0.0|1.0|0.0|0.0|0.0|0.0|25.0|2.0|
406.0|41772.0|AK_7|AC_127|2130.0|1.0|350.0|2.0|5.0|13.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|1.0|32.0|0.0|
370.0|41772.0|AK_7|AC_127|2145.0|1.0|320.0|0.0|11.0|11.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|23.0|0.0|
328.0|41772.0|AK_7|AC_127|2200.0|2.0|258.0|0.0|9.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|51.0|3.0|
301.0|41772.0|AK_7|AC_127|2215.0|2.0|234.0|2.0|11.0|5.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|45.0|3.0|
230.0|41772.0|AK_7|AC_127|2230.0|2.0|186.0|0.0|10.0|3.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|30.0|0.0|
195.0|41772.0|AK_7|AC_127|2245.0|2.0|155.0|0.0|9.0|7.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|19.0|3.0|
159.0|41772.0|AK_7|AC_127|2300.0|2.0|126.0|0.0|7.0|5.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|18.0|1.0|
129.0|41772.0|AK_7|AC_127|2315.0|2.0|100.0|1.0|4.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16.0|3.0|
91.0|41772.0|AK_7|AC_127|2330.0|2.0|64.0|0.0|9.0|0.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|13.0|2.0|
77.0|41772.0|AK_7|AC_127|2345.0|2.0|65.0|0.0|5.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|0.0|
60.0|41772.0|AK_7|AC_127|0.0|2.0|51.0|0.0|3.0|1.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|2.0|0.0|
62.0|41772.0|AK_7|AC_127|15.0|2.0|49.0|0.0|2.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|1.0|
48.0|41772.0|AK_7|AC_127|30.0|2.0|39.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|5.0|1.0|
41.0|41772.0|AK_7|AC_127|45.0|2.0|31.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|9.0|0.0|
28.0|41772.0|AK_7|AC_127|100.0|2.0|24.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
17.0|41772.0|AK_7|AC_127|115.0|2.0|15.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
9.0|41772.0|AK_7|AC_127|130.0|2.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
16.0|41772.0|AK_7|AC_127|145.0|2.0|16.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
15.0|41772.0|AK_7|AC_127|200.0|2.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
14.0|41772.0|AK_7|AC_127|215.0|2.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|3.0|0.0|
15.0|41772.0|AK_7|AC_127|230.0|2.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|0.0|
10.0|41772.0|AK_7|AC_127|245.0|2.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
14.0|41772.0|AK_7|AC_127|300.0|2.0|11.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
18.0|41772.0|AK_7|AC_127|315.0|2.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
12.0|41772.0|AK_7|AC_127|330.0|2.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
17.0|41772.0|AK_7|AC_127|345.0|2.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|1.0|0.0|0.0|0.0|2.0|0.0|
9.0|41772.0|AK_7|AC_127|400.0|2.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|
32.0|41772.0|AK_7|AC_127|415.0|2.0|18.0|0.0|3.0|3.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|6.0|0.0|
42.0|41772.0|AK_7|AC_127|430.0|2.0|14.0|0.0|9.0|9.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|4.0|0.0|0.0|5.0|0.0|
63.0|41772.0|AK_7|AC_127|445.0|2.0|29.0|0.0|14.0|14.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
104.0|41772.0|AK_7|AC_127|500.0|2.0|36.0|0.0|20.0|20.0|0.0|0.0|0.0|8.0|0.0|0.0|1.0|1.0|0.0|0.0|16.0|2.0|
133.0|41772.0|AK_7|AC_127|515.0|2.0|45.0|3.0|23.0|23.0|0.0|0.0|0.0|15.0|0.0|2.0|2.0|1.0|0.0|0.0|13.0|6.0|
217.0|41772.0|AK_7|AC_127|530.0|2.0|108.0|2.0|27.0|27.0|0.0|0.0|0.0|19.0|0.0|1.0|2.0|0.0|0.0|0.0|30.0|1.0|
321.0|41772.0|AK_7|AC_127|545.0|2.0|159.0|4.0|37.0|37.0|0.0|0.0|0.0|31.0|0.0|2.0|4.0|1.0|0.0|0.0|43.0|3.0|
281.0|41772.0|AK_7|AC_127|600.0|2.0|148.0|2.0|14.0|34.0|0.0|0.0|0.0|38.0|0.0|2.0|5.0|1.0|0.0|0.0|37.0|0.0|
334.0|41772.0|AK_7|AC_127|615.0|2.0|198.0|7.0|15.0|18.0|0.0|0.0|0.0|47.0|0.0|1.0|6.0|0.0|0.0|0.0|42.0|0.0|
477.0|41772.0|AK_7|AC_127|630.0|2.0|272.0|6.0|11.0|36.0|0.0|0.0|0.0|49.0|0.0|3.0|2.0|1.0|0.0|0.0|90.0|7.0|
450.0|41772.0|AK_7|AC_127|645.0|2.0|270.0|2.0|8.0|24.0|0.0|0.0|0.0|46.0|0.0|1.0|3.0|0.0|0.0|0.0|91.0|5.0|
495.0|41772.0|AK_7|AC_127|700.0|2.0|298.0|2.0|18.0|26.0|0.0|0.0|0.0|26.0|0.0|2.0|8.0|2.0|0.0|0.0|107.0|6.0|
426.0|41772.0|AK_7|AC_127|715.0|2.0|276.0|2.0|9.0|21.0|0.0|0.0|0.0|20.0|0.0|1.0|2.0|2.0|0.0|0.0|92.0|1.0|
390.0|41772.0|AK_7|AC_127|730.0|2.0|277.0|0.0|4.0|14.0|0.0|0.0|0.0|17.0|0.0|2.0|1.0|2.0|0.0|0.0|69.0|4.0|
390.0|41772.0|AK_7|AC_127|745.0|2.0|250.0|1.0|7.0|28.0|0.0|0.0|0.0|19.0|0.0|3.0|2.0|10.0|0.0|0.0|65.0|5.0|
393.0|41772.0|AK_7|AC_127|800.0|2.0|278.0|0.0|2.0|21.0|0.0|0.0|0.0|23.0|0.0|0.0|4.0|1.0|0.0|0.0|61.0|3.0|
401.0|41772.0|AK_7|AC_127|815.0|2.0|285.0|7.0|16.0|29.0|0.0|0.0|0.0|8.0|0.0|2.0|3.0|0.0|0.0|0.0|46.0|5.0|
