|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
242.0|41769.0|AK_15|AC_100|2200.0|1.0|201.0|5.0|7.0|3.0|0.0|0.0|0.0|3.0|0.0|2.0|0.0|0.0|0.0|0.0|21.0|0.0|
247.0|41769.0|AK_15|AC_100|2215.0|1.0|196.0|7.0|6.0|3.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|30.0|3.0|
210.0|41769.0|AK_15|AC_100|2230.0|1.0|184.0|5.0|8.0|1.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|0.0|
209.0|41769.0|AK_15|AC_100|2245.0|1.0|181.0|4.0|6.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|15.0|0.0|
225.0|41769.0|AK_15|AC_100|2300.0|1.0|196.0|4.0|9.0|0.0|0.0|0.0|0.0|3.0|0.0|1.0|0.0|0.0|0.0|0.0|11.0|1.0|
188.0|41769.0|AK_15|AC_100|2315.0|1.0|164.0|5.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|12.0|0.0|
206.0|41769.0|AK_15|AC_100|2330.0|1.0|179.0|3.0|8.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|13.0|0.0|
190.0|41769.0|AK_15|AC_100|2345.0|1.0|177.0|3.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|0.0|
169.0|41769.0|AK_15|AC_100|0.0|1.0|149.0|3.0|3.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|0.0|0.0|9.0|2.0|
168.0|41769.0|AK_15|AC_100|15.0|1.0|153.0|3.0|1.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|9.0|0.0|
180.0|41769.0|AK_15|AC_100|30.0|1.0|169.0|1.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|1.0|1.0|0.0|6.0|0.0|
184.0|41769.0|AK_15|AC_100|45.0|1.0|180.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|1.0|
195.0|41769.0|AK_15|AC_100|100.0|1.0|179.0|2.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|0.0|2.0|0.0|0.0|0.0|9.0|0.0|
144.0|41769.0|AK_15|AC_100|115.0|1.0|140.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|
132.0|41769.0|AK_15|AC_100|130.0|1.0|122.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|9.0|0.0|
158.0|41769.0|AK_15|AC_100|145.0|1.0|147.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|8.0|1.0|
162.0|41769.0|AK_15|AC_100|200.0|1.0|155.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|5.0|0.0|
160.0|41769.0|AK_15|AC_100|215.0|1.0|148.0|0.0|0.0|1.0|0.0|0.0|0.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|8.0|0.0|
140.0|41769.0|AK_15|AC_100|230.0|1.0|134.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|3.0|0.0|0.0|0.0|2.0|0.0|
129.0|41769.0|AK_15|AC_100|245.0|1.0|122.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
129.0|41769.0|AK_15|AC_100|300.0|1.0|123.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|305-321 LLUEVE.
149.0|41769.0|AK_15|AC_100|315.0|1.0|139.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|3.0|0.0|0.0|5.0|0.0|305-321 LLUEVE.
111.0|41769.0|AK_15|AC_100|330.0|1.0|104.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|0.0|340-400 LLUVIA LEVE.
101.0|41769.0|AK_15|AC_100|345.0|1.0|101.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|340-400 LLUVIA LEVE.
102.0|41769.0|AK_15|AC_100|400.0|1.0|93.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|7.0|0.0|
74.0|41769.0|AK_15|AC_100|415.0|1.0|69.0|0.0|2.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
81.0|41769.0|AK_15|AC_100|430.0|1.0|68.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|4.0|0.0|
61.0|41769.0|AK_15|AC_100|445.0|1.0|52.0|2.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|2.0|
72.0|41769.0|AK_15|AC_100|500.0|1.0|56.0|3.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|5.0|0.0|
64.0|41769.0|AK_15|AC_100|515.0|1.0|51.0|2.0|7.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
89.0|41769.0|AK_15|AC_100|530.0|1.0|54.0|6.0|11.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|8.0|2.0|
94.0|41769.0|AK_15|AC_100|545.0|1.0|53.0|10.0|9.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|3.0|
111.0|41769.0|AK_15|AC_100|600.0|1.0|62.0|5.0|10.0|14.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|17.0|1.0|
131.0|41769.0|AK_15|AC_100|615.0|1.0|64.0|9.0|14.0|18.0|0.0|0.0|0.0|0.0|0.0|1.0|2.0|0.0|0.0|0.0|19.0|4.0|
