|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACION EN FORMATO DD/MM/AAA|VIA  ESPECIFICA DONDE SE EFECTUO LA TOMA DE INFORMACION|LOCALIZACION ESPECIFICA DONDE SE EFECTUO LA TOMA DE INFORMACION|PERIODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMOVILES|COLECTIVOS|BUSETA/BUSETON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUENO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACION
TOTAL MIXTOS|FECHA|VIA PRINCIPAL|VIA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
429.0|41877.0|AK_68|AC_9|2200.0|1.0|197.0|7.0|21.0|16.0|1.0|0.0|0.0|2.0|25.0|1.0|7.0|0.0|0.0|0.0|116.0|36.0|
451.0|41877.0|AK_68|AC_9|2215.0|1.0|187.0|8.0|32.0|24.0|0.0|0.0|0.0|8.0|29.0|3.0|8.0|0.0|0.0|0.0|121.0|31.0|
298.0|41877.0|AK_68|AC_9|2230.0|1.0|149.0|10.0|40.0|20.0|0.0|0.0|0.0|3.0|14.0|3.0|5.0|0.0|0.0|0.0|45.0|9.0|BAJA VOLUMEN DE MOTOS SIN RAZON
220.0|41877.0|AK_68|AC_9|2245.0|1.0|103.0|5.0|28.0|14.0|1.0|0.0|0.0|3.0|9.0|2.0|0.0|1.0|0.0|1.0|43.0|10.0|2248 PASA ALIMENTADOR EN TRANSITO_ 2245 BAJA VOLUMEN DE BUSETAS SIN RAZON
181.0|41877.0|AK_68|AC_9|2300.0|1.0|89.0|2.0|28.0|13.0|0.0|0.0|0.0|0.0|9.0|0.0|5.0|1.0|1.0|0.0|29.0|4.0|
135.0|41877.0|AK_68|AC_9|2315.0|1.0|76.0|3.0|17.0|8.0|2.0|0.0|0.0|2.0|5.0|1.0|3.0|1.0|0.0|0.0|14.0|3.0|
106.0|41877.0|AK_68|AC_9|2330.0|1.0|57.0|3.0|14.0|2.0|1.0|0.0|0.0|1.0|5.0|0.0|3.0|2.0|0.0|0.0|17.0|1.0|
119.0|41877.0|AK_68|AC_9|2345.0|1.0|59.0|2.0|20.0|5.0|2.0|0.0|0.0|0.0|4.0|1.0|4.0|1.0|1.0|0.0|20.0|0.0|
79.0|41877.0|AK_68|AC_9|0.0|1.0|48.0|0.0|7.0|3.0|0.0|0.0|0.0|1.0|2.0|0.0|2.0|1.0|0.0|1.0|14.0|0.0|
93.0|41877.0|AK_68|AC_9|15.0|1.0|54.0|0.0|12.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|2.0|1.0|0.0|0.0|22.0|0.0|
76.0|41877.0|AK_68|AC_9|30.0|1.0|50.0|0.0|2.0|0.0|3.0|0.0|0.0|3.0|1.0|1.0|3.0|0.0|0.0|0.0|13.0|0.0|
60.0|41877.0|AK_68|AC_9|45.0|1.0|45.0|0.0|0.0|0.0|6.0|0.0|0.0|2.0|1.0|0.0|3.0|0.0|0.0|0.0|3.0|0.0|
69.0|41877.0|AK_68|AC_9|100.0|1.0|47.0|0.0|1.0|0.0|3.0|0.0|0.0|5.0|0.0|0.0|2.0|0.0|0.0|2.0|9.0|0.0|
55.0|41877.0|AK_68|AC_9|115.0|1.0|41.0|0.0|1.0|0.0|2.0|0.0|0.0|3.0|0.0|0.0|1.0|2.0|1.0|0.0|4.0|0.0|
40.0|41877.0|AK_68|AC_9|130.0|1.0|29.0|1.0|2.0|0.0|0.0|0.0|0.0|3.0|1.0|0.0|3.0|0.0|0.0|0.0|1.0|0.0|
13.0|41877.0|AK_68|AC_9|145.0|1.0|3.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|3.0|0.0|0.0|1.0|4.0|0.0|
36.0|41877.0|AK_68|AC_9|200.0|1.0|32.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|2.0|0.0|0.0|0.0|1.0|0.0|
52.0|41877.0|AK_68|AC_9|215.0|1.0|41.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|4.0|0.0|1.0|0.0|4.0|0.0|
40.0|41877.0|AK_68|AC_9|230.0|1.0|31.0|0.0|0.0|0.0|3.0|0.0|0.0|1.0|0.0|0.0|3.0|0.0|0.0|0.0|2.0|0.0|
47.0|41877.0|AK_68|AC_9|245.0|1.0|33.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|1.0|1.0|4.0|0.0|0.0|2.0|3.0|0.0|
52.0|41877.0|AK_68|AC_9|300.0|1.0|28.0|2.0|2.0|0.0|6.0|0.0|0.0|1.0|0.0|3.0|3.0|1.0|1.0|2.0|3.0|0.0|
68.0|41877.0|AK_68|AC_9|315.0|1.0|35.0|1.0|1.0|0.0|14.0|0.0|0.0|2.0|0.0|7.0|4.0|0.0|0.0|1.0|2.0|1.0|
54.0|41877.0|AK_68|AC_9|330.0|1.0|30.0|1.0|1.0|1.0|2.0|0.0|0.0|1.0|0.0|1.0|6.0|3.0|0.0|0.0|7.0|1.0|
69.0|41877.0|AK_68|AC_9|345.0|1.0|37.0|5.0|4.0|0.0|4.0|0.0|0.0|2.0|0.0|1.0|5.0|5.0|2.0|2.0|1.0|1.0|
75.0|41877.0|AK_68|AC_9|400.0|1.0|48.0|1.0|3.0|0.0|3.0|0.0|0.0|3.0|0.0|1.0|6.0|1.0|0.0|0.0|5.0|4.0|
80.0|41877.0|AK_68|AC_9|415.0|1.0|50.0|3.0|2.0|1.0|2.0|0.0|0.0|4.0|3.0|1.0|4.0|0.0|0.0|0.0|10.0|0.0|
97.0|41877.0|AK_68|AC_9|430.0|1.0|52.0|3.0|8.0|0.0|1.0|0.0|0.0|8.0|8.0|2.0|9.0|0.0|0.0|0.0|6.0|0.0|
95.0|41877.0|AK_68|AC_9|445.0|1.0|46.0|4.0|12.0|0.0|0.0|0.0|0.0|8.0|11.0|1.0|3.0|1.0|5.0|0.0|3.0|1.0|
169.0|41877.0|AK_68|AC_9|500.0|1.0|57.0|7.0|18.0|5.0|0.0|0.0|0.0|17.0|22.0|5.0|16.0|1.0|3.0|4.0|11.0|3.0|
204.0|41877.0|AK_68|AC_9|515.0|1.0|63.0|11.0|27.0|11.0|0.0|0.0|0.0|21.0|25.0|5.0|13.0|4.0|3.0|5.0|10.0|6.0|
335.0|41877.0|AK_68|AC_9|530.0|1.0|167.0|11.0|23.0|21.0|0.0|0.0|0.0|28.0|24.0|3.0|21.0|0.0|0.0|1.0|31.0|5.0|
413.0|41877.0|AK_68|AC_9|545.0|1.0|221.0|10.0|25.0|25.0|0.0|0.0|0.0|20.0|22.0|9.0|18.0|1.0|6.0|0.0|44.0|12.0|
352.0|41877.0|AK_68|AC_9|600.0|1.0|155.0|14.0|27.0|21.0|0.0|0.0|0.0|13.0|16.0|5.0|20.0|6.0|0.0|3.0|56.0|16.0|POR CONGESTION EN LA VIA SE PASAN POR LA CALZADA RAPIDA POR ESO BAJA EL FLUJO VEHICULAR
423.0|41877.0|AK_68|AC_9|615.0|1.0|130.0|25.0|30.0|32.0|0.0|0.0|0.0|14.0|26.0|7.0|19.0|6.0|0.0|2.0|114.0|18.0|
496.0|41877.0|AK_68|AC_9|630.0|1.0|164.0|19.0|28.0|40.0|0.0|0.0|0.0|25.0|22.0|4.0|15.0|12.0|0.0|0.0|115.0|52.0|
432.0|41877.0|AK_68|AC_9|645.0|1.0|158.0|16.0|48.0|14.0|0.0|0.0|0.0|16.0|20.0|5.0|30.0|9.0|0.0|0.0|88.0|28.0|
402.0|41877.0|AK_68|AC_9|700.0|1.0|168.0|15.0|32.0|31.0|0.0|0.0|0.0|7.0|24.0|6.0|21.0|7.0|0.0|1.0|70.0|20.0|
441.0|41877.0|AK_68|AC_9|715.0|1.0|170.0|16.0|41.0|27.0|0.0|0.0|0.0|11.0|36.0|8.0|29.0|6.0|0.0|0.0|86.0|11.0|
425.0|41877.0|AK_68|AC_9|730.0|1.0|168.0|14.0|37.0|34.0|0.0|0.0|0.0|17.0|22.0|6.0|26.0|5.0|0.0|1.0|88.0|7.0|
439.0|41877.0|AK_68|AC_9|745.0|1.0|206.0|15.0|28.0|24.0|0.0|0.0|0.0|9.0|35.0|5.0|30.0|9.0|0.0|3.0|59.0|16.0|
421.0|41877.0|AK_68|AC_9|800.0|1.0|203.0|21.0|30.0|33.0|0.0|0.0|0.0|16.0|26.0|3.0|26.0|1.0|0.0|0.0|50.0|12.0|
472.0|41877.0|AK_68|AC_9|815.0|1.0|245.0|20.0|31.0|33.0|0.0|0.0|0.0|13.0|27.0|6.0|26.0|5.0|1.0|3.0|52.0|10.0|
474.0|41877.0|AK_68|AC_9|830.0|1.0|264.0|21.0|25.0|26.0|0.0|0.0|0.0|13.0|35.0|3.0|25.0|7.0|1.0|0.0|45.0|9.0|
