|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
395.0|41732.0|AK_80|AC_55_S|2200.0|1.0|156.0|8.0|12.0|8.0|2.0|0.0|0.0|6.0|9.0|0.0|6.0|0.0|1.0|4.0|168.0|15.0|
437.0|41732.0|AK_80|AC_55_S|2215.0|1.0|155.0|5.0|12.0|4.0|2.0|0.0|0.0|3.0|7.0|0.0|9.0|2.0|1.0|3.0|205.0|29.0|
414.0|41732.0|AK_80|AC_55_S|2230.0|1.0|171.0|8.0|9.0|14.0|1.0|0.0|0.0|9.0|3.0|0.0|7.0|2.0|1.0|3.0|164.0|22.0|
312.0|41732.0|AK_80|AC_55_S|2245.0|1.0|147.0|16.0|5.0|6.0|1.0|0.0|0.0|5.0|6.0|0.0|9.0|2.0|0.0|2.0|90.0|23.0|
186.0|41732.0|AK_80|AC_55_S|2300.0|1.0|100.0|6.0|7.0|5.0|0.0|0.0|0.0|5.0|2.0|0.0|5.0|3.0|0.0|2.0|51.0|0.0|
192.0|41732.0|AK_80|AC_55_S|2315.0|1.0|123.0|4.0|9.0|4.0|3.0|0.0|0.0|2.0|3.0|1.0|2.0|0.0|1.0|5.0|34.0|1.0|
179.0|41732.0|AK_80|AC_55_S|2330.0|1.0|111.0|5.0|7.0|0.0|1.0|0.0|0.0|0.0|4.0|0.0|6.0|0.0|4.0|1.0|34.0|6.0|
128.0|41732.0|AK_80|AC_55_S|2345.0|1.0|69.0|2.0|9.0|1.0|2.0|0.0|0.0|1.0|2.0|0.0|3.0|1.0|1.0|2.0|33.0|2.0|
106.0|41732.0|AK_80|AC_55_S|0.0|1.0|78.0|0.0|2.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|4.0|0.0|3.0|0.0|15.0|0.0|
89.0|41732.0|AK_80|AC_55_S|15.0|1.0|61.0|1.0|6.0|0.0|1.0|0.0|0.0|1.0|2.0|1.0|3.0|0.0|2.0|2.0|9.0|0.0|
73.0|41732.0|AK_80|AC_55_S|30.0|1.0|49.0|0.0|3.0|1.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|14.0|0.0|
82.0|41732.0|AK_80|AC_55_S|45.0|1.0|61.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|3.0|1.0|1.0|1.0|10.0|1.0|
91.0|41732.0|AK_80|AC_55_S|100.0|1.0|52.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|3.0|6.0|3.0|4.0|2.0|16.0|2.0|
73.0|41732.0|AK_80|AC_55_S|115.0|1.0|55.0|0.0|1.0|0.0|0.0|0.0|0.0|3.0|0.0|1.0|5.0|0.0|0.0|0.0|7.0|1.0|
69.0|41732.0|AK_80|AC_55_S|130.0|1.0|51.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|4.0|4.0|2.0|0.0|3.0|2.0|
57.0|41732.0|AK_80|AC_55_S|145.0|1.0|45.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|1.0|2.0|0.0|0.0|4.0|1.0|
70.0|41732.0|AK_80|AC_55_S|200.0|1.0|47.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|8.0|0.0|0.0|2.0|9.0|1.0|
62.0|41732.0|AK_80|AC_55_S|215.0|1.0|44.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|1.0|3.0|0.0|2.0|1.0|6.0|0.0|
47.0|41732.0|AK_80|AC_55_S|230.0|1.0|39.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|3.0|0.0|1.0|0.0|0.0|1.0|2.0|0.0|
74.0|41732.0|AK_80|AC_55_S|245.0|1.0|57.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|8.0|0.0|1.0|0.0|3.0|1.0|
75.0|41732.0|AK_80|AC_55_S|300.0|1.0|57.0|2.0|1.0|0.0|0.0|0.0|0.0|1.0|7.0|0.0|3.0|2.0|1.0|1.0|0.0|0.0|
92.0|41732.0|AK_80|AC_55_S|315.0|1.0|56.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|9.0|2.0|15.0|2.0|1.0|1.0|4.0|0.0|
87.0|41732.0|AK_80|AC_55_S|330.0|1.0|46.0|0.0|0.0|1.0|2.0|0.0|0.0|4.0|4.0|2.0|14.0|1.0|1.0|5.0|6.0|1.0|
92.0|41732.0|AK_80|AC_55_S|345.0|1.0|50.0|3.0|0.0|0.0|2.0|0.0|0.0|4.0|7.0|2.0|8.0|2.0|2.0|1.0|11.0|0.0|
134.0|41732.0|AK_80|AC_55_S|400.0|1.0|72.0|2.0|0.0|2.0|2.0|0.0|0.0|7.0|11.0|1.0|17.0|4.0|3.0|6.0|7.0|0.0|
100.0|41732.0|AK_80|AC_55_S|415.0|1.0|53.0|1.0|1.0|4.0|1.0|0.0|0.0|5.0|8.0|3.0|13.0|1.0|2.0|4.0|4.0|0.0|
111.0|41732.0|AK_80|AC_55_S|430.0|1.0|49.0|2.0|1.0|3.0|2.0|0.0|0.0|8.0|13.0|0.0|12.0|5.0|1.0|4.0|6.0|5.0|
141.0|41732.0|AK_80|AC_55_S|445.0|1.0|69.0|5.0|0.0|4.0|1.0|0.0|0.0|12.0|9.0|1.0|12.0|3.0|2.0|7.0|8.0|8.0|
154.0|41732.0|AK_80|AC_55_S|500.0|1.0|62.0|5.0|4.0|6.0|3.0|0.0|0.0|17.0|13.0|4.0|8.0|0.0|2.0|8.0|14.0|8.0|
219.0|41732.0|AK_80|AC_55_S|515.0|1.0|85.0|3.0|4.0|4.0|1.0|0.0|0.0|16.0|18.0|2.0|17.0|3.0|5.0|6.0|38.0|17.0|
270.0|41732.0|AK_80|AC_55_S|530.0|1.0|132.0|4.0|4.0|8.0|2.0|0.0|0.0|6.0|19.0|2.0|18.0|1.0|0.0|5.0|45.0|24.0|
291.0|41732.0|AK_80|AC_55_S|545.0|1.0|150.0|1.0|5.0|6.0|2.0|0.0|0.0|15.0|20.0|2.0|13.0|1.0|2.0|1.0|38.0|35.0|
268.0|41732.0|AK_80|AC_55_S|600.0|1.0|89.0|5.0|9.0|7.0|2.0|0.0|0.0|11.0|14.0|8.0|15.0|0.0|2.0|0.0|73.0|33.0|600-645 CONGESTIÓN VEHICULAR. 
