424.0|41794.0|AK_86|AC_72|830.0|2.0|224.0|13.0|2.0|19.0|0.0|0.0|0.0|8.0|0.0|13.0|24.0|3.0|1.0|1.0|116.0|0.0|
435.0|41794.0|AK_86|AC_72|845.0|2.0|233.0|12.0|2.0|13.0|0.0|0.0|0.0|9.0|0.0|22.0|29.0|2.0|1.0|0.0|110.0|2.0|
530.0|41794.0|AK_86|AC_72|1700.0|2.0|287.0|14.0|1.0|18.0|0.0|0.0|0.0|14.0|0.0|15.0|21.0|1.0|1.0|2.0|156.0|0.0|INICIA TURNO DE 1700-2000 CON CONGESTIÓN VEHICULAR.
579.0|41794.0|AK_86|AC_72|1715.0|2.0|273.0|9.0|2.0|13.0|0.0|0.0|0.0|16.0|0.0|10.0|25.0|1.0|0.0|1.0|229.0|0.0|CONGESTIÓN VEHICULAR.
575.0|41794.0|AK_86|AC_72|1730.0|2.0|284.0|11.0|1.0|16.0|0.0|0.0|0.0|10.0|0.0|17.0|16.0|2.0|0.0|0.0|218.0|0.0|CONGESTIÓN VEHICULAR.
595.0|41794.0|AK_86|AC_72|1745.0|2.0|274.0|11.0|3.0|12.0|0.0|0.0|0.0|6.0|1.0|13.0|16.0|1.0|1.0|0.0|257.0|0.0|CONGESTIÓN VEHICULAR.
578.0|41794.0|AK_86|AC_72|1800.0|2.0|293.0|13.0|2.0|12.0|0.0|0.0|0.0|11.0|1.0|15.0|18.0|0.0|0.0|2.0|211.0|0.0|CONGESTIÓN VEHICULAR.
610.0|41794.0|AK_86|AC_72|1815.0|2.0|271.0|11.0|4.0|17.0|0.0|0.0|0.0|9.0|4.0|15.0|17.0|0.0|0.0|0.0|262.0|0.0|CONGESTIÓN VEHICULAR.
580.0|41794.0|AK_86|AC_72|1830.0|2.0|293.0|10.0|3.0|16.0|0.0|0.0|0.0|7.0|1.0|10.0|14.0|4.0|0.0|0.0|222.0|0.0|CONGESTIÓN VEHICULAR.
443.0|41794.0|AK_86|AC_72|1845.0|2.0|198.0|8.0|2.0|8.0|0.0|0.0|0.0|3.0|0.0|7.0|19.0|1.0|1.0|1.0|195.0|0.0|CONGESTIÓN VEHICULAR.
531.0|41794.0|AK_86|AC_72|1900.0|2.0|288.0|14.0|5.0|16.0|0.0|0.0|0.0|10.0|1.0|6.0|21.0|3.0|0.0|0.0|167.0|0.0|CONGESTIÓN VEHICULAR.
524.0|41794.0|AK_86|AC_72|1915.0|2.0|289.0|11.0|2.0|16.0|0.0|0.0|0.0|10.0|2.0|12.0|10.0|1.0|1.0|1.0|169.0|0.0|CONGESTIÓN VEHICULAR.
513.0|41794.0|AK_86|AC_72|1930.0|2.0|294.0|12.0|1.0|15.0|0.0|0.0|0.0|7.0|3.0|10.0|15.0|1.0|0.0|2.0|152.0|1.0|CONGESTIÓN VEHICULAR.
478.0|41794.0|AK_86|AC_72|1945.0|2.0|299.0|10.0|0.0|15.0|0.0|0.0|0.0|7.0|0.0|7.0|14.0|2.0|1.0|3.0|120.0|0.0|TERMINA TURNO CON CONGESTIÓN VEHICULAR.
235.0|41794.0|AK_86|AC_72|600.0|3.0|68.0|24.0|29.0|18.0|1.0|0.0|0.0|11.0|2.0|1.0|6.0|3.0|0.0|0.0|20.0|52.0|
256.0|41794.0|AK_86|AC_72|615.0|3.0|70.0|18.0|30.0|27.0|1.0|0.0|0.0|12.0|0.0|0.0|6.0|1.0|2.0|0.0|42.0|47.0|
289.0|41794.0|AK_86|AC_72|630.0|3.0|89.0|17.0|35.0|21.0|2.0|0.0|0.0|9.0|0.0|3.0|6.0|1.0|3.0|0.0|57.0|46.0|
247.0|41794.0|AK_86|AC_72|645.0|3.0|54.0|14.0|46.0|15.0|1.0|0.0|0.0|7.0|0.0|0.0|4.0|0.0|0.0|0.0|58.0|48.0|
242.0|41794.0|AK_86|AC_72|700.0|3.0|57.0|22.0|43.0|24.0|1.0|0.0|0.0|3.0|0.0|0.0|4.0|1.0|0.0|0.0|50.0|37.0|
260.0|41794.0|AK_86|AC_72|715.0|3.0|66.0|24.0|36.0|23.0|1.0|0.0|0.0|4.0|0.0|1.0|6.0|1.0|0.0|0.0|58.0|40.0|
252.0|41794.0|AK_86|AC_72|730.0|3.0|68.0|21.0|37.0|15.0|0.0|0.0|0.0|5.0|0.0|4.0|5.0|0.0|0.0|0.0|60.0|37.0|
261.0|41794.0|AK_86|AC_72|745.0|3.0|75.0|29.0|35.0|23.0|2.0|0.0|0.0|4.0|0.0|0.0|5.0|1.0|0.0|0.0|50.0|37.0|
253.0|41794.0|AK_86|AC_72|800.0|3.0|86.0|22.0|45.0|16.0|1.0|0.0|0.0|4.0|0.0|0.0|4.0|3.0|0.0|0.0|49.0|23.0|
261.0|41794.0|AK_86|AC_72|815.0|3.0|105.0|23.0|27.0|15.0|1.0|0.0|0.0|4.0|0.0|2.0|5.0|0.0|1.0|1.0|48.0|29.0|
298.0|41794.0|AK_86|AC_72|830.0|3.0|152.0|20.0|26.0|16.0|3.0|0.0|0.0|3.0|0.0|1.0|4.0|3.0|0.0|2.0|45.0|23.0|
311.0|41794.0|AK_86|AC_72|845.0|3.0|172.0|17.0|19.0|12.0|1.0|0.0|0.0|4.0|0.0|5.0|5.0|1.0|0.0|2.0|44.0|29.0|
332.0|41794.0|AK_86|AC_72|1700.0|3.0|145.0|16.0|36.0|19.0|2.0|0.0|0.0|19.0|0.0|1.0|10.0|1.0|0.0|0.0|56.0|27.0|
330.0|41794.0|AK_86|AC_72|1715.0|3.0|153.0|18.0|37.0|11.0|1.0|0.0|0.0|12.0|0.0|0.0|8.0|2.0|0.0|0.0|67.0|21.0|
359.0|41794.0|AK_86|AC_72|1730.0|3.0|149.0|21.0|40.0|22.0|1.0|0.0|0.0|32.0|0.0|2.0|9.0|3.0|0.0|0.0|58.0|22.0|
296.0|41794.0|AK_86|AC_72|1745.0|3.0|113.0|19.0|34.0|17.0|1.0|0.0|0.0|18.0|0.0|2.0|14.0|0.0|0.0|1.0|63.0|14.0|
319.0|41794.0|AK_86|AC_72|1800.0|3.0|138.0|18.0|35.0|13.0|2.0|0.0|0.0|8.0|0.0|4.0|14.0|0.0|0.0|0.0|67.0|20.0|
293.0|41794.0|AK_86|AC_72|1815.0|3.0|141.0|13.0|30.0|12.0|1.0|0.0|0.0|11.0|1.0|2.0|12.0|0.0|0.0|0.0|51.0|19.0|
285.0|41794.0|AK_86|AC_72|1830.0|3.0|133.0|17.0|26.0|13.0|0.0|0.0|0.0|11.0|0.0|1.0|9.0|0.0|0.0|0.0|53.0|22.0|
270.0|41794.0|AK_86|AC_72|1845.0|3.0|119.0|16.0|23.0|12.0|2.0|0.0|0.0|8.0|0.0|7.0|16.0|0.0|0.0|0.0|49.0|18.0|
269.0|41794.0|AK_86|AC_72|1900.0|3.0|133.0|19.0|23.0|15.0|1.0|0.0|0.0|5.0|0.0|0.0|14.0|1.0|2.0|0.0|45.0|11.0|
271.0|41794.0|AK_86|AC_72|1915.0|3.0|152.0|9.0|25.0|13.0|0.0|0.0|0.0|8.0|0.0|1.0|9.0|2.0|2.0|0.0|42.0|8.0|
248.0|41794.0|AK_86|AC_72|1930.0|3.0|128.0|14.0|20.0|11.0|3.0|0.0|0.0|1.0|1.0|0.0|10.0|1.0|7.0|2.0|38.0|12.0|
255.0|41794.0|AK_86|AC_72|1945.0|3.0|154.0|12.0|20.0|9.0|1.0|0.0|0.0|2.0|0.0|3.0|2.0|0.0|0.0|0.0|37.0|15.0|
257.0|41794.0|AK_86|AC_72|600.0|4.0|110.0|18.0|17.0|27.0|1.0|0.0|0.0|26.0|0.0|1.0|2.0|0.0|0.0|0.0|46.0|9.0|
285.0|41794.0|AK_86|AC_72|615.0|4.0|103.0|20.0|31.0|31.0|1.0|0.0|0.0|28.0|0.0|3.0|1.0|0.0|0.0|0.0|42.0|25.0|
307.0|41794.0|AK_86|AC_72|630.0|4.0|103.0|25.0|32.0|21.0|1.0|0.0|0.0|28.0|0.0|1.0|6.0|0.0|0.0|0.0|63.0|27.0|
324.0|41794.0|AK_86|AC_72|645.0|4.0|117.0|25.0|29.0|26.0|2.0|0.0|0.0|35.0|0.0|3.0|9.0|0.0|0.0|0.0|57.0|21.0|
294.0|41794.0|AK_86|AC_72|700.0|4.0|101.0|24.0|33.0|38.0|1.0|0.0|0.0|17.0|0.0|7.0|4.0|0.0|0.0|0.0|51.0|18.0|
279.0|41794.0|AK_86|AC_72|715.0|4.0|85.0|27.0|29.0|29.0|2.0|0.0|0.0|13.0|0.0|4.0|8.0|0.0|0.0|0.0|70.0|12.0|
273.0|41794.0|AK_86|AC_72|730.0|4.0|98.0|21.0|30.0|28.0|0.0|0.0|0.0|17.0|0.0|3.0|4.0|0.0|0.0|0.0|59.0|13.0|
274.0|41794.0|AK_86|AC_72|745.0|4.0|106.0|23.0|33.0|29.0|1.0|0.0|0.0|5.0|0.0|1.0|5.0|0.0|0.0|0.0|51.0|20.0|
263.0|41794.0|AK_86|AC_72|800.0|4.0|87.0|20.0|34.0|31.0|1.0|0.0|0.0|3.0|0.0|2.0|6.0|0.0|0.0|0.0|65.0|14.0|
295.0|41794.0|AK_86|AC_72|815.0|4.0|100.0|26.0|49.0|29.0|3.0|0.0|0.0|9.0|0.0|1.0|10.0|0.0|0.0|0.0|51.0|17.0|
332.0|41794.0|AK_86|AC_72|830.0|4.0|147.0|28.0|45.0|34.0|1.0|0.0|0.0|7.0|0.0|3.0|9.0|0.0|0.0|0.0|34.0|24.0|
333.0|41794.0|AK_86|AC_72|845.0|4.0|154.0|23.0|46.0|34.0|1.0|0.0|0.0|8.0|0.0|5.0|9.0|0.0|0.0|0.0|37.0|16.0|
478.0|41794.0|AK_86|AC_72|1700.0|4.0|213.0|22.0|30.0|25.0|1.0|0.0|0.0|14.0|0.0|7.0|9.0|0.0|0.0|0.0|109.0|48.0|
467.0|41794.0|AK_86|AC_72|1715.0|4.0|192.0|24.0|25.0|28.0|1.0|0.0|0.0|13.0|0.0|7.0|5.0|0.0|0.0|0.0|115.0|57.0|
473.0|41794.0|AK_86|AC_72|1730.0|4.0|207.0|19.0|24.0|25.0|1.0|0.0|0.0|20.0|0.0|3.0|3.0|0.0|0.0|0.0|107.0|64.0|
453.0|41794.0|AK_86|AC_72|1745.0|4.0|190.0|16.0|17.0|23.0|2.0|0.0|0.0|19.0|0.0|2.0|8.0|0.0|0.0|0.0|122.0|54.0|
455.0|41794.0|AK_86|AC_72|1800.0|4.0|201.0|23.0|33.0|28.0|1.0|0.0|0.0|19.0|0.0|0.0|8.0|3.0|0.0|0.0|78.0|61.0|1810 CONGESTIÓN VEHICULAR.
431.0|41794.0|AK_86|AC_72|1815.0|4.0|195.0|18.0|33.0|23.0|1.0|0.0|0.0|17.0|1.0|1.0|5.0|0.0|0.0|0.0|78.0|59.0|
422.0|41794.0|AK_86|AC_72|1830.0|4.0|197.0|19.0|21.0|29.0|2.0|0.0|0.0|13.0|1.0|0.0|6.0|0.0|0.0|0.0|76.0|58.0|
334.0|41794.0|AK_86|AC_72|1845.0|4.0|164.0|18.0|21.0|18.0|1.0|0.0|0.0|6.0|0.0|1.0|3.0|0.0|0.0|0.0|68.0|34.0|
433.0|41794.0|AK_86|AC_72|1900.0|4.0|186.0|15.0|33.0|41.0|0.0|0.0|0.0|6.0|1.0|2.0|6.0|1.0|0.0|0.0|81.0|61.0|
374.0|41794.0|AK_86|AC_72|1915.0|4.0|172.0|25.0|39.0|32.0|1.0|0.0|0.0|9.0|0.0|1.0|5.0|0.0|0.0|0.0|48.0|42.0|
356.0|41794.0|AK_86|AC_72|1930.0|4.0|195.0|19.0|30.0|23.0|3.0|0.0|0.0|3.0|0.0|0.0|4.0|0.0|0.0|0.0|47.0|32.0|
355.0|41794.0|AK_86|AC_72|1945.0|4.0|190.0|19.0|37.0|26.0|0.0|0.0|0.0|5.0|0.0|1.0|5.0|0.0|0.0|0.0|44.0|28.0|
MIERCOLES|2014-06-04|17606|AK_86_AC_72|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN
