|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
145.0|41781.0|KR_77G|CL_59_S|2200.0|1.0|59.0|6.0|0.0|3.0|7.0|0.0|0.0|0.0|14.0|0.0|2.0|0.0|0.0|3.0|51.0|0.0|
123.0|41781.0|KR_77G|CL_59_S|2215.0|1.0|55.0|2.0|2.0|1.0|3.0|0.0|0.0|1.0|17.0|2.0|3.0|2.0|3.0|0.0|31.0|1.0|
138.0|41781.0|KR_77G|CL_59_S|2230.0|1.0|75.0|2.0|0.0|0.0|3.0|0.0|0.0|1.0|13.0|1.0|4.0|2.0|2.0|6.0|26.0|3.0|
155.0|41781.0|KR_77G|CL_59_S|2245.0|1.0|69.0|0.0|2.0|0.0|4.0|0.0|0.0|0.0|20.0|0.0|5.0|1.0|1.0|2.0|50.0|1.0|
133.0|41781.0|KR_77G|CL_59_S|2300.0|1.0|62.0|0.0|0.0|1.0|6.0|0.0|0.0|2.0|9.0|0.0|3.0|3.0|3.0|1.0|40.0|3.0|
140.0|41781.0|KR_77G|CL_59_S|2315.0|1.0|61.0|2.0|4.0|0.0|7.0|0.0|0.0|2.0|15.0|1.0|11.0|3.0|4.0|3.0|26.0|1.0|
94.0|41781.0|KR_77G|CL_59_S|2330.0|1.0|53.0|0.0|0.0|1.0|4.0|0.0|0.0|2.0|9.0|0.0|4.0|4.0|0.0|1.0|16.0|0.0|
72.0|41781.0|KR_77G|CL_59_S|2345.0|1.0|42.0|2.0|0.0|0.0|2.0|0.0|0.0|0.0|12.0|0.0|0.0|3.0|0.0|1.0|10.0|0.0|
89.0|41781.0|KR_77G|CL_59_S|0.0|1.0|58.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|7.0|0.0|4.0|3.0|1.0|3.0|10.0|1.0|
82.0|41781.0|KR_77G|CL_59_S|15.0|1.0|50.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|7.0|2.0|8.0|1.0|0.0|1.0|9.0|1.0|
62.0|41781.0|KR_77G|CL_59_S|30.0|1.0|38.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|7.0|0.0|1.0|0.0|5.0|0.0|8.0|1.0|
60.0|41781.0|KR_77G|CL_59_S|45.0|1.0|39.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|6.0|1.0|7.0|0.0|0.0|0.0|5.0|1.0|
59.0|41781.0|KR_77G|CL_59_S|100.0|1.0|36.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|7.0|0.0|1.0|4.0|0.0|0.0|8.0|0.0|
45.0|41781.0|KR_77G|CL_59_S|115.0|1.0|26.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|4.0|5.0|2.0|1.0|2.0|0.0|
33.0|41781.0|KR_77G|CL_59_S|130.0|1.0|21.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|3.0|0.0|0.0|4.0|1.0|1.0|2.0|0.0|
42.0|41781.0|KR_77G|CL_59_S|145.0|1.0|27.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|4.0|1.0|4.0|3.0|0.0|1.0|0.0|0.0|
59.0|41781.0|KR_77G|CL_59_S|200.0|1.0|34.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|0.0|7.0|1.0|1.0|1.0|5.0|1.0|
39.0|41781.0|KR_77G|CL_59_S|215.0|1.0|20.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|6.0|1.0|3.0|1.0|1.0|1.0|5.0|0.0|
37.0|41781.0|KR_77G|CL_59_S|230.0|1.0|24.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|5.0|1.0|1.0|1.0|4.0|0.0|
53.0|41781.0|KR_77G|CL_59_S|245.0|1.0|39.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|3.0|3.0|1.0|1.0|1.0|0.0|
59.0|41781.0|KR_77G|CL_59_S|300.0|1.0|30.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|10.0|1.0|9.0|3.0|0.0|0.0|4.0|0.0|
66.0|41781.0|KR_77G|CL_59_S|315.0|1.0|31.0|2.0|0.0|2.0|0.0|0.0|0.0|1.0|7.0|2.0|9.0|5.0|2.0|2.0|3.0|0.0|
95.0|41781.0|KR_77G|CL_59_S|330.0|1.0|43.0|1.0|1.0|2.0|1.0|0.0|0.0|0.0|16.0|0.0|13.0|3.0|5.0|1.0|9.0|0.0|
95.0|41781.0|KR_77G|CL_59_S|345.0|1.0|58.0|2.0|0.0|2.0|3.0|0.0|0.0|3.0|10.0|3.0|4.0|2.0|2.0|1.0|5.0|0.0|
103.0|41781.0|KR_77G|CL_59_S|400.0|1.0|50.0|1.0|1.0|2.0|3.0|0.0|0.0|4.0|11.0|2.0|12.0|0.0|0.0|8.0|8.0|1.0|
105.0|41781.0|KR_77G|CL_59_S|415.0|1.0|49.0|7.0|1.0|7.0|1.0|0.0|0.0|5.0|15.0|1.0|8.0|1.0|1.0|3.0|6.0|0.0|
112.0|41781.0|KR_77G|CL_59_S|430.0|1.0|52.0|3.0|5.0|3.0|3.0|0.0|0.0|6.0|16.0|2.0|10.0|1.0|2.0|4.0|4.0|1.0|
193.0|41781.0|KR_77G|CL_59_S|445.0|1.0|93.0|2.0|3.0|8.0|5.0|0.0|0.0|21.0|7.0|3.0|14.0|5.0|2.0|2.0|23.0|5.0|
287.0|41781.0|KR_77G|CL_59_S|500.0|1.0|160.0|1.0|1.0|8.0|2.0|0.0|0.0|10.0|17.0|4.0|19.0|4.0|6.0|6.0|48.0|1.0|
281.0|41781.0|KR_77G|CL_59_S|515.0|1.0|153.0|5.0|2.0|7.0|5.0|0.0|0.0|2.0|11.0|0.0|12.0|4.0|4.0|2.0|71.0|3.0|515 CONGESTIÓN VEHICULAR.
315.0|41781.0|KR_77G|CL_59_S|530.0|1.0|160.0|8.0|1.0|3.0|2.0|0.0|0.0|6.0|14.0|0.0|17.0|3.0|2.0|4.0|94.0|1.0|CONGESTIÓN VEHICULAR.
305.0|41781.0|KR_77G|CL_59_S|545.0|1.0|144.0|4.0|2.0|6.0|4.0|0.0|0.0|5.0|12.0|4.0|20.0|4.0|2.0|5.0|92.0|1.0|CONGESTIÓN VEHICULAR.
276.0|41781.0|KR_77G|CL_59_S|600.0|1.0|120.0|5.0|2.0|1.0|3.0|0.0|0.0|5.0|13.0|2.0|11.0|3.0|1.0|2.0|105.0|3.0|
