|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACION EN FORMATO DD/MM/AAA|VIA  ESPECIFICA DONDE SE EFECTUO LA TOMA DE INFORMACION|LOCALIZACION ESPECIFICA DONDE SE EFECTUO LA TOMA DE INFORMACION|PERIODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMOVILES|COLECTIVOS|BUSETA/BUSETON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUENO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACION
TOTAL MIXTOS|FECHA|VIA PRINCIPAL|VIA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
577.0|41874.0|AK_30|AC_53|2200.0|1.0|366.0|6.0|3.0|4.0|0.0|0.0|0.0|5.0|0.0|3.0|23.0|5.0|1.0|1.0|159.0|1.0|
426.0|41874.0|AK_30|AC_53|2215.0|1.0|285.0|4.0|1.0|6.0|0.0|0.0|0.0|2.0|0.0|1.0|11.0|5.0|2.0|4.0|105.0|0.0|
355.0|41874.0|AK_30|AC_53|2230.0|1.0|260.0|3.0|1.0|3.0|0.0|0.0|0.0|3.0|1.0|0.0|20.0|4.0|1.0|4.0|54.0|1.0|
285.0|41874.0|AK_30|AC_53|2245.0|1.0|188.0|1.0|0.0|2.0|0.0|0.0|0.0|3.0|2.0|0.0|15.0|1.0|1.0|6.0|66.0|0.0|
251.0|41874.0|AK_30|AC_53|2300.0|1.0|180.0|3.0|3.0|3.0|0.0|0.0|0.0|2.0|0.0|1.0|15.0|5.0|0.0|3.0|36.0|0.0|
260.0|41874.0|AK_30|AC_53|2315.0|1.0|182.0|1.0|6.0|1.0|0.0|0.0|0.0|3.0|0.0|2.0|15.0|8.0|1.0|1.0|40.0|0.0|
213.0|41874.0|AK_30|AC_53|2330.0|1.0|161.0|0.0|5.0|3.0|0.0|0.0|0.0|2.0|0.0|0.0|11.0|3.0|1.0|5.0|22.0|0.0|
223.0|41874.0|AK_30|AC_53|2345.0|1.0|168.0|0.0|0.0|3.0|0.0|0.0|0.0|1.0|0.0|1.0|14.0|3.0|0.0|6.0|26.0|1.0|
182.0|41874.0|AK_30|AC_53|0.0|1.0|132.0|0.0|3.0|2.0|0.0|0.0|0.0|2.0|0.0|0.0|15.0|6.0|0.0|1.0|21.0|0.0|
154.0|41874.0|AK_30|AC_53|15.0|1.0|108.0|0.0|2.0|0.0|0.0|0.0|0.0|2.0|1.0|0.0|16.0|4.0|0.0|2.0|19.0|0.0|
151.0|41874.0|AK_30|AC_53|30.0|1.0|112.0|0.0|3.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|14.0|2.0|0.0|5.0|12.0|1.0|
