|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
190.0|41692.0|KR_77G|CL_59_S|2200.0|1.0|109.0|5.0|3.0|2.0|6.0|0.0|0.0|2.0|25.0|5.0|0.0|0.0|0.0|1.0|32.0|0.0|
165.0|41692.0|KR_77G|CL_59_S|2215.0|1.0|62.0|2.0|1.0|1.0|2.0|0.0|0.0|3.0|25.0|2.0|2.0|2.0|0.0|2.0|61.0|0.0|
192.0|41692.0|KR_77G|CL_59_S|2230.0|1.0|83.0|3.0|2.0|1.0|7.0|0.0|0.0|3.0|22.0|1.0|6.0|0.0|2.0|1.0|59.0|2.0|
183.0|41692.0|KR_77G|CL_59_S|2245.0|1.0|87.0|7.0|0.0|1.0|5.0|0.0|0.0|4.0|18.0|1.0|5.0|1.0|3.0|0.0|50.0|1.0|
148.0|41692.0|KR_77G|CL_59_S|2300.0|1.0|74.0|4.0|2.0|0.0|1.0|0.0|0.0|2.0|21.0|1.0|2.0|1.0|3.0|0.0|36.0|1.0|
141.0|41692.0|KR_77G|CL_59_S|2315.0|1.0|79.0|2.0|3.0|0.0|3.0|0.0|0.0|1.0|20.0|1.0|6.0|4.0|1.0|0.0|20.0|1.0|
138.0|41692.0|KR_77G|CL_59_S|2330.0|1.0|75.0|1.0|2.0|0.0|2.0|0.0|0.0|2.0|15.0|2.0|6.0|5.0|1.0|0.0|26.0|1.0|
94.0|41692.0|KR_77G|CL_59_S|2345.0|1.0|54.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|14.0|0.0|3.0|2.0|1.0|0.0|15.0|1.0|
112.0|41692.0|KR_77G|CL_59_S|0.0|1.0|58.0|1.0|0.0|0.0|4.0|0.0|0.0|2.0|16.0|0.0|2.0|3.0|1.0|0.0|24.0|1.0|
92.0|41692.0|KR_77G|CL_59_S|15.0|1.0|59.0|1.0|0.0|1.0|2.0|0.0|0.0|1.0|12.0|0.0|3.0|3.0|0.0|0.0|10.0|0.0|
83.0|41692.0|KR_77G|CL_59_S|30.0|1.0|54.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|10.0|0.0|6.0|5.0|0.0|1.0|6.0|0.0|
83.0|41692.0|KR_77G|CL_59_S|45.0|1.0|50.0|0.0|0.0|2.0|2.0|0.0|0.0|0.0|12.0|0.0|2.0|6.0|0.0|1.0|7.0|1.0|
80.0|41692.0|KR_77G|CL_59_S|100.0|1.0|41.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|8.0|2.0|3.0|2.0|1.0|5.0|14.0|1.0|
