|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
587.0|41678.0|AK_86|AC_17|2200.0|1.0|351.0|4.0|14.0|18.0|3.0|1.0|0.0|3.0|6.0|8.0|16.0|0.0|0.0|3.0|156.0|4.0|
639.0|41678.0|AK_86|AC_17|2215.0|1.0|387.0|7.0|14.0|11.0|0.0|2.0|0.0|7.0|2.0|0.0|12.0|2.0|0.0|2.0|190.0|3.0|
530.0|41678.0|AK_86|AC_17|2230.0|1.0|349.0|8.0|11.0|15.0|2.0|1.0|0.0|6.0|1.0|2.0|11.0|0.0|1.0|1.0|117.0|5.0|
469.0|41678.0|AK_86|AC_17|2245.0|1.0|312.0|4.0|6.0|15.0|1.0|4.0|0.0|3.0|2.0|2.0|9.0|2.0|0.0|2.0|105.0|2.0|
395.0|41678.0|AK_86|AC_17|2300.0|1.0|275.0|4.0|13.0|7.0|2.0|0.0|0.0|5.0|1.0|0.0|8.0|3.0|2.0|0.0|72.0|3.0|
421.0|41678.0|AK_86|AC_17|2315.0|1.0|296.0|4.0|24.0|15.0|2.0|2.0|0.0|3.0|0.0|0.0|5.0|2.0|1.0|1.0|61.0|5.0|
332.0|41678.0|AK_86|AC_17|2330.0|1.0|243.0|3.0|16.0|5.0|7.0|0.0|0.0|2.0|0.0|0.0|7.0|0.0|0.0|0.0|46.0|3.0|
308.0|41678.0|AK_86|AC_17|2345.0|1.0|237.0|4.0|13.0|10.0|3.0|0.0|0.0|0.0|0.0|2.0|3.0|2.0|0.0|0.0|34.0|0.0|
226.0|41678.0|AK_86|AC_17|0.0|1.0|175.0|2.0|11.0|5.0|3.0|0.0|0.0|1.0|1.0|2.0|4.0|3.0|1.0|2.0|15.0|1.0|
192.0|41678.0|AK_86|AC_17|15.0|1.0|143.0|3.0|14.0|2.0|0.0|2.0|0.0|3.0|0.0|6.0|4.0|4.0|0.0|0.0|11.0|0.0|
188.0|41678.0|AK_86|AC_17|30.0|1.0|148.0|2.0|10.0|0.0|0.0|0.0|0.0|6.0|0.0|4.0|3.0|0.0|0.0|3.0|12.0|0.0|
184.0|41678.0|AK_86|AC_17|45.0|1.0|151.0|2.0|2.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|6.0|0.0|0.0|2.0|19.0|0.0|
151.0|41678.0|AK_86|AC_17|100.0|1.0|118.0|1.0|2.0|0.0|0.0|0.0|0.0|2.0|1.0|0.0|8.0|0.0|0.0|0.0|17.0|2.0|
