|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
AC_26|41797.0|AC_26|TV_93|2200.0|1.0|82.0|7.0|7.0|2.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|2.0|0.0|0.0|12.0|16.0|
AC_26|41797.0|AC_26|TV_93|2215.0|1.0|92.0|8.0|8.0|2.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|8.0|1.0|
AC_26|41797.0|AC_26|TV_93|2230.0|1.0|67.0|5.0|6.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|3.0|0.0|0.0|0.0|5.0|6.0|
AC_26|41797.0|AC_26|TV_93|2245.0|1.0|58.0|2.0|7.0|1.0|0.0|0.0|0.0|2.0|0.0|0.0|2.0|0.0|0.0|0.0|4.0|3.0|
AC_26|41797.0|AC_26|TV_93|2300.0|1.0|51.0|4.0|6.0|1.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|7.0|
AC_26|41797.0|AC_26|TV_93|2315.0|1.0|42.0|2.0|4.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|6.0|5.0|
AC_26|41797.0|AC_26|TV_93|2330.0|1.0|48.0|1.0|2.0|0.0|0.0|0.0|0.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|4.0|2.0|
AC_26|41797.0|AC_26|TV_93|2345.0|1.0|35.0|0.0|2.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|2.0|0.0|0.0|0.0|4.0|2.0|
AC_26|41797.0|AC_26|TV_93|0.0|1.0|46.0|2.0|1.0|0.0|0.0|0.0|0.0|6.0|1.0|0.0|1.0|0.0|0.0|0.0|2.0|3.0|
AC_26|41797.0|AC_26|TV_93|15.0|1.0|47.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|3.0|2.0|
AC_26|41797.0|AC_26|TV_93|30.0|1.0|39.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|2.0|
AC_26|41797.0|AC_26|TV_93|45.0|1.0|47.0|0.0|1.0|0.0|0.0|0.0|0.0|3.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|
AC_26|41797.0|AC_26|TV_93|100.0|1.0|33.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
AC_26|41797.0|AC_26|TV_93|115.0|1.0|24.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|
AC_26|41797.0|AC_26|TV_93|130.0|1.0|16.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|
AC_26|41797.0|AC_26|TV_93|145.0|1.0|15.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|
AC_26|41797.0|AC_26|TV_93|200.0|1.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|
AC_26|41797.0|AC_26|TV_93|215.0|1.0|19.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|
AC_26|41797.0|AC_26|TV_93|230.0|1.0|21.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|2.0|
AC_26|41797.0|AC_26|TV_93|245.0|1.0|22.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|
AC_26|41797.0|AC_26|TV_93|300.0|1.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|2.0|
AC_26|41797.0|AC_26|TV_93|315.0|1.0|24.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|3.0|2.0|
AC_26|41797.0|AC_26|TV_93|330.0|1.0|21.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|2.0|0.0|0.0|0.0|3.0|5.0|
AC_26|41797.0|AC_26|TV_93|345.0|1.0|24.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|10.0|8.0|
AC_26|41797.0|AC_26|TV_93|400.0|1.0|29.0|4.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|3.0|10.0|
AC_26|41797.0|AC_26|TV_93|415.0|1.0|25.0|4.0|2.0|0.0|0.0|0.0|0.0|2.0|0.0|1.0|1.0|0.0|0.0|0.0|3.0|8.0|
AC_26|41797.0|AC_26|TV_93|430.0|1.0|51.0|7.0|5.0|0.0|0.0|0.0|0.0|10.0|0.0|0.0|3.0|0.0|0.0|0.0|11.0|16.0|
AC_26|41797.0|AC_26|TV_93|445.0|1.0|53.0|10.0|4.0|1.0|0.0|0.0|0.0|6.0|0.0|0.0|1.0|1.0|0.0|0.0|7.0|17.0|
AC_26|41797.0|AC_26|TV_93|500.0|1.0|66.0|13.0|10.0|4.0|0.0|0.0|0.0|3.0|0.0|0.0|2.0|1.0|0.0|0.0|6.0|46.0|
AC_26|41797.0|AC_26|TV_93|515.0|1.0|65.0|18.0|9.0|4.0|0.0|0.0|0.0|2.0|0.0|1.0|1.0|0.0|0.0|0.0|12.0|72.0|
AC_26|41797.0|AC_26|TV_93|530.0|1.0|122.0|17.0|5.0|3.0|0.0|0.0|0.0|2.0|0.0|1.0|4.0|1.0|0.0|0.0|11.0|102.0|
AC_26|41797.0|AC_26|TV_93|545.0|1.0|85.0|18.0|5.0|1.0|0.0|0.0|0.0|2.0|0.0|1.0|2.0|0.0|0.0|0.0|17.0|82.0|
AC_26|41797.0|AC_26|TV_93|600.0|1.0|61.0|16.0|6.0|3.0|0.0|0.0|0.0|2.0|0.0|1.0|0.0|1.0|0.0|0.0|13.0|80.0|APARTIR DE LAS 6:00 EMPIEZAN A SUBIR LAS BICICLETAS HASTA LAS 7:15 
