|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
308.0|41696.0|AK_7|AC_45|2200.0|1.0|196.0|3.0|0.0|7.0|0.0|0.0|0.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|98.0|1.0|
198.0|41696.0|AK_7|AC_45|2215.0|1.0|117.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|73.0|3.0|
186.0|41696.0|AK_7|AC_45|2230.0|1.0|130.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|45.0|4.0|
150.0|41696.0|AK_7|AC_45|2245.0|1.0|98.0|0.0|0.0|6.0|0.0|0.0|0.0|3.0|0.0|2.0|0.0|0.0|0.0|0.0|40.0|1.0|
126.0|41696.0|AK_7|AC_45|2300.0|1.0|94.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|25.0|1.0|
111.0|41696.0|AK_7|AC_45|2315.0|1.0|84.0|0.0|0.0|3.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|20.0|2.0|
104.0|41696.0|AK_7|AC_45|2330.0|1.0|75.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|26.0|3.0|
105.0|41696.0|AK_7|AC_45|2345.0|1.0|82.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|20.0|0.0|
84.0|41696.0|AK_7|AC_45|0.0|1.0|67.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|12.0|2.0|
73.0|41696.0|AK_7|AC_45|15.0|1.0|55.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|16.0|0.0|
61.0|41696.0|AK_7|AC_45|30.0|1.0|49.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|12.0|0.0|
53.0|41696.0|AK_7|AC_45|45.0|1.0|37.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|11.0|1.0|
39.0|41696.0|AK_7|AC_45|100.0|1.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|7.0|1.0|
33.0|41696.0|AK_7|AC_45|115.0|1.0|27.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|0.0|
36.0|41696.0|AK_7|AC_45|130.0|1.0|30.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|
23.0|41696.0|AK_7|AC_45|145.0|1.0|20.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
32.0|41696.0|AK_7|AC_45|200.0|1.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
24.0|41696.0|AK_7|AC_45|215.0|1.0|21.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|
22.0|41696.0|AK_7|AC_45|230.0|1.0|22.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
24.0|41696.0|AK_7|AC_45|245.0|1.0|21.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|
23.0|41696.0|AK_7|AC_45|300.0|1.0|20.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
13.0|41696.0|AK_7|AC_45|315.0|1.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
24.0|41696.0|AK_7|AC_45|330.0|1.0|20.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|3.0|0.0|
10.0|41696.0|AK_7|AC_45|345.0|1.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|
10.0|41696.0|AK_7|AC_45|400.0|1.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
24.0|41696.0|AK_7|AC_45|415.0|1.0|17.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|4.0|1.0|
23.0|41696.0|AK_7|AC_45|430.0|1.0|17.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|
36.0|41696.0|AK_7|AC_45|445.0|1.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|2.0|0.0|0.0|4.0|0.0|
36.0|41696.0|AK_7|AC_45|500.0|1.0|26.0|1.0|0.0|3.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|3.0|0.0|
65.0|41696.0|AK_7|AC_45|515.0|1.0|37.0|4.0|0.0|4.0|0.0|0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|3.0|
131.0|41696.0|AK_7|AC_45|530.0|1.0|90.0|4.0|1.0|10.0|0.0|0.0|0.0|5.0|0.0|0.0|1.0|2.0|0.0|0.0|17.0|1.0|
250.0|41696.0|AK_7|AC_45|545.0|1.0|207.0|0.0|2.0|20.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|18.0|1.0|REVISADO SIN DIFERENCIA CON FORMATO
284.0|41696.0|AK_7|AC_45|2200.0|2.0|225.0|4.0|1.0|16.0|0.0|0.0|0.0|2.0|0.0|0.0|2.0|0.0|0.0|0.0|31.0|3.0|
210.0|41696.0|AK_7|AC_45|2215.0|2.0|172.0|1.0|0.0|11.0|0.0|0.0|0.0|2.0|1.0|0.0|0.0|0.0|0.0|0.0|16.0|7.0|
