|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
387.0|41832.0|AK_86|AC_80|2200.0|1.0|301.0|4.0|6.0|11.0|2.0|0.0|0.0|3.0|0.0|1.0|4.0|1.0|0.0|0.0|54.0|0.0|
393.0|41832.0|AK_86|AC_80|2215.0|1.0|310.0|6.0|3.0|9.0|2.0|0.0|0.0|1.0|0.0|2.0|13.0|0.0|0.0|1.0|45.0|1.0|
343.0|41832.0|AK_86|AC_80|2230.0|1.0|282.0|5.0|9.0|7.0|2.0|0.0|0.0|4.0|1.0|2.0|3.0|1.0|0.0|0.0|26.0|1.0|
378.0|41832.0|AK_86|AC_80|2245.0|1.0|320.0|4.0|1.0|7.0|1.0|0.0|0.0|3.0|0.0|1.0|2.0|2.0|0.0|0.0|36.0|1.0|
294.0|41832.0|AK_86|AC_80|2300.0|1.0|223.0|4.0|8.0|6.0|1.0|0.0|0.0|8.0|0.0|1.0|0.0|0.0|0.0|0.0|43.0|0.0|
299.0|41832.0|AK_86|AC_80|2315.0|1.0|248.0|5.0|6.0|5.0|1.0|0.0|0.0|6.0|0.0|1.0|3.0|0.0|0.0|0.0|24.0|0.0|
273.0|41832.0|AK_86|AC_80|2330.0|1.0|222.0|5.0|3.0|4.0|1.0|0.0|0.0|7.0|1.0|0.0|4.0|1.0|0.0|0.0|25.0|0.0|
205.0|41832.0|AK_86|AC_80|2345.0|1.0|176.0|3.0|1.0|4.0|2.0|0.0|0.0|3.0|0.0|0.0|3.0|0.0|0.0|0.0|13.0|0.0|
224.0|41832.0|AK_86|AC_80|0.0|1.0|182.0|4.0|4.0|4.0|0.0|0.0|0.0|2.0|0.0|1.0|4.0|0.0|0.0|0.0|22.0|1.0|
108.0|41832.0|AK_86|AC_80|15.0|1.0|84.0|5.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|2.0|0.0|0.0|14.0|0.0|
122.0|41832.0|AK_86|AC_80|30.0|1.0|97.0|3.0|1.0|2.0|0.0|0.0|0.0|2.0|0.0|0.0|2.0|0.0|0.0|0.0|15.0|0.0|
143.0|41832.0|AK_86|AC_80|45.0|1.0|118.0|2.0|1.0|2.0|0.0|0.0|0.0|0.0|0.0|2.0|1.0|1.0|0.0|0.0|15.0|1.0|
148.0|41832.0|AK_86|AC_80|100.0|1.0|122.0|2.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|1.0|4.0|0.0|0.0|0.0|15.0|0.0|
