|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACION EN FORMATO DD/MM/AAA|VIA  ESPECIFICA DONDE SE EFECTUO LA TOMA DE INFORMACION|LOCALIZACION ESPECIFICA DONDE SE EFECTUO LA TOMA DE INFORMACION|PERIODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMOVILES|COLECTIVOS|BUSETA/BUSETON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUENO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACION
TOTAL MIXTOS|FECHA|VIA PRINCIPAL|VIA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
251.0|41885.0|AK_70|AC_63|2200.0|2.0|188.0|2.0|10.0|1.0|0.0|0.0|0.0|3.0|0.0|0.0|1.0|0.0|0.0|0.0|44.0|2.0|
227.0|41885.0|AK_70|AC_63|2215.0|2.0|176.0|2.0|4.0|0.0|0.0|0.0|0.0|2.0|1.0|0.0|2.0|1.0|0.0|0.0|35.0|4.0|
161.0|41885.0|AK_70|AC_63|2230.0|2.0|121.0|2.0|8.0|0.0|0.0|0.0|0.0|2.0|1.0|0.0|0.0|0.0|0.0|0.0|21.0|6.0|
114.0|41885.0|AK_70|AC_63|2245.0|2.0|96.0|2.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|2.0|0.0|0.0|7.0|2.0|
103.0|41885.0|AK_70|AC_63|2300.0|2.0|81.0|2.0|5.0|0.0|0.0|0.0|0.0|1.0|2.0|0.0|0.0|1.0|0.0|0.0|10.0|1.0|
114.0|41885.0|AK_70|AC_63|2315.0|2.0|99.0|2.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|0.0|
78.0|41885.0|AK_70|AC_63|2330.0|2.0|63.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|1.0|2.0|0.0|0.0|7.0|0.0|
58.0|41885.0|AK_70|AC_63|2345.0|2.0|56.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
63.0|41885.0|AK_70|AC_63|0.0|2.0|57.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|2.0|3.0|
57.0|41885.0|AK_70|AC_63|15.0|2.0|48.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|6.0|1.0|
31.0|41885.0|AK_70|AC_63|30.0|2.0|25.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|3.0|2.0|
32.0|41885.0|AK_70|AC_63|45.0|2.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
32.0|41885.0|AK_70|AC_63|100.0|2.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
27.0|41885.0|AK_70|AC_63|115.0|2.0|25.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
22.0|41885.0|AK_70|AC_63|130.0|2.0|21.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
20.0|41885.0|AK_70|AC_63|145.0|2.0|19.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
23.0|41885.0|AK_70|AC_63|200.0|2.0|20.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
21.0|41885.0|AK_70|AC_63|215.0|2.0|18.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|
26.0|41885.0|AK_70|AC_63|230.0|2.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|
26.0|41885.0|AK_70|AC_63|245.0|2.0|25.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|
22.0|41885.0|AK_70|AC_63|300.0|2.0|20.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
29.0|41885.0|AK_70|AC_63|315.0|2.0|25.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|
35.0|41885.0|AK_70|AC_63|330.0|2.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|
40.0|41885.0|AK_70|AC_63|345.0|2.0|33.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|1.0|2.0|0.0|
39.0|41885.0|AK_70|AC_63|400.0|2.0|29.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|4.0|0.0|
68.0|41885.0|AK_70|AC_63|415.0|2.0|53.0|2.0|4.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|2.0|0.0|0.0|3.0|0.0|
60.0|41885.0|AK_70|AC_63|430.0|2.0|40.0|2.0|9.0|2.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|5.0|0.0|
94.0|41885.0|AK_70|AC_63|445.0|2.0|62.0|8.0|8.0|1.0|0.0|0.0|0.0|3.0|0.0|0.0|2.0|0.0|0.0|0.0|9.0|1.0|
119.0|41885.0|AK_70|AC_63|500.0|2.0|84.0|4.0|7.0|3.0|0.0|0.0|0.0|8.0|2.0|0.0|2.0|0.0|0.0|0.0|6.0|3.0|
179.0|41885.0|AK_70|AC_63|515.0|2.0|107.0|5.0|9.0|6.0|0.0|0.0|0.0|10.0|0.0|2.0|9.0|1.0|0.0|1.0|17.0|12.0|
241.0|41885.0|AK_70|AC_63|530.0|2.0|176.0|2.0|7.0|5.0|0.0|0.0|0.0|13.0|1.0|0.0|9.0|0.0|0.0|0.0|17.0|11.0|
334.0|41885.0|AK_70|AC_63|545.0|2.0|246.0|3.0|8.0|13.0|0.0|0.0|0.0|17.0|0.0|0.0|1.0|2.0|0.0|0.0|33.0|11.0|
419.0|41885.0|AK_70|AC_63|600.0|2.0|289.0|6.0|8.0|12.0|0.0|0.0|0.0|48.0|0.0|3.0|9.0|1.0|0.0|0.0|31.0|12.0|
405.0|41885.0|AK_70|AC_63|615.0|2.0|276.0|5.0|9.0|10.0|0.0|0.0|0.0|42.0|0.0|0.0|12.0|4.0|0.0|0.0|35.0|12.0|
460.0|41885.0|AK_70|AC_63|630.0|2.0|285.0|6.0|11.0|8.0|0.0|0.0|0.0|49.0|1.0|2.0|10.0|1.0|0.0|0.0|73.0|14.0|
499.0|41885.0|AK_70|AC_63|645.0|2.0|328.0|6.0|11.0|15.0|0.0|0.0|0.0|24.0|1.0|1.0|15.0|0.0|0.0|0.0|85.0|13.0|
512.0|41885.0|AK_70|AC_63|700.0|2.0|323.0|5.0|9.0|9.0|0.0|0.0|0.0|10.0|0.0|5.0|16.0|0.0|1.0|0.0|115.0|19.0|
534.0|41885.0|AK_70|AC_63|715.0|2.0|348.0|6.0|7.0|6.0|0.0|0.0|0.0|9.0|0.0|10.0|11.0|0.0|0.0|0.0|128.0|9.0|
531.0|41885.0|AK_70|AC_63|730.0|2.0|323.0|6.0|11.0|14.0|0.0|0.0|0.0|16.0|1.0|4.0|11.0|1.0|0.0|0.0|136.0|8.0|
433.0|41885.0|AK_70|AC_63|745.0|2.0|273.0|2.0|12.0|10.0|0.0|0.0|0.0|9.0|0.0|6.0|14.0|0.0|0.0|0.0|95.0|12.0|
353.0|41885.0|AK_70|AC_63|800.0|2.0|199.0|4.0|10.0|10.0|0.0|0.0|0.0|7.0|0.0|7.0|14.0|0.0|0.0|0.0|99.0|3.0|
407.0|41885.0|AK_70|AC_63|815.0|2.0|273.0|3.0|10.0|11.0|0.0|0.0|0.0|17.0|1.0|12.0|11.0|0.0|0.0|0.0|62.0|7.0|
362.0|41885.0|AK_70|AC_63|830.0|2.0|230.0|5.0|13.0|12.0|0.0|0.0|0.0|7.0|0.0|1.0|19.0|3.0|0.0|0.0|66.0|6.0|
371.0|41885.0|AK_70|AC_63|845.0|2.0|234.0|2.0|12.0|11.0|0.0|0.0|0.0|9.0|1.0|6.0|4.0|3.0|0.0|0.0|84.0|5.0|
401.0|41885.0|AK_70|AC_63|900.0|2.0|275.0|4.0|9.0|8.0|0.0|0.0|0.0|5.0|0.0|7.0|11.0|0.0|0.0|0.0|75.0|7.0|
