ESTRUCTURA DE LA BASE DE DATOS||||||||||||||||||||||
FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VIA  ESPECIFICA DONDE SE EFECTUO LA TOMA DE INFORMACIÓN|LOCALIZACION ESPECIFICA DONDE SE EFECTUO LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMOVILES|COLECTIVOS|BUSETA/BUSETON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERAVCIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN|OBSERVACIONES REFERIDAS AL ANÁLISIS DEL COMPORTAMIENTO
FECHA|VIA|LOCALIZACION|PERÍODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES|OBSERVACIONES AUX
41671.0|AK_72|AC_17|2200.0|1.0|170.0|2.0|14.0|15.0|0.0|0.0|0.0|3.0|10.0|2.0|9.0|0.0|0.0|1.0|55.0|0.0||
41671.0|AK_72|AC_17|2215.0|1.0|154.0|4.0|13.0|13.0|0.0|0.0|0.0|4.0|7.0|3.0|2.0|3.0|0.0|3.0|68.0|0.0||
41671.0|AK_72|AC_17|2230.0|1.0|263.0|5.0|8.0|15.0|0.0|0.0|0.0|4.0|8.0|2.0|7.0|0.0|0.0|2.0|62.0|0.0||
41671.0|AK_72|AC_17|2245.0|1.0|176.0|3.0|8.0|14.0|0.0|0.0|0.0|4.0|8.0|2.0|4.0|0.0|2.0|1.0|43.0|5.0||
41671.0|AK_72|AC_17|2300.0|1.0|160.0|3.0|14.0|13.0|0.0|0.0|0.0|7.0|6.0|1.0|6.0|0.0|0.0|1.0|44.0|1.0||
41671.0|AK_72|AC_17|2315.0|1.0|122.0|4.0|5.0|8.0|0.0|0.0|0.0|0.0|2.0|0.0|3.0|0.0|1.0|2.0|37.0|0.0||
41671.0|AK_72|AC_17|2330.0|1.0|121.0|4.0|10.0|5.0|0.0|0.0|0.0|0.0|5.0|0.0|7.0|1.0|0.0|0.0|30.0|2.0||
41671.0|AK_72|AC_17|2345.0|1.0|138.0|2.0|5.0|9.0|0.0|0.0|0.0|2.0|3.0|1.0|11.0|2.0|0.0|1.0|22.0|1.0||
41671.0|AK_72|AC_17|0.0|1.0|126.0|0.0|2.0|4.0|0.0|0.0|0.0|3.0|2.0|0.0|6.0|1.0|0.0|1.0|14.0|0.0||
41671.0|AK_72|AC_17|15.0|1.0|130.0|2.0|0.0|4.0|0.0|0.0|0.0|3.0|2.0|0.0|6.0|1.0|0.0|1.0|14.0|0.0||
41671.0|AK_72|AC_17|30.0|1.0|91.0|1.0|1.0|2.0|0.0|0.0|0.0|1.0|3.0|2.0|7.0|1.0|0.0|0.0|13.0|1.0||
41671.0|AK_72|AC_17|45.0|1.0|96.0|0.0|0.0|3.0|0.0|0.0|0.0|1.0|5.0|0.0|10.0|3.0|1.0|2.0|14.0|0.0||
41671.0|AK_72|AC_17|100.0|1.0|99.0|1.0|1.0|3.0|0.0|0.0|0.0|2.0|2.0|0.0|3.0|0.0|3.0|1.0|14.0|0.0||
41671.0|AK_72|AC_17|115.0|1.0|97.0|0.0|0.0|1.0|0.0|0.0|0.0|2.0|1.0|2.0|2.0|1.0|0.0|0.0|9.0|1.0||
41671.0|AK_72|AC_17|130.0|1.0|111.0|1.0|1.0|0.0|0.0|0.0|0.0|4.0|2.0|0.0|2.0|1.0|0.0|3.0|10.0|3.0||
41671.0|AK_72|AC_17|145.0|1.0|85.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|3.0|1.0|0.0|1.0|6.0|0.0||
41671.0|AK_72|AC_17|200.0|1.0|81.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|2.0|0.0|5.0|0.0|0.0|2.0|7.0|0.0||
41671.0|AK_72|AC_17|215.0|1.0|71.0|1.0|0.0|2.0|0.0|0.0|0.0|0.0|2.0|1.0|3.0|0.0|0.0|1.0|6.0|0.0||
41671.0|AK_72|AC_17|230.0|1.0|58.0|1.0|0.0|0.0|0.0|0.0|0.0|4.0|3.0|2.0|2.0|1.0|1.0|2.0|11.0|0.0||
41671.0|AK_72|AC_17|245.0|1.0|102.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|3.0|0.0|13.0|0.0|1.0|0.0|8.0|0.0||
41671.0|AK_72|AC_17|300.0|1.0|93.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|2.0|2.0|8.0|0.0|0.0|0.0|2.0|0.0||
41671.0|AK_72|AC_17|315.0|1.0|93.0|2.0|0.0|2.0|0.0|0.0|0.0|0.0|3.0|1.0|10.0|1.0|1.0|0.0|7.0|0.0||
41671.0|AK_72|AC_17|330.0|1.0|99.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|5.0|0.0|0.0|3.0|14.0|0.0||
41671.0|AK_72|AC_17|345.0|1.0|81.0|0.0|1.0|1.0|0.0|0.0|0.0|3.0|5.0|0.0|7.0|0.0|1.0|0.0|4.0|0.0||
41671.0|AK_72|AC_17|400.0|1.0|79.0|1.0|1.0|2.0|0.0|0.0|0.0|4.0|1.0|1.0|9.0|1.0|2.0|1.0|11.0|1.0||LINEA POR 10 CONTADOR LIVIANOS
41671.0|AK_72|AC_17|415.0|1.0|62.0|0.0|0.0|2.0|0.0|0.0|0.0|1.0|3.0|1.0|12.0|5.0|0.0|3.0|8.0|1.0||LINEA POR 10 CONTADOR LIVIANOS
41671.0|AK_72|AC_17|430.0|1.0|83.0|1.0|3.0|4.0|0.0|0.0|0.0|1.0|5.0|0.0|6.0|1.0|1.0|4.0|4.0|0.0||LINEA POR 10 CONTADOR LIVIANOS
41671.0|AK_72|AC_17|445.0|1.0|73.0|3.0|5.0|8.0|0.0|0.0|0.0|2.0|7.0|2.0|9.0|0.0|2.0|4.0|9.0|0.0||LINEA POR 10 CONTADOR LIVIANOS
41671.0|AK_72|AC_17|500.0|1.0|89.0|2.0|5.0|9.0|0.0|0.0|0.0|7.0|13.0|5.0|9.0|2.0|0.0|3.0|7.0|1.0||
41671.0|AK_72|AC_17|515.0|1.0|73.0|7.0|2.0|11.0|0.0|0.0|0.0|2.0|7.0|1.0|5.0|4.0|1.0|4.0|11.0|0.0||
41671.0|AK_72|AC_17|530.0|1.0|97.0|5.0|11.0|13.0|0.0|0.0|0.0|5.0|12.0|1.0|16.0|2.0|0.0|2.0|12.0|1.0||
41671.0|AK_72|AC_17|545.0|1.0|134.0|7.0|17.0|17.0|0.0|0.0|0.0|5.0|20.0|2.0|13.0|4.0|0.0|11.0|28.0|1.0||
41671.0|AK_72|AC_17|2200.0|1B|403.0|14.0|8.0|7.0|0.0|0.0|0.0|3.0|2.0|0.0|4.0|0.0|0.0|0.0|95.0|1.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|2215.0|1B|395.0|9.0|8.0|7.0|0.0|0.0|0.0|6.0|2.0|0.0|1.0|0.0|0.0|0.0|105.0|2.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|2230.0|1B|369.0|11.0|1.0|9.0|0.0|0.0|0.0|10.0|2.0|0.0|5.0|0.0|0.0|0.0|131.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|2245.0|1B|366.0|13.0|0.0|5.0|0.0|0.0|0.0|4.0|0.0|1.0|4.0|0.0|0.0|0.0|111.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|2300.0|1B|363.0|1.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|1.0|0.0|0.0|0.0|0.0|90.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|2315.0|1B|266.0|0.0|1.0|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|55.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|2330.0|1B|281.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|0.0|0.0|2.0|0.0|0.0|0.0|60.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|2345.0|1B|234.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|3.0|0.0|0.0|0.0|46.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|0.0|1B|191.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|49.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|15.0|1B|217.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|31.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|30.0|1B|172.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|30.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|45.0|1B|153.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|27.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|100.0|1B|139.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|1.0|2.0|0.0|0.0|0.0|34.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|115.0|1B|151.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|0.0|0.0|2.0|0.0|0.0|0.0|23.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|130.0|1B|155.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|13.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|145.0|1B|126.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|1.0|1.0|1.0|0.0|0.0|13.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|200.0|1B|118.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|0.0|0.0|0.0|7.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|215.0|1B|107.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|15.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|230.0|1B|159.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|15.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|245.0|1B|173.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|1.0|0.0|0.0|0.0|18.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|300.0|1B|167.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|1.0|6.0|0.0|0.0|0.0|19.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|315.0|1B|146.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|2.0|7.0|0.0|0.0|1.0|18.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|330.0|1B|157.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|1.0|6.0|0.0|0.0|0.0|19.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|345.0|1B|170.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|0.0|2.0|5.0|0.0|0.0|0.0|17.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|400.0|1B|128.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|6.0|0.0|0.0|0.0|9.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|415.0|1B|132.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|4.0|0.0|0.0|0.0|18.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|430.0|1B|143.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|0.0|0.0|6.0|0.0|0.0|0.0|14.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|445.0|1B|139.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|0.0|0.0|4.0|0.0|0.0|0.0|21.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|500.0|1B|158.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0|1.0|0.0|0.0|0.0|18.0|0.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
41671.0|AK_72|AC_17|515.0|1B|205.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|1.0|0.0|4.0|0.0|0.0|0.0|29.0|2.0||CONTADOR PARA LIVIANOS Y LINEA POR 10 PARA MOTOS
