|ESTRUCTURA DE LA BASE DE DATOS|||||||||||||||||||||
|FECHA DE TOMA DE INFORMACIÓN EN FORMATO DD/MM/AAA|VÍA  ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|LOCALIZACIÓN ESPECIFICA DONDE SE EFECTUÓ LA TOMA DE INFORMACIÓN|PERÍODO DE CONTEO DE 15 MINUTOS IDENTIFICADO CON LA HORA HORA INICIAL DEL FORMATO GENERAL|ACCESOS A LOS FLUJOS VEHICULARES|AUTOMÓVILES|COLECTIVOS|BUSETA/BUSE TON|BUSES|ALIMENTADOR|ARTICULADO|BIARTICULADOS|BUS ESPECIAL|BUS INTERMUNICIPAL|CAMIONES DE 2 EJES PEQUEÑO|CAMIONES DE 2 EJES GRANDE|CAMIONES DE 3 Y 4 EJES|CAMIONES DE 5 EJES|CAMIONES DE MAS DE 5 EJES|MOTOS|BICICLETAS|OBSERVACIONES REFERIDAS SOLAMENTE A LA TOMA DE INFORMACIÓN
TOTAL MIXTOS|FECHA|VÍA PRINCIPAL|VÍA SECUNDARIA|PERIODO|SENTIDO|L|C|BT|B|AL|AT|BA|ESP|INT|C2P|C2G|C3-C4|C5|>C5|M|BIC|OBSERVACIONES
213.0|41716.0|KR_13|AC_63|2200.0|1.0|115.0|19.0|10.0|21.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|47.0|1.0|
187.0|41716.0|KR_13|AC_63|2215.0|1.0|104.0|17.0|17.0|15.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|32.0|2.0|
145.0|41716.0|KR_13|AC_63|2230.0|1.0|92.0|18.0|11.0|7.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16.0|1.0|
165.0|41716.0|KR_13|AC_63|2245.0|1.0|116.0|11.0|11.0|6.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|18.0|1.0|
137.0|41716.0|KR_13|AC_63|2300.0|1.0|93.0|7.0|5.0|8.0|0.0|0.0|0.0|1.0|3.0|0.0|3.0|0.0|0.0|0.0|15.0|2.0|
151.0|41716.0|KR_13|AC_63|2315.0|1.0|119.0|6.0|14.0|5.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|6.0|0.0|
114.0|41716.0|KR_13|AC_63|2330.0|1.0|75.0|5.0|7.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|22.0|0.0|
92.0|41716.0|KR_13|AC_63|2345.0|1.0|69.0|4.0|7.0|4.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|0.0|
92.0|41716.0|KR_13|AC_63|0.0|1.0|71.0|4.0|4.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|2.0|
75.0|41716.0|KR_13|AC_63|15.0|1.0|65.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|7.0|0.0|
74.0|41716.0|KR_13|AC_63|30.0|1.0|68.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.0|
60.0|41716.0|KR_13|AC_63|45.0|1.0|58.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
42.0|41716.0|KR_13|AC_63|100.0|1.0|34.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|6.0|0.0|
