L_AK_45_AC_170,NOHAB,1,3493,0,14.239107401,6.83333333333,2.16666666667,1.16666666667,0.0,7.5,0.166666666667,24.0267596161,3.97474496423,4.32258617531,4.06831640029,15.8258459981,2.62651532077,887.975641602,202.155552768
L_AK_45_AC_170,NOHAB,1,3493,1,10.9336003258,0.0,0.0,1.0,0.0,2.0,0.166666666667,25.7971524299,3.97474496423,3.05123730022,3.81404662528,11.930253137,2.3877412007,668.851804242,178.668600579
L_AK_45_AC_170,NOHAB,1,3493,2,9.91652122572,0.0,0.166666666667,0.166666666667,0.0,1.83333333333,0.5,21.4976270249,7.45264680792,6.10247460044,2.7969675252,11.1998294756,2.62651532077,638.653644424,132.533515923
L_AK_45_AC_170,NOHAB,1,3493,3,15.7647260511,0.0,0.166666666667,1.0,0.0,2.0,0.333333333333,23.5209330979,6.70738212713,5.33966527539,6.10247460044,10.2259312603,2.14896708063,635.40921403,161.053386438
L_AK_45_AC_170,NOHAB,1,3493,4,22.3757402016,5.66666666667,5.5,7.0,0.0,10.0,2.83333333333,37.1782490902,15.4021367364,14.493377176,9.91652122572,19.2344897515,13.1325766038,550.305309087,129.178237038
L_AK_45_AC_170,NOHAB,1,3493,5,33.8178800774,11.6666666667,18.5,28.5,2.16666666667,16.8333333333,8.83333333333,76.8856307715,29.0653225509,26.6983263769,14.493377176,44.0688942409,25.5488308475,952.11553477,525.101145364
L_AK_45_AC_170,NOHAB,1,3493,6,15.5104562761,7.66666666667,41.1666666667,40.6666666667,3.33333333333,16.8333333333,13.1666666667,103.694436238,43.225351486,21.8672006516,8.39090257561,71.3380442684,33.6671509299,2215.1972442,1223.83797298
L_AK_45_AC_170,NOHAB,1,3493,7,16.0189958262,5.16666666667,72.3333333333,27.8333333333,4.33333333333,17.3333333333,11.6666666667,100.15365061,26.8295285085,17.0360749262,8.39090257561,55.9991473779,33.1896026897,2750.52825916,1342.95037337
L_AK_45_AC_170,NOHAB,1,3493,8,12.9677585259,3.83333333333,75.6666666667,34.0,3.83333333333,18.0,10.3333333333,111.028920752,32.2948028343,21.8672006516,7.62809325055,46.9905888867,32.9508285696,3001.34768575,1165.12059251
L_AK_45_AC_170,NOHAB,1,3493,9,16.0189958262,4.5,62.3333333333,27.8333333333,4.33333333333,15.3333333333,10.6666666667,111.78766053,43.4737730462,17.0360749262,7.88236302557,39.6863522722,31.9957320894,2969.40252495,953.73802281
L_AK_45_AC_170,NOHAB,1,3493,10,18.0531540263,4.66666666667,43.8333333333,24.1666666667,3.5,15.8333333333,9.33333333333,101.671130165,39.0021849615,14.493377176,4.32258617531,36.2777085187,30.0855391288,3317.30529179,1080.39980069
L_AK_45_AC_170,NOHAB,1,3493,11,16.7818051512,6.33333333333,39.0,26.3333333333,3.33333333333,27.5,8.83333333333,108.499788161,37.0148124794,15.2561865011,6.8652839255,44.0688942409,23.3998637669,3244.18082214,1082.07744013
L_AK_45_AC_170,NOHAB,1,3493,12,19.3245029014,6.0,43.6666666667,26.0,4.5,22.3333333333,9.0,83.4613755086,26.8295285085,13.476298076,5.33966527539,38.4689795031,28.6528944084,2868.82518275,1385.73017914
