Estacion,Tipo,IDEstacion,IDNodo,hora,>C5_DSEL,AL_DSEL,AT1_DSEL,AT3_DSEL,AT4_DSEL,AUT_GAS,AUT_GNV,BA1_DSEL,BA2_DSEL,BE_DSEL,BE_GAS,BE_GNV,BI_DSEL,BI_GAS,BI_GNV,BN1_DSEL,BN3_DSEL,BN4_DSEL,BT1_DSEL,BT3_DSEL,BT4_DSEL,BTE_DSEL,BTE_GAS,BTE_GNV,BTI_DSEL,BTI_GAS,BTI_GNV,C2G_DSEL,C2G_GAS,C2G_GNV,C2P_DSEL,C2P_GAS,C2P_GNV,C3-C4_DSEL,C5_DSEL,CCE_DSEL,CCE_GAS,CCE_GNV,CC_DSEL,CC_GAS,CC_GNV,M1_GAS,M2_GAS,M3_GAS,MBE_DSEL,MBE_GAS,MBE_GNV,MBI_DSEL,MBI_GAS,MBI_GNV,MB_DSEL,P1_DSEL,P3_DSEL,P4_DSEL,PHB_DSEL,TX_GAS,TX_GNV
L_AK_45_AC_170,NOHAB,1,3493,0,9.33333333333,6.83333333333,1.68801939058,0.304593721145,0.17405355494,386.663353313,6.66069960455,0.0,0.0,1.81880962734,0.025492151998,0.0,0.333467669712,0.0487641053197,0.00591080064481,3.98934003259,0.619228680065,1.11929657795,1.22827267789,0.401276480174,0.142585551331,0.563598230043,0.0473821520833,0.0490446837353,0.124619380262,0.0630485402114,0.00541823392441,14.0618405965,1.39815188798,0.37334084887,0.377453816105,1.47201590021,0.817196950349,2.83333333333,2.66666666667,0.214466583114,2.30731684443,0.0925475952972,20.4835264576,154.981753481,2.60535173358,0.520540880621,26.1735019327,13.4726238534,2.17320595783,1.55225038579,1.98921912167,0.432966147233,0.498970087766,0.320168368261,0.166666666667,0.27496328928,0.0179882525698,0.747797356828,0.125917767988,7.63454668168,13.9707687282
L_AK_45_AC_170,NOHAB,1,3493,1,7.16666666667,0.0,0.0,0.0,0.0,291.247270061,5.01705310292,0.0,0.0,1.37110264215,0.019217160737,0.0,0.303152427011,0.0443310048361,0.00537345513165,1.06382400869,0.165127648017,0.298479087452,0.327539380771,0.10700706138,0.0380228136882,0.424866358033,0.0357188531089,0.0369721462005,0.113290345692,0.0573168547376,0.00492566720401,15.0979762194,1.50117360604,0.400850174577,0.377453816105,1.47201590021,0.817196950349,2.0,2.5,0.161674808809,1.73936192888,0.0697666487625,15.4288507326,116.737239834,1.96243469533,0.460063101959,23.1325971438,11.9073397542,1.63826295283,1.17015798314,1.49956518403,0.393605588393,0.453609170697,0.291062152964,0.166666666667,0.235682819383,0.0154185022026,0.640969162996,0.107929515419,5.75058603342,10.5232322067
L_AK_45_AC_170,NOHAB,1,3493,2,6.5,0.0,0.129847645429,0.0234302862419,0.0133887349954,278.097673167,4.7905368994,0.0,0.0,1.28715758242,0.0180405998755,0.0,0.333467669712,0.0487641053197,0.00591080064481,0.975172007967,0.151367010683,0.273605830165,0.300244432374,0.0980898062647,0.0348542458809,0.398854132031,0.0335319845512,0.0347085454127,0.124619380262,0.0630485402114,0.00541823392441,12.5816468495,1.25097800504,0.334041812147,0.707725905196,2.7600298129,1.53224428191,4.0,1.83333333333,0.151776351127,1.63287038221,0.0654952212872,14.7322496361,111.466640573,1.87383223334,0.341267465303,17.1593913086,8.83267455948,1.53796113939,1.09851565764,1.40775507072,0.432966147233,0.498970087766,0.320168368261,0.5,0.0392804698972,0.00256975036711,0.106828193833,0.0179882525698,5.49095136549,10.0481161258
L_AK_45_AC_170,NOHAB,1,3493,3,10.3333333333,0.0,0.129847645429,0.0234302862419,0.0133887349954,276.684906558,4.76620044778,0.0,0.0,1.17523083613,0.0164718520603,0.0,0.27283718431,0.0398979043525,0.00483610961848,1.06382400869,0.165127648017,0.298479087452,0.327539380771,0.10700706138,0.0380228136882,0.364171164028,0.0306161598077,0.031690411029,0.101961311123,0.0515851692638,0.00443310048361,13.7658018471,1.36871711139,0.365481041526,0.636953314677,2.48402683161,1.37901985371,3.5,4.0,0.13857840755,1.49088165332,0.0597999846536,14.6574081959,110.900377843,1.86431296057,0.414704767963,20.8519185522,10.7333766799,1.40422538814,1.00299255697,1.28534158631,0.354245029554,0.408248253627,0.261955937668,0.333333333333,0.235682819383,0.0154185022026,0.640969162996,0.107929515419,5.46305673175,9.9970705964
L_AK_45_AC_170,NOHAB,1,3493,4,14.6666666667,5.66666666667,4.28497229917,0.773199445983,0.441828254848,239.626951674,4.12783660147,0.0,0.0,2.21055323938,0.0309827693514,0.0,1.66733834856,0.243820526599,0.0295540032241,5.31912004345,0.825638240087,1.49239543726,1.63769690386,0.535035306898,0.190114068441,0.684988618053,0.0575875386858,0.0596081540783,0.623096901308,0.315242701057,0.0270911696221,21.7588480809,2.1634560793,0.577695839831,1.46263353741,5.70406161332,3.1666381826,9.5,6.5,0.260659385631,2.80427739554,0.112480923515,12.6942596512,96.0468708338,1.61461511314,0.332627782637,16.7249763387,8.60906254532,2.64128108721,1.88658123812,2.41766631711,2.16483073616,2.49485043883,1.6008418413,2.83333333333,1.64977973568,0.107929515419,4.48678414097,0.75550660793,4.73135903123,8.65810709547
L_AK_45_AC_170,NOHAB,1,3493,5,22.1666666667,11.6666666667,14.4130886427,2.60076177285,1.48614958449,414.59266242,7.14181253271,0.290305010893,1.87636165577,5.06468526997,0.0709858386406,0.0,3.24373096901,0.474341751746,0.0574959699087,8.95385207315,1.38982437081,2.51219898606,2.75678978816,0.900642766612,0.320025348542,1.56940430212,0.131941069647,0.136570580863,1.21220669891,0.613290345692,0.0527046390829,44.9978899087,4.47408604155,1.19469071639,2.76013103027,10.7641162703,5.97575269943,17.5,9.5,0.597206946825,6.42498998218,0.257709457674,21.9630841585,166.176332078,2.79354043384,1.35211033721,67.9859427794,34.9952802167,6.05154274412,4.32242030505,5.53921016958,4.21157979581,4.85361812646,3.11436503672,8.83333333333,6.71696035242,0.439427312775,18.2676211454,3.07599118943,8.1860021334,14.9798995779
L_AK_45_AC_170,NOHAB,1,3493,6,10.1666666667,7.66666666667,32.0723684211,5.78728070175,3.30701754386,964.593570547,16.6161803513,0.446623093682,2.88671023965,8.1986341663,0.114910777468,0.0,4.27444922085,0.625067168189,0.0757657173563,8.95385207315,1.38982437081,2.51219898606,2.75678978816,0.900642766612,0.320025348542,2.54052740619,0.213584162468,0.221078343607,1.59739387426,0.8081676518,0.0694519075766,60.6879436269,6.03412920077,1.61126050565,4.10481025014,16.0081729148,8.88701683505,14.3333333333,5.5,0.966749366959,10.400674391,0.417176083416,51.0994325008,386.626768944,6.49946655066,3.15132425239,158.452860248,81.5624821663,9.79614377915,6.99706712365,8.96678773307,5.54983879635,6.39588930682,4.1039763568,13.1666666667,9.58443465492,0.627019089574,26.0660792952,4.38913362702,19.0455976241,34.852316816
L_AK_45_AC_170,NOHAB,1,3493,7,10.5,5.16666666667,56.3538781163,10.168744229,5.810710988,1197.70006095,20.6316948684,0.580610021786,3.75272331155,6.43578791212,0.0902029993776,0.0,4.21381873545,0.616200967222,0.0746910263299,9.21980807532,1.43110628282,2.58681875792,2.83867463335,0.927394531957,0.329531051965,1.99427066015,0.167659922756,0.173542727063,1.57473580512,0.796704280853,0.0684667741358,58.6156723811,5.82808576465,1.55624185424,2.54781325871,9.93610732643,5.51607941486,11.1666666667,5.5,0.758881755633,8.16435191106,0.327476106436,63.4482701207,480.060119483,8.07014655868,3.45803298703,173.874591677,89.5007086692,7.68980569694,5.49257828819,7.03877535361,5.47111767867,6.30516747268,4.0457639262,11.6666666667,6.55983847283,0.429148311307,17.84030837,3.00403817915,23.6482121919,43.2748291606
L_AK_45_AC_170,NOHAB,1,3493,8,8.5,3.83333333333,58.9508310249,10.6373499538,6.0784856879,1306.91778722,22.513089782,0.513616557734,3.3197167756,5.40046550886,0.0756920820864,0.0,4.18350349275,0.611767866738,0.0741536808168,9.57441607822,1.48614883216,2.68631178707,2.94785442694,0.963063552417,0.342205323194,1.67345320613,0.140688543878,0.145624984014,1.56340677055,0.790972595379,0.0679742074154,64.9805054932,6.46093346131,1.72522771215,3.06681225585,11.9601291892,6.63972522159,14.3333333333,5.0,0.636800777553,6.85095616885,0.274795167575,69.2340891454,523.836584421,8.80605956943,3.00012980574,150.850598276,77.6492719185,6.45274999787,4.60898960705,5.90645062281,5.43175711983,6.25980655562,4.01665771091,10.3333333333,8.01321585903,0.52422907489,21.7929515419,3.66960352423,25.8046819544,47.2210412381
L_AK_45_AC_170,NOHAB,1,3493,9,10.5,4.5,48.5630193906,8.76292705448,5.00738688827,1293.00746985,22.2734693353,0.580610021786,3.75272331155,4.56101491163,0.063926473472,0.0,4.06224252194,0.594035464804,0.0720042987641,8.15598406663,1.2659786348,2.28833967047,2.51113525258,0.820387470578,0.291508238276,1.41333094611,0.118819858301,0.122988976136,1.51809063228,0.768045853484,0.0660039405338,65.4245636173,6.50508562619,1.73701742317,4.12840111365,16.1001739086,8.93809164445,11.1666666667,5.16666666667,0.537816200732,5.78604070219,0.232080892822,68.4971888119,518.261074458,8.71233134517,2.45582979778,123.482455176,63.5617150261,5.44973186348,3.89256635206,4.98834948973,5.27431488447,6.07836288734,3.90023284972,10.6666666667,6.55983847283,0.429148311307,17.84030837,3.00403817915,25.5300270991,46.7184391029
